,gender,age,emotion,base,rewriting
1028,男性,18-39,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,您是否考虑过可以改变您对当前状况的看法的各种观点和观点？
1029,男性,18-39,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,在得出结论之前，您是否也倾向于包括其他人的观点？
1030,女性,18-39,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,你有没有尝试过从另一个角度看待这种情况，以及你目前的情绪？
1031,女性,40-69,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,你通常会考虑别人的想法，你重视他们吗？
1032,男性,18-39,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,当你与他人交谈时，你是否能够认真倾听并诚实地考虑他们的观点？
1033,男性,40-69,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,谢谢你让我知道。你认为你已经考虑了所有的选择，你可以从每个角度来看待你当前的情况吗？
1034,男性,18-39,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,您能否自信地说，您过去一直仔细考虑朋友或家人提出的其他观点？
1035,男性,18-39,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,老实说，当别人向您提出意见时，您是否真的觉得您总是会考虑并尊重他人的意见？
1036,男性,18-39,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,在之前与您生活中的人的讨论中，您是否检查并采纳了与您自己不同的任何观点？
1037,男性,40-69,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,你有没有站在对方的角度，站在对方的角度看这个情况？
1038,女性,18-39,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,你认为还有另一种方式来看待这种情况吗？
1039,女性,18-39,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,你有没有花时间考虑过你的观点之外的其他观点？
1040,男性,18-39,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,你有没有从别人的角度看情况，你觉得有用吗？
1041,男性,18-39,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,你认为你能把你的愿景变成另一个观点吗？
1042,男性,18-39,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,您是否考虑过其他人在您之前与他们的对话中会如何看待事物？
1043,男性,40-69,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,你容易考虑别人的观点吗？
1044,女性,40-69,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,您是否能够在不立即判断或争论的情况下查看其他观点？
1045,男性,18-39,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,你真的觉得你在之前的谈话中总是能够考虑其他观点吗？
1046,女性,40-69,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,你会说你在之前的谈话中一直考虑其他观点，充分考虑其他人的意见和建议，而不是让他们闭嘴吗？
1047,女性,18-39,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,再次感谢您今天的耐心等待。我想知道您是否真的相信，您在之前的讨论中一直仔细考虑其他人的观点。
1048,男性,40-69,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,请问在日常生活中，您是否会认真倾听朋友的意见，而不总是有提出自己愿景的冲动？
1049,男性,40-69,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,老实说，您能否告诉我，在之前的对话中，您是否真的考虑过其他观点和观点？
1050,男性,40-69,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,你认为自己是一个能够真正倾听他人意见的人吗？
1051,女性,40-69,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,我想知道从另一个角度来看这个是否有用，你有没有尝试过？
1052,女性,40-69,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,作为一种习惯，你会说你热衷于考虑除你自己之外的其他观点吗？
1053,女性,40-69,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,谢谢你，这有助于我更好地了解你。你相信你是一个能够听取别人建议并付诸实践的人吗？
1054,女性,18-39,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,您是否觉得自己通常能够走出自我，以全新的眼光看待情况？
1055,女性,18-39,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,在之前的谈话中，您是否考虑并考虑过向您提出的任何其他观点？
1056,男性,40-69,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,有时，只要我们能够倾听，其他人也许能够帮助我们弄清楚情况并变得更强大。你认为自己是一个好的倾听者吗？
1057,男性,40-69,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,在您的日常互动中，您是否经常发现当出现不同的观点时，您愿意改变主意？
1058,女性,40-69,愤怒,在之前的对话中，您是否考虑过其他提出的观点？,我明白了，谢谢。当您进行对话时，您通常会征求其他人的意见和反馈吗？
1059,女性,18-39,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,最近有没有发生什么事情让你觉得与你的朋友和家人的支持网络疏远了？
1060,女性,40-69,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,在您的个人生活中是否有任何令人不安的事情，您是否与亲近的人闹翻了？
1061,男性,18-39,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,由于与生活中的人争吵，您是否正在经历强烈的负面情绪？
1062,男性,18-39,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,很抱歉听到你的麻烦，我总是在这里提供帮助。您现在是否在与任何亲人相处时遇到困难？
1063,男性,40-69,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,您最近是否与朋友或亲人发生了个人问题，也许是闹翻了，或者您有家庭问题吗？
1064,女性,18-39,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,是否因为与朋友或亲人的关系问题等令人痛苦的事件，您现在正在经历个人危机？
1065,女性,18-39,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,您是否正在经历一些痛苦的事情，例如与您所爱的人闹翻？
1066,男性,40-69,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,由于与亲近的人的关系出现问题，您是否觉得自己正在经历个人危机？
1067,男性,18-39,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,这种感觉是否给您和您所爱的人带来了更大的问题？它是否导致了个人危机？
1068,男性,18-39,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,你觉得你现在的个人生活不稳定吗？您与家人或朋友的关系是否岌岌可危？
1069,女性,18-39,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,如果我问，你现在是否在为个人问题而苦苦挣扎？
1070,男性,18-39,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,很抱歉你生气了，我想知道这是否可能是更大事情的征兆。您最近生活中是否发生了其他重大困难？
1071,男性,18-39,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,是不是感觉现在有什么大事正在发生，比如个人危机？
1072,男性,18-39,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,您是否与某些人、家人或朋友有重大的个人问题？
1073,男性,18-39,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,你是否因为个人的烦恼而生气？你是在工作中还是在家里与人打架？
1074,女性,18-39,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,您是否与您所在环境中的人遇到了您似乎无法解决的问题？
1075,女性,40-69,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,在危机的边缘，您现在是否真的感到压力很大？
1076,男性,18-39,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,您会说您目前正在经历个人创伤，可能涉及您的亲人或朋友吗？
1077,男性,40-69,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,感谢您的答复。如果你不介意我问一下，你现在正在经历个人危机吗？你的人际关系或其他事情是否特别困难？
1078,男性,18-39,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,你会说你现在可能正在经历一些危机吗？
1079,男性,18-39,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,如果您不介意我问一下，您是否正在经历个人危机，或者您是否与所爱的人有困难？
1080,男性,18-39,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,请问此时此刻您与亲人是否有重要的问题，或其他重大问题？
1081,男性,40-69,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,请问你现在的生活有什么大问题吗？
1082,女性,18-39,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,我想知道您现在是否正在经历特别困难的时期。
1083,女性,18-39,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,您是否正面临个人危机，或者您是否与家人、朋友或亲人闹翻了？
1084,男性,18-39,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,你会说你的大部分问题都围绕着你现在最亲近的问题吗？
1085,男性,18-39,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,或许，您的人际关系是否正在发生戏剧性的变化（例如，与朋友或亲人相处不好）？
1086,男性,40-69,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,你现在是否发现自己压力很大，与同事、朋友或家人有问题？
1087,女性,40-69,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,我想知道您的生活总体情况如何。最近有没有什么重大的令人痛心的事件或挑战？
1088,男性,18-39,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,请问，您目前是否有任何具体的个人或情感上的困难？
1089,女性,40-69,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,如果我问，您是否觉得您与朋友、家人或亲人遇到了难以控制的困难？
1090,女性,18-39,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,谢谢你对我敞开心扉，我想帮助你放下消极的想法。是否因为与家人或亲人的问题，您现在正在经历一段特殊的痛苦？
1091,男性,40-69,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,我知道这对你来说不是一个好时机，也许还有更重要的事情发生。您是否正在经历个人危机，面临涉及生活中其他人的无法处理的问题？
1092,男性,40-69,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,你觉得你现在可能正在经历个人危机吗？
1093,女性,40-69,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,你是否觉得你现在生活中有无法解决的问题？
1094,女性,40-69,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,您与朋友和亲人的关系如何，您最近是否发现难以与他们建立联系？
1095,女性,40-69,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,你知道，我想知道这种愤怒是否有更深的根源。您的生活中是否有任何重大事件、危机或与您关心的人发生重大关系？
1096,女性,18-39,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,我想知道你的愤怒是否会被隐藏在表面之下的更大的东西触发。您最近在个人生活或职业生活中是否遇到了非凡的困难？
1097,女性,18-39,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,你认为你的人际关系可能有困难，难以与他人交流感情或爱吗？
1098,男性,40-69,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,您现在是否有可能正在经历一些特别困难的事情，这对您的生活产生了灾难性的影响？
1099,男性,40-69,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,你现在在你的个人生活（例如你的爱情生活，或与朋友或家人）中是否遇到任何困难或戏剧性的问题？
1100,女性,40-69,愤怒,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,这些天您是否遇到困难或与他人相处有困难？
1101,女性,18-39,焦虑,这是由特别事件引起的吗？,我很抱歉听到这个。有没有发生过让你有这种感觉的事情？
1102,男性,18-39,焦虑,这是由特别事件引起的吗？,作为你的朋友，你可以随时告诉我任何事情，我会尽我所能帮助你。你能告诉我是否发生了让你有这种感觉的事情吗？
1103,女性,40-69,焦虑,这是由特别事件引起的吗？,我了解您感到焦虑。请你能告诉我更多关于这个吗？焦虑是由一个或多个特定事件引起的吗？
1104,女性,18-39,焦虑,这是由特别事件引起的吗？,我听到了你的感受。为了支持你，你能告诉我是否有一个特定的事件引起了你的感受？
1105,男性,40-69,焦虑,这是由特别事件引起的吗？,我了解您可能感到焦虑，如果您能提供更多详细信息，我愿意帮助您。认为这可能与任何特定事件有关吗？
1106,男性,18-39,焦虑,这是由特别事件引起的吗？,我很抱歉听到这个。是否有特定的事件让您有这种感觉？
1107,女性,18-39,焦虑,这是由特别事件引起的吗？,感受到您的感受是完全正常的，我理解并愿意提供帮助。您认为这是由什么特定原因引起的吗？
1108,女性,40-69,焦虑,这是由特别事件引起的吗？,你目前的焦虑是否是由你所知道的特别的事情引起的？
1109,男性,40-69,焦虑,这是由特别事件引起的吗？,我很抱歉听到这个。有什么特别让你有这种感觉的吗？
1110,女性,40-69,焦虑,这是由特别事件引起的吗？,我看得出你很着急。有没有发生过让你有这种感觉的事情？
1111,男性,18-39,焦虑,这是由特别事件引起的吗？,我明白焦虑的感觉是可怕的。有什么特别让你有这种感觉的吗？
1112,男性,18-39,焦虑,这是由特别事件引起的吗？,我知道你现在感觉不是最好的。你认为你的感受与任何特定事件有关吗？
1113,女性,40-69,焦虑,这是由特别事件引起的吗？,我听说你很焦虑。有没有发生过的事情可能让你有这种感觉？
1114,女性,18-39,焦虑,这是由特别事件引起的吗？,我很抱歉你有这种感觉。我知道这可能很难谈论，但是否有特定事件导致了这种情况？
1115,女性,40-69,焦虑,这是由特别事件引起的吗？,有没有什么特别的事情你能回忆起来，可能会让你有这种感觉？
1116,男性,18-39,焦虑,这是由特别事件引起的吗？,哦不，很遗憾听到它。是不是发生了什么事情触发了这些感觉？
1117,女性,40-69,焦虑,这是由特别事件引起的吗？,那可能很粗糙。你认为它可能与发生的事情有关吗？
1118,女性,18-39,焦虑,这是由特别事件引起的吗？,得知您感到焦虑，我深表遗憾。是不是发生了什么事情引发了这些焦虑情绪？
1119,男性,18-39,焦虑,这是由特别事件引起的吗？,那真不幸。有没有什么特别的事情让你有这种感觉？
1120,女性,40-69,焦虑,这是由特别事件引起的吗？,有什么特别的事情让你有这种感觉吗？
1121,女性,18-39,焦虑,这是由特别事件引起的吗？,如果你觉得分享很舒服，你能告诉我这种感觉是否来自发生的特定事情吗？
1122,男性,40-69,焦虑,这是由特别事件引起的吗？,我希望你能应付。你介意我问你是否有特定的事件或问题引起了你的焦虑？
1123,男性,18-39,焦虑,这是由特别事件引起的吗？,哦，那不好。这与发生的任何特定事件有关吗？
1124,女性,18-39,焦虑,这是由特别事件引起的吗？,很抱歉你感觉不太好。有发生过什么事情让你有这种感觉吗？
1125,男性,40-69,焦虑,这是由特别事件引起的吗？,你有什么事吗？
1126,女性,40-69,焦虑,这是由特别事件引起的吗？,这是因为发生了什么事情吗？
1127,男性,18-39,焦虑,这是由特别事件引起的吗？,我想如果我们谈谈是什么让你有这种感觉可能会有所帮助。是不是某个特定的事件让您感到苦恼？
1128,男性,18-39,焦虑,这是由特别事件引起的吗？,是什么让你有这样的感觉，如果你不介意告诉我，这是一个特定的事件吗？
1129,女性,40-69,焦虑,这是由特别事件引起的吗？,我看得出你很着急，我愿意帮忙。是不是有什么特别的东西导致了这种感觉？
1130,男性,18-39,焦虑,这是由特别事件引起的吗？,有没有发生过让你有这种感觉的事情？
1131,女性,40-69,焦虑,这是由特别事件引起的吗？,很抱歉你现在正在经历这个。是否有任何特定事件导致了这种情况？我希望我能做些什么来帮忙。
1132,女性,18-39,焦虑,这是由特别事件引起的吗？,很抱歉听到您有这种感觉，尽管有这种感觉也没关系，您并不孤单。今天有什么特别的事情让你有这种感觉吗？
1133,男性,40-69,焦虑,这是由特别事件引起的吗？,我很遗憾听到你今天感觉不太好。是不是有什么特别的事情让你有这种感觉？
1134,男性,40-69,焦虑,这是由特别事件引起的吗？,哦，很遗憾听到你感到焦虑。这种感觉是由你无法控制的事情引起的吗？
1135,男性,40-69,焦虑,这是由特别事件引起的吗？,我意识到您对某事感到焦虑并希望提供帮助。你认为是不是有什么具体的、已经发生的事情导致了这种感觉？
1136,女性,18-39,焦虑,这是由特别事件引起的吗？,很抱歉听到您今天感到焦虑，这对您来说一定很困难。你今天有这种感觉，有什么特别的原因吗，是不是发生了什么事情？
1137,男性,40-69,焦虑,这是由特别事件引起的吗？,我很抱歉听到这个，我可以联系。有没有什么特别的事情让你有这种感觉？
1138,女性,40-69,焦虑,这是由特别事件引起的吗？,所以我可以帮助你减轻你的焦虑，你能想到可能导致它的具体事件吗？
1139,男性,40-69,焦虑,这是由特别事件引起的吗？,哦，这很难，我们都去过那里，所以我理解。有什么特别的事情引起了你的感受吗？别担心，我们会努力解决的。
1140,女性,18-39,焦虑,这是由特别事件引起的吗？,有没有发生在你身上的事情让你有这种感觉？
1141,女性,18-39,焦虑,这是由特别事件引起的吗？,很抱歉你现在感到焦虑，我想尽我所能提供帮助。我希望你不介意我问，但有没有特别发生的事情？
1142,男性,40-69,焦虑,这是由特别事件引起的吗？,有什么事情让你有这种感觉吗？
1143,女性,18-39,焦虑,这是由特别事件引起的吗？,我能理解你的心情。在你的生活中，有没有发生过什么事情让你产生了这种感觉？
1144,男性,18-39,焦虑,这是由特别事件引起的吗？,我很抱歉听到它。是不是有什么特别的事情让你有这种感觉？
1145,女性,18-39,焦虑,这是由特别事件引起的吗？,感谢您让我知道您的感受，我想帮助您克服这个问题并感觉更好。请问，您目前的感觉是由特定事件（或事件）引起的吗？
1146,男性,18-39,焦虑,这是由特别事件引起的吗？,听到这真的很难过，但有这种感觉也没关系。是否有什么特定的东西导致了这种感觉？
1147,男性,40-69,焦虑,这是由特别事件引起的吗？,我很抱歉听到这个。发生了什么？有什么特别让你不安的事情吗？
1148,男性,18-39,焦虑,这是由特别事件引起的吗？,我很遗憾听到你有这种感觉。如果您不介意，我想问您这是否是由特定原因引起的。
1149,男性,40-69,焦虑,这是由特别事件引起的吗？,好吧，我想知道是什么让你有这种感觉。有没有发生什么让你感到焦虑的事情？
1150,女性,18-39,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,这很难。那是最近发生的还是不久前发生的？无论哪种方式，您的感受都是完全有效的。
1151,男性,18-39,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,我明白。你能告诉我这个事件的时间，以便我进一步了解是什么让你感到焦虑，是最近的还是遥远的？
1152,女性,40-69,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,我知道了。你介意告诉我这是最近发生的还是过去发生的？
1153,女性,18-39,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,好的谢谢。你能告诉我这是最近发生的事情，还是前一段时间？
1154,男性,40-69,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,谢谢，这可能有助于我知道发生这种情况的时间。你能告诉我，这是最近发生的还是遥远的事件？
1155,男性,18-39,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,感谢您分享这个。在不详细介绍的情况下，这个事件是最近发生的还是已经有一段时间了？
1156,女性,18-39,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,我很抱歉这件事发生在你身上。这是最近发生的还是不久前发生的？
1157,女性,40-69,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,我知道了。你能告诉我这种焦虑的原因是前一段时间发生的还是最近发生的？
1158,男性,40-69,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,你介意告诉我这件事是什么时候发生的，是最近发生的还是遥远的？
1159,女性,40-69,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,这是最近发生的还是前一段时间发生的？
1160,男性,18-39,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,这些感觉是由最近的事件引起的，还是由于更遥远的事件而引起的？
1161,男性,18-39,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,我知道谈论这些事情可能很难，所以谢谢你对我敞开心扉。你想告诉我更多关于这件事是什么时候发生的，是最近发生的事情还是过去发生的事情？
1162,女性,40-69,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,我很遗憾听到这个消息，希望你不介意在它发生时与我分享。是最近的还是遥远的？
1163,女性,18-39,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,它是最近发生的，还是过去的事件仍然影响着你？
1164,女性,40-69,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,这是很久以前的事件吗？或者也许是最近发生在你身上的事情？
1165,男性,18-39,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,造成这种焦虑的原因，可能是这几天发生的事情，还是感觉更遥远了？
1166,女性,40-69,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,啊，我明白了。这是最近发生的事情还是前一阵子发生的事情？
1167,女性,18-39,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,你能告诉我是什么事件触发了这些感觉，是最近的还是遥远的过去？
1168,男性,18-39,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,这件事是最近发生的还是过去发生的？
1169,女性,40-69,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,这是最近发生的事情还是过去发生的事情？
1170,女性,18-39,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,这是最近发生的事情，还是过去的事情仍然在您的脑海中？
1171,男性,40-69,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,这个事件是最近发生的还是你已经想了一段时间了？
1172,男性,18-39,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,好的，我明白了，请告诉我更多关于它的信息。这是什么时候发生的，最近还是前一段时间？
1173,女性,18-39,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,这是多久以前发生的，是最近发生的还是遥远的？
1174,男性,40-69,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,我很抱歉听到它。这是什么时候发生的，最近还是前一段时间？
1175,女性,40-69,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,这是什么时候发生的，是最近还是前一段时间？
1176,男性,18-39,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,好的，谢谢，我很高兴你能很自在地谈论这个。这个事件是最近还是前一段时间引起了你的焦虑？
1177,男性,18-39,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,这是最近发生的，还是遥远过去的记忆？
1178,女性,40-69,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,我很抱歉听到这个，我希望你不介意进一步详细说明。这是最近发生的，还是在更远的过去发生的？
1179,男性,18-39,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,这是最近发生的还是很久以前发生的？
1180,女性,40-69,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,我知道这对你来说可能很难谈论。我想问一下，是最近发生的事情还是前一段时间发生的事情？
1181,女性,18-39,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,我明白了，我想知道更多关于发生的事情。这是最近发生的还是不久前发生的事情？
1182,男性,40-69,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,请帮助我进一步了解。这是最近发生的事件还是遥远的过去？
1183,男性,40-69,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,这种感觉的原因是发生在你年轻的时候还是最近？
1184,男性,40-69,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,好的，大声说出来是好的第一步。你能想出让你有这种感觉的事件是最近发生的还是过去发生的？
1185,女性,18-39,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,感谢你的分享。你能告诉我这件事发生并引起你焦虑的事情是最近发生的还是遥远的过去？我越了解，就越能支持你。
1186,男性,40-69,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,这件让你感到焦虑的事情——是最近发生的还是前一段时间发生的？
1187,女性,40-69,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,很高兴您能够识别出这一点。这是最近发生的事件还是前一段时间发生的事情？
1188,男性,40-69,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,这是您一直担心的事情，还是您想到的新事情？
1189,女性,40-69,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,哦不，那一定很难。这是最近的还是遥远的？
1190,女性,18-39,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,这是最近发生的还是遥远的事件？
1191,女性,18-39,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,好的，有道理，谢谢你告诉我。这个事件是不久前发生的，还是最近发生的？
1192,男性,40-69,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,这是因为最近发生的事情，还是因为你想起了更遥远的过去？
1193,女性,18-39,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,我很抱歉发生在你身上，很难经历一些痛苦的事情。这是最近发生的还是前一段时间发生的？
1194,男性,18-39,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,我希望你能谈论它。这是最近引起您焦虑的事情还是过去很遥远的事情？
1195,女性,18-39,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,我明白了，谢谢你澄清这一点。我想知道，这个事件是最近发生的，还是更远的过去？
1196,男性,18-39,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,我在这儿陪你。这是什么时候发生的，最近还是在更远的过去？
1197,男性,40-69,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,这是最近发生的，还是已经在你脑海中盘旋了一段时间的事情？
1198,男性,18-39,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,我明白，我很遗憾听到这个消息。请问这感觉是最近发生的事情，还是对过去更遥远的事情的记忆？
1199,男性,40-69,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,这是最近发生的还是不久前发生的？
1200,女性,18-39,焦虑,您最近是否尝试过协议6，并发现由于旧事件而重新点燃了无法控制的情绪？,我想知道，您是否认为尝试使用协议 6 来重温事件，如果您这样做了，可能会导致这种感觉吗？
1201,男性,18-39,焦虑,您最近是否尝试过协议6，并发现由于旧事件而重新点燃了无法控制的情绪？,我知道这件事让你很痛苦。你最近有没有重温这个事件，试图找到它的结局，但它所做的只是把你在事件中无法忍受的情绪带回来？
1202,女性,40-69,焦虑,您最近是否尝试过协议6，并发现由于旧事件而重新点燃了无法控制的情绪？,您可能知道，协议 6 可用于检查此类事件。您有使用协议 6 的经验吗？而且，如果是这样，您是否发现它使与过去事件相关的困难情绪浮出水面？
1203,女性,18-39,焦虑,您最近是否尝试过协议6，并发现由于旧事件而重新点燃了无法控制的情绪？,您最近是否通过协议 6 重新审视了该事件的创伤，这就是您现在感到焦虑的原因吗？
1204,男性,40-69,焦虑,您最近是否尝试过协议6，并发现由于旧事件而重新点燃了无法控制的情绪？,有时它可以帮助通过协议 6 解决与过去的创伤事件相关的焦虑。你是否已经尝试过协议 6，如果是的话，你是否真的发现它带来的情绪过于强烈？
1205,男性,18-39,焦虑,您最近是否尝试过协议6，并发现由于旧事件而重新点燃了无法控制的情绪？,你最近是否通过协议 6 重新审视了这个事件，并发现它带回了焦虑的感觉和情绪？
1206,女性,18-39,焦虑,您最近是否尝试过协议6，并发现由于旧事件而重新点燃了无法控制的情绪？,感到焦虑和完全可以理解是可以的。我只需要知道您最近是否试图回忆过去的事件并发现它令人痛苦？
1207,女性,40-69,焦虑,您最近是否尝试过协议6，并发现由于旧事件而重新点燃了无法控制的情绪？,您最近是否采取了协议 6，并觉得这引发了焦虑感？
1208,男性,40-69,焦虑,您最近是否尝试过协议6，并发现由于旧事件而重新点燃了无法控制的情绪？,有时人们在尝试协议 6 时可能会受到不利影响。您最近是否尝试过使用协议 6 并发现这种体验令人痛苦？
1209,女性,40-69,焦虑,您最近是否尝试过协议6，并发现由于旧事件而重新点燃了无法控制的情绪？,您最近是否尝试过协议 6 并发现您发现的情绪难以处理？
