,emotion,rewriting,base,semantic,transformation
2069,悲伤,您是否会说，您在之前的讨论中可能会向您提出其他人的观点和论点，您是否一直在仔细考虑？,请问你觉得可以考虑别人的观点吗？,10,LOW
2070,悲伤,您可能已经讨论过并被提出了各种需要考虑的观点。当这些被呈现给您时，您是否真的考虑过其他观点和观点？,请问你觉得可以考虑别人的观点吗？,10,LOW
2071,悲伤,当这些观点被呈现给你时，你有没有反思过其他观点？,您是否能够真正考虑与您交谈的人的观点？,10,LOW
2072,悲伤,您可能已经讨论过并被提出了各种需要考虑的观点。当这些被呈现给您时，您是否真的考虑过其他观点和观点？,您是否能够真正考虑与您交谈的人的观点？,10,LOW
2073,悲伤,在之前的谈话中，你有没有停下来倾听并考虑其他提出的意见？,您是否能够真正考虑与您交谈的人的观点？,10,LOW
2074,悲伤,在之前的谈话中，你是否能够考虑其他人的观点？,您会认为自己是一个很容易听取他人观点和意见的人吗？,10,LOW
2075,悲伤,当这些观点被呈现给你时，你有没有反思过其他观点？,您会认为自己是一个很容易听取他人观点和意见的人吗？,10,LOW
2076,悲伤,你通常能把自己放在别人的位置上吗？,您会认为自己是一个很容易听取他人观点和意见的人吗？,10,LOW
2077,悲伤,您的个人生活中是否有任何重大问题可能导致您感到悲伤？,您是否正处于个人性质的创伤之中，例如与家人或朋友相处的困难？,11,LOW
2078,悲伤,您是否觉得您目前正在经历严重的个人困难，可能是与您的亲人或朋友？,您是否正处于个人性质的创伤之中，例如与家人或朋友相处的困难？,11,LOW
2079,悲伤,你会不会说你现在的生活太混乱，而且变得势不可挡？,您是否正处于个人性质的创伤之中，例如与家人或朋友相处的困难？,11,LOW
2080,悲伤,我想知道你的悲伤是否可以在更广泛的问题上解决。您在生活中是否遇到任何重大问题，例如，您是否与所爱的人闹翻了？,请问你是在家里、工作上还是和朋友相处上有问题？,11,LOW
2081,悲伤,您是否会说您在与朋友或家人相处时遇到困难？,请问你是在家里、工作上还是和朋友相处上有问题？,11,LOW
2082,悲伤,您是否觉得在日常生活中与亲近的人有麻烦？,请问你是在家里、工作上还是和朋友相处上有问题？,11,LOW
2083,悲伤,您现在是否正在经历艰难时期，是否与朋友或亲人闹翻了？,在您的个人生活中是否有任何事情让您有这种感觉？,11,LOW
2084,悲伤,您是否认为您可能正在经历个人危机，不再与您的支持网络保持联系？,在您的个人生活中是否有任何事情让您有这种感觉？,11,LOW
2085,悲伤,我知道这可能很艰难，所以感谢您如此耐心地回答所有问题。您最近是否经历过强烈的情绪压力，或者您是否感到被朋友或亲人误解？,在您的个人生活中是否有任何事情让您有这种感觉？,11,LOW
2086,悲伤,您是否觉得您目前正在经历严重的个人困难，可能是与您的亲人或朋友？,您现在是否在与他人的关系中遇到重大困难或挑战？,11,LOW
2087,悲伤,感谢您如此耐心和合作。如果你不介意，我希望你告诉我你是否觉得你此刻正在挣扎。,您现在是否在与他人的关系中遇到重大困难或挑战？,11,LOW
2088,悲伤,您是否会说您在与朋友或家人相处时遇到困难？,您现在是否在与他人的关系中遇到重大困难或挑战？,11,LOW
2089,悲伤,您是否会说您在与朋友或家人相处时遇到困难？,我想知道现在是否有任何事情感觉比平常大。您是否觉得自己正面临个人危机？,11,LOW
2090,悲伤,您的个人生活中是否有任何重大问题可能导致您感到悲伤？,我想知道现在是否有任何事情感觉比平常大。您是否觉得自己正面临个人危机？,11,LOW
2091,悲伤,感谢您如此耐心和合作。如果你不介意，我希望你告诉我你是否觉得你此刻正在挣扎。,我想知道现在是否有任何事情感觉比平常大。您是否觉得自己正面临个人危机？,11,LOW
2092,悲伤,我想知道你的悲伤是否可以在更广泛的问题上解决。您在生活中是否遇到任何重大问题，例如，您是否与所爱的人闹翻了？,谢谢你。你会说你在个人生活中遇到困难吗？,11,LOW
2093,悲伤,您是否认为您可能正在经历个人危机，不再与您的支持网络保持联系？,谢谢你。你会说你在个人生活中遇到困难吗？,11,LOW
2094,悲伤,我知道这可能很艰难，所以感谢您如此耐心地回答所有问题。您最近是否经历过强烈的情绪压力，或者您是否感到被朋友或亲人误解？,谢谢你。你会说你在个人生活中遇到困难吗？,11,LOW
2095,悲伤,你正在经历艰难的时期，还是个人危机？如果是这样，你可以告诉我。,您是否担心您与亲近的人之间的任何个人问题？,11,LOW
2096,悲伤,您现在是否正在经历艰难时期，是否与朋友或亲人闹翻了？,您是否担心您与亲近的人之间的任何个人问题？,11,LOW
2097,悲伤,如果你不介意我问这个，家人、朋友有什么问题吗？,您是否担心您与亲近的人之间的任何个人问题？,11,LOW
2098,悲伤,请问你最近压力大吗？,你是否觉得自己遇到了麻烦，没有人可以帮助你？,11,LOW
2099,悲伤,你正在经历艰难的时期，还是个人危机？如果是这样，你可以告诉我。,你是否觉得自己遇到了麻烦，没有人可以帮助你？,11,LOW
2100,悲伤,您是否觉得您目前正在经历严重的个人困难，可能是与您的亲人或朋友？,你是否觉得自己遇到了麻烦，没有人可以帮助你？,11,LOW
2101,悲伤,谢谢你。我想知道您是否因为与朋友或家人的问题而正在经历特别困难的时刻。,你现在的生活中有什么重大的个人问题吗？,11,LOW
2102,悲伤,感谢您如此耐心和合作。如果你不介意，我希望你告诉我你是否觉得你此刻正在挣扎。,你现在的生活中有什么重大的个人问题吗？,11,LOW
2103,悲伤,如果你不介意我问这个，家人、朋友有什么问题吗？,你现在的生活中有什么重大的个人问题吗？,11,LOW
2104,悲伤,感谢您的耐心等待，我真的很感激。你能告诉我，你是否觉得在你生命中的这一刻正在经历个人危机，在工作或家庭中遇到严重的困难？,现在，在你的朋友或家人圈子里，有什么事情困扰着你吗？,11,LOW
2105,悲伤,请问你最近压力大吗？,现在，在你的朋友或家人圈子里，有什么事情困扰着你吗？,11,LOW
2106,悲伤,您的个人生活中是否有任何重大问题可能导致您感到悲伤？,现在，在你的朋友或家人圈子里，有什么事情困扰着你吗？,11,LOW
2107,悲伤,您的个人生活中是否有任何重大问题可能导致您感到悲伤？,在您的个人生活中，您目前正在经历什么特别困难的事情吗？,11,LOW
2108,悲伤,我想知道你的悲伤是否可以在更广泛的问题上解决。您在生活中是否遇到任何重大问题，例如，您是否与所爱的人闹翻了？,在您的个人生活中，您目前正在经历什么特别困难的事情吗？,11,LOW
2109,悲伤,谢谢你。我想知道您是否因为与朋友或家人的问题而正在经历特别困难的时刻。,在您的个人生活中，您目前正在经历什么特别困难的事情吗？,11,LOW
2110,悲伤,你会不会说你现在的生活太混乱，而且变得势不可挡？,感谢您到目前为止的回答。请问您现在是否觉得自己正在经历个人危机，或者您是否正在与周围的人遇到难以处理的人际关系困难？,11,LOW
2111,悲伤,感谢您如此耐心和合作。如果你不介意，我希望你告诉我你是否觉得你此刻正在挣扎。,感谢您到目前为止的回答。请问您现在是否觉得自己正在经历个人危机，或者您是否正在与周围的人遇到难以处理的人际关系困难？,11,LOW
2112,悲伤,谢谢你。我想知道您是否因为与朋友或家人的问题而正在经历特别困难的时刻。,感谢您到目前为止的回答。请问您现在是否觉得自己正在经历个人危机，或者您是否正在与周围的人遇到难以处理的人际关系困难？,11,LOW
2113,悲伤,你会不会说你现在的生活太混乱，而且变得势不可挡？,您现在是否有可能正在经历一些特别困难的事情，这对您的生活产生了灾难性的影响？,11,LOW
2114,悲伤,我知道这可能很艰难，所以感谢您如此耐心地回答所有问题。您最近是否经历过强烈的情绪压力，或者您是否感到被朋友或亲人误解？,您现在是否有可能正在经历一些特别困难的事情，这对您的生活产生了灾难性的影响？,11,LOW
2115,悲伤,感谢您如此耐心和合作。如果你不介意，我希望你告诉我你是否觉得你此刻正在挣扎。,您现在是否有可能正在经历一些特别困难的事情，这对您的生活产生了灾难性的影响？,11,LOW
2116,悲伤,感谢您如此耐心和合作。如果你不介意，我希望你告诉我你是否觉得你此刻正在挣扎。,这些天您在与朋友或家人的关系上有困难吗？,11,LOW
2117,悲伤,我知道这可能很艰难，所以感谢您如此耐心地回答所有问题。您最近是否经历过强烈的情绪压力，或者您是否感到被朋友或亲人误解？,这些天您在与朋友或家人的关系上有困难吗？,11,LOW
2118,悲伤,您是否会说您在与朋友或家人相处时遇到困难？,这些天您在与朋友或家人的关系上有困难吗？,11,LOW
2119,愤怒,是不是发生了什么特别的事情导致了这种情况？,如果你能告诉我更多，我可以更好地帮助你。是否有特定事件让您有这种感觉？,0,LOW
2120,愤怒,是否发生了某个或多个事件导致您出现这种情况？,如果你能告诉我更多，我可以更好地帮助你。是否有特定事件让您有这种感觉？,0,LOW
2121,愤怒,感谢您与我分享您的感受，尽管现在对您来说可能很困难。你认为你的感觉可能是由某些特定的事情引起的吗？,如果你能告诉我更多，我可以更好地帮助你。是否有特定事件让您有这种感觉？,0,LOW
2122,愤怒,有没有人或事让你生气？,谢谢你，我知道你现在很不高兴，但如果你能告诉我更多，我将非常感激。是否有特定事件引起了您的愤怒？,0,LOW
2123,愤怒,感谢您与我分享您的感受，尽管现在对您来说可能很困难。你认为你的感觉可能是由某些特定的事情引起的吗？,谢谢你，我知道你现在很不高兴，但如果你能告诉我更多，我将非常感激。是否有特定事件引起了您的愤怒？,0,LOW
2124,愤怒,你会说你现在正在经历的这种感觉是由一个或多个特定事件引起的吗？,谢谢你，我知道你现在很不高兴，但如果你能告诉我更多，我将非常感激。是否有特定事件引起了您的愤怒？,0,LOW
2125,愤怒,是不是发生了什么特别的事情导致了这种情况？,你能告诉我你的愤怒是否是由特定事件引起的吗？,0,LOW
2126,愤怒,你会说你现在正在经历的这种感觉是由一个或多个特定事件引起的吗？,你能告诉我你的愤怒是否是由特定事件引起的吗？,0,LOW
2127,愤怒,感谢您与我分享您的感受，尽管现在对您来说可能很困难。你认为你的感觉可能是由某些特定的事情引起的吗？,你能告诉我你的愤怒是否是由特定事件引起的吗？,0,LOW
2128,愤怒,我看得出你很生气。你能想到引发这些感受的具体事件吗？,你觉得这可能是单一事件的结果吗？,0,LOW
2129,愤怒,是不是有什么事情引起了这个？,你觉得这可能是单一事件的结果吗？,0,LOW
2130,愤怒,有什么特别的事情让你有这种感觉吗？,你觉得这可能是单一事件的结果吗？,0,LOW
2131,愤怒,是否发生了某个或多个事件导致您出现这种情况？,我能理解你的心情。这些感觉是由特定的东西引起的吗？,0,LOW
2132,愤怒,是不是发生了什么特别的事情导致了这种情况？,我能理解你的心情。这些感觉是由特定的东西引起的吗？,0,LOW
2133,愤怒,有没有人或事让你生气？,我能理解你的心情。这些感觉是由特定的东西引起的吗？,0,LOW
2134,愤怒,是不是有什么事情引起了这个？,我很遗憾听到。在您的脑海中是否有让您有这种感觉的特定事件？,0,LOW
2135,愤怒,我很遗憾听到它，这是我们所有人有时都会经历的事情。你能告诉我这些感觉是否来自特定的事件？,我很遗憾听到。在您的脑海中是否有让您有这种感觉的特定事件？,0,LOW
2136,愤怒,感谢您与我分享您的感受，尽管现在对您来说可能很困难。你认为你的感觉可能是由某些特定的事情引起的吗？,我很遗憾听到。在您的脑海中是否有让您有这种感觉的特定事件？,0,LOW
2137,愤怒,是否发生了某个或多个事件导致您出现这种情况？,你能告诉我，你对发生的某件事有这种感觉吗？,0,LOW
2138,愤怒,有没有人或事让你生气？,你能告诉我，你对发生的某件事有这种感觉吗？,0,LOW
2139,愤怒,你会说你现在正在经历的这种感觉是由一个或多个特定事件引起的吗？,你能告诉我，你对发生的某件事有这种感觉吗？,0,LOW
2140,愤怒,我看得出你很生气。你能想到引发这些感受的具体事件吗？,谢谢，我想更好地了解正在发生的事情。请告诉我，这是由特定事件引起的吗？,0,LOW
2141,愤怒,有没有人或事让你生气？,谢谢，我想更好地了解正在发生的事情。请告诉我，这是由特定事件引起的吗？,0,LOW
2142,愤怒,我很遗憾听到它，这是我们所有人有时都会经历的事情。你能告诉我这些感觉是否来自特定的事件？,谢谢，我想更好地了解正在发生的事情。请告诉我，这是由特定事件引起的吗？,0,LOW
2143,愤怒,是不是发生了什么特别的事情导致了这种情况？,我明白了，谢谢你和我分享你的感受，我想知道更多发生的事情。这是由特定原因引起的吗？,0,LOW
2144,愤怒,我看得出你很生气。你能想到引发这些感受的具体事件吗？,我明白了，谢谢你和我分享你的感受，我想知道更多发生的事情。这是由特定原因引起的吗？,0,LOW
2145,愤怒,我能理解。您会说这是由特定原因引起的吗？,我明白了，谢谢你和我分享你的感受，我想知道更多发生的事情。这是由特定原因引起的吗？,0,LOW
2146,愤怒,我看得出你很生气。你能想到引发这些感受的具体事件吗？,有这种感觉没关系。请问这是否是由特定事件引起的？,0,LOW
2147,愤怒,是否发生了某个或多个事件导致您出现这种情况？,有这种感觉没关系。请问这是否是由特定事件引起的？,0,LOW
2148,愤怒,是特殊情况造成的吗？,有这种感觉没关系。请问这是否是由特定事件引起的？,0,LOW
2149,愤怒,我能理解。您会说这是由特定原因引起的吗？,你会说是什么特定的事情让你有这种感觉吗？,0,LOW
2150,愤怒,是不是发生了什么特别的事情导致了这种情况？,你会说是什么特定的事情让你有这种感觉吗？,0,LOW
2151,愤怒,这是由最近或遥远的情况引起的吗？,这种愤怒是否有可能是最近的原因，还是由于遥远的过去发生的事情？,1,LOW
2152,愤怒,谢谢你的回复，我真的很想帮忙。你能告诉我这是由最近的事件还是由遥远的事件引起的吗？,这种愤怒是否有可能是最近的原因，还是由于遥远的过去发生的事情？,1,LOW
2153,愤怒,这是最近发生的还是前一段时间发生的？,这种愤怒是否有可能是最近的原因，还是由于遥远的过去发生的事情？,1,LOW
2154,愤怒,这是最近发生的还是前一段时间发生的？,感谢您的意见，很抱歉您必须处理这个问题。你能告诉我这是由最近还是遥远的事情引起的吗？,1,LOW
2155,愤怒,这是因为最近或很久以前发生的事情吗？,感谢您的意见，很抱歉您必须处理这个问题。你能告诉我这是由最近还是遥远的事情引起的吗？,1,LOW
2156,愤怒,这是由最近或遥远的情况引起的吗？,感谢您的意见，很抱歉您必须处理这个问题。你能告诉我这是由最近还是遥远的事情引起的吗？,1,LOW
2157,愤怒,这是因为最近或很久以前发生的事情吗？,请告诉我，这是最近发生的还是前一段时间发生的？,1,LOW
2158,愤怒,我明白了，谢谢。这个或多个事件是遥远的还是最近的？,请告诉我，这是最近发生的还是前一段时间发生的？,1,LOW
2159,愤怒,谢谢你的回复，我真的很想帮忙。你能告诉我这是由最近的事件还是由遥远的事件引起的吗？,请告诉我，这是最近发生的还是前一段时间发生的？,1,LOW
2160,愤怒,这是因为最近或很久以前发生的事情吗？,我想帮助您了解这种情况。你能告诉我这个事件是最近发生的还是更远的过去？,1,LOW
2161,愤怒,谢谢你的回复，我真的很想帮忙。你能告诉我这是由最近的事件还是由遥远的事件引起的吗？,我想帮助您了解这种情况。你能告诉我这个事件是最近发生的还是更远的过去？,1,LOW
2162,愤怒,这是由最近或遥远的情况引起的吗？,我想帮助您了解这种情况。你能告诉我这个事件是最近发生的还是更远的过去？,1,LOW
2163,愤怒,我明白了，谢谢。这个或多个事件是遥远的还是最近的？,我知道了。是最近或遥远的事件（或事件）让您感到不安吗？,1,LOW
2164,愤怒,谢谢你的回复，我真的很想帮忙。你能告诉我这是由最近的事件还是由遥远的事件引起的吗？,我知道了。是最近或遥远的事件（或事件）让您感到不安吗？,1,LOW
2165,愤怒,这是由最近或遥远的情况引起的吗？,我知道了。是最近或遥远的事件（或事件）让您感到不安吗？,1,LOW
2166,愤怒,这是因为最近或很久以前发生的事情吗？,这个特定事件发生在最近还是遥远的过去？,1,LOW
2167,愤怒,这个事件是最近发生的还是很久以前发生的？,这个特定事件发生在最近还是遥远的过去？,1,LOW
2168,愤怒,我明白了，谢谢。这个或多个事件是遥远的还是最近的？,这个特定事件发生在最近还是遥远的过去？,1,LOW
2169,愤怒,我明白了，谢谢。这个或多个事件是遥远的还是最近的？,这是最近发生的事件还是很久以前发生的遥远事件？,1,LOW
2170,愤怒,这个事件是最近发生的还是很久以前发生的？,这是最近发生的事件还是很久以前发生的遥远事件？,1,LOW
2171,愤怒,谢谢你的回复，我真的很想帮忙。你能告诉我这是由最近的事件还是由遥远的事件引起的吗？,这是最近发生的事件还是很久以前发生的遥远事件？,1,LOW
2172,愤怒,谢谢你的回复，我真的很想帮忙。你能告诉我这是由最近的事件还是由遥远的事件引起的吗？,这是最近发生的还是不久前发生的？,1,LOW
2173,愤怒,这是由最近或遥远的情况引起的吗？,这是最近发生的还是不久前发生的？,1,LOW
2174,愤怒,我明白了，谢谢。这个或多个事件是遥远的还是最近的？,这是最近发生的还是不久前发生的？,1,LOW
2175,愤怒,这是因为最近或很久以前发生的事情吗？,很抱歉听到这个。是最近发生的还是更远的事件导致了这种情况？,1,LOW
2176,愤怒,我明白了，谢谢。这个或多个事件是遥远的还是最近的？,很抱歉听到这个。是最近发生的还是更远的事件导致了这种情况？,1,LOW
2177,愤怒,这是最近发生的还是前一段时间发生的？,很抱歉听到这个。是最近发生的还是更远的事件导致了这种情况？,1,LOW
2178,愤怒,这个事件是最近发生的还是很久以前发生的？,我明白了，谢谢你告诉我。请问，这件事引起你的愤怒是遥远的还是最近的？,1,LOW
2179,愤怒,这是由最近或遥远的情况引起的吗？,我明白了，谢谢你告诉我。请问，这件事引起你的愤怒是遥远的还是最近的？,1,LOW
2180,愤怒,这是最近发生的还是前一段时间发生的？,我明白了，谢谢你告诉我。请问，这件事引起你的愤怒是遥远的还是最近的？,1,LOW
2181,愤怒,在您的生活中，您是否对其他人有以下任何情绪：,您是否对任何人经历或表现出以下任何情绪：,5,LOW
2182,愤怒,最近有没有强烈地感受到或向任何人表达过这些情绪中的任何一种：,您是否对任何人经历或表现出以下任何情绪：,5,LOW
2183,愤怒,最近有没有这些感觉困扰着你：,您是否对任何人经历或表现出以下任何情绪：,5,LOW
2184,愤怒,你能告诉我你是否对某人有过强烈的感受或表达过以下任何一种情绪：,您是否对任何人经历或表现出以下任何情绪：,5,LOW
2185,愤怒,我知道这可能很难，但你能告诉我更多关于你的情绪吗？我想知道您是否对另一个人有过以下情绪：,您是否对任何人经历或表现出以下任何情绪：,5,LOW
2186,愤怒,您是否曾有过以下强烈情绪的感受或表现：,如果可以的话请你告诉我更多关于你的感受。您是否曾对另一个人表达过或向外表达过以下任何一种情绪：,5,LOW
2187,愤怒,很抱歉你感觉不好，想通过更多调查来帮助你。您是否表达过或经历过以下任何负面情绪：,如果可以的话请你告诉我更多关于你的感受。您是否曾对另一个人表达过或向外表达过以下任何一种情绪：,5,LOW
2188,愤怒,你能告诉我你是否对某人有过强烈的感受或表达过以下任何一种情绪：,如果可以的话请你告诉我更多关于你的感受。您是否曾对另一个人表达过或向外表达过以下任何一种情绪：,5,LOW
2189,愤怒,最近有没有这些感觉困扰着你：,我现在要列出一些情绪。你能告诉我你是否对某人有过以下情绪：,5,LOW
2190,愤怒,你能告诉我你是否对某人有过强烈的感受或表达过以下任何一种情绪：,我现在要列出一些情绪。你能告诉我你是否对某人有过以下情绪：,5,LOW
2191,愤怒,您是否对另一个人真正感受到或采取了以下任何一种情绪：,我现在要列出一些情绪。你能告诉我你是否对某人有过以下情绪：,5,LOW
2192,愤怒,这种困难的情况是否导致您有任何这些情绪和/或对它们采取行动：,在您的生活中，您是否有可能对他人感受到或表现出以下任何强烈情绪：,5,LOW
2193,愤怒,你能告诉我你是否对某人有过或表达过以下负面情绪：,在您的生活中，您是否有可能对他人感受到或表现出以下任何强烈情绪：,5,LOW
2194,愤怒,您是否会说您对另一个人有强烈的感受或表达以下任何一种情绪：,在您的生活中，您是否有可能对他人感受到或表现出以下任何强烈情绪：,5,LOW
2195,愤怒,在您的生活中，您是否对其他人有以下任何情绪：,如果我问你，你最近有没有表达过这些情绪：,5,LOW
2196,愤怒,这种困难的情况是否导致您有任何这些情绪和/或对它们采取行动：,如果我问你，你最近有没有表达过这些情绪：,5,LOW
2197,愤怒,您是否觉得自己一直在为他人或自己的情绪调节而苦苦挣扎，并经历过以下任何一种情况：,如果我问你，你最近有没有表达过这些情绪：,5,LOW
2198,愤怒,您是否觉得自己一直在为他人或自己的情绪调节而苦苦挣扎，并经历过以下任何一种情况：,您是否认为您可能强烈表达或感受到以下任何情绪：,5,LOW
2199,愤怒,您是否会说您对另一个人有强烈的感受或表达以下任何一种情绪：,您是否认为您可能强烈表达或感受到以下任何情绪：,5,LOW
2200,愤怒,您是否有任何这些强烈的情绪和/或您曾与任何人专门讨论过这些情绪：,您是否认为您可能强烈表达或感受到以下任何情绪：,5,LOW
2201,愤怒,您是否觉得自己一直在为他人或自己的情绪调节而苦苦挣扎，并经历过以下任何一种情况：,请试着坦率地看待你现在的情绪状态。您是否认为您最近可能强烈感受到以下任何一种情绪：,5,LOW
2202,愤怒,这种困难的情况是否导致您有任何这些情绪和/或对它们采取行动：,请试着坦率地看待你现在的情绪状态。您是否认为您最近可能强烈感受到以下任何一种情绪：,5,LOW
2203,愤怒,很抱歉你感觉不好，想通过更多调查来帮助你。您是否表达过或经历过以下任何负面情绪：,请试着坦率地看待你现在的情绪状态。您是否认为您最近可能强烈感受到以下任何一种情绪：,5,LOW
2204,愤怒,您是否曾有过以下强烈情绪的感受或表现：,谢谢，下一个问题是关于可能影响我们生活和人际关系的负面情绪，因此我们学会识别它们很重要。想想您最近的过去，您是否有时会对某人产生以下任何情绪：,5,LOW
2205,愤怒,请问您是否感受到或表达了以下任何一种情绪：,谢谢，下一个问题是关于可能影响我们生活和人际关系的负面情绪，因此我们学会识别它们很重要。想想您最近的过去，您是否有时会对某人产生以下任何情绪：,5,LOW
2206,愤怒,您是否觉得自己一直在为他人或自己的情绪调节而苦苦挣扎，并经历过以下任何一种情况：,谢谢，下一个问题是关于可能影响我们生活和人际关系的负面情绪，因此我们学会识别它们很重要。想想您最近的过去，您是否有时会对某人产生以下任何情绪：,5,LOW
2207,愤怒,你是否因为感到恼火而责怪某人？,感谢您的回答，让我们看看是否还有其他事情困扰着您。你觉得最近有人虐待你或伤害你吗？,7,LOW
2208,愤怒,你是否觉得自己受到了别人的负面影响？,感谢您的回答，让我们看看是否还有其他事情困扰着您。你觉得最近有人虐待你或伤害你吗？,7,LOW
2209,愤怒,好的，那么你对周围人的感觉呢？你会说你是在这种情况下遇到麻烦的人，完全是别人的错吗？,感谢您的回答，让我们看看是否还有其他事情困扰着您。你觉得最近有人虐待你或伤害你吗？,7,LOW
2210,愤怒,你是否因为感到恼火而责怪某人？,你是否觉得别人应该为你的负面情绪负责？,7,LOW
2211,愤怒,你会说是别人让你有这种感觉吗？,你是否觉得别人应该为你的负面情绪负责？,7,LOW
2212,愤怒,感觉你的感觉是可以的。你相信你是你情绪如此低落的受害者吗？,你是否觉得别人应该为你的负面情绪负责？,7,LOW
2213,愤怒,一般来说，你觉得别人应该为你的问题负责吗？,您是否感觉或相信其他人可能伤害了您？,7,LOW
2214,愤怒,谢谢您的回答。我现在想问你，你是否觉得自己是受害者，让你有这种感觉应该怪别人。,您是否感觉或相信其他人可能伤害了您？,7,LOW
2215,愤怒,你是否因为感到恼火而责怪某人？,您是否感觉或相信其他人可能伤害了您？,7,LOW
2216,愤怒,你认为你的感觉是因为你把你的感觉有多消极而责怪别人吗？,你能告诉我你是否认为自己是一个受害者，把你的负面情绪归咎于别人吗？,7,LOW
2217,愤怒,你会说是别人让你有这种感觉吗？,你能告诉我你是否认为自己是一个受害者，把你的负面情绪归咎于别人吗？,7,LOW
2218,愤怒,谢谢您的回答。我现在想问你，你是否觉得自己是受害者，让你有这种感觉应该怪别人。,你能告诉我你是否认为自己是一个受害者，把你的负面情绪归咎于别人吗？,7,LOW
2219,愤怒,感觉你的感觉是可以的。你相信你是你情绪如此低落的受害者吗？,好的，谢谢你让我知道。也许您已经陷入一种心态，将自己视为受害者，而其他人是肇事者？,7,LOW
2220,愤怒,一般来说，你觉得别人应该为你的问题负责吗？,好的，谢谢你让我知道。也许您已经陷入一种心态，将自己视为受害者，而其他人是肇事者？,7,LOW
2221,愤怒,你觉得有人正在或试图伤害你吗？,好的，谢谢你让我知道。也许您已经陷入一种心态，将自己视为受害者，而其他人是肇事者？,7,LOW
2222,愤怒,你是否因为感到恼火而责怪某人？,你认为有人会对你现在的感受负责吗？,7,LOW
2223,愤怒,我看到有些事情困扰着你。你觉得有人在伤害你吗？,你认为有人会对你现在的感受负责吗？,7,LOW
2224,愤怒,是不是有时，您将自己犯下的错误归咎于他人，或者倾向于逃避内疚？,你认为有人会对你现在的感受负责吗？,7,LOW
2225,愤怒,一般来说，你觉得别人应该为你的问题负责吗？,你的感受是别人行为的结果吗？在这种情况下，您认为自己是受害者吗？,7,LOW
2226,愤怒,你认为你的感觉是因为你把你的感觉有多消极而责怪别人吗？,你的感受是别人行为的结果吗？在这种情况下，您认为自己是受害者吗？,7,LOW
2227,愤怒,谢谢您的回答。我现在想问你，你是否觉得自己是受害者，让你有这种感觉应该怪别人。,你的感受是别人行为的结果吗？在这种情况下，您认为自己是受害者吗？,7,LOW
2228,愤怒,我看到有些事情困扰着你。你觉得有人在伤害你吗？,您是否觉得其他人经常表现不佳或对您不尊重？,7,LOW
2229,愤怒,谢谢您的回答。我现在想问你，你是否觉得自己是受害者，让你有这种感觉应该怪别人。,您是否觉得其他人经常表现不佳或对您不尊重？,7,LOW
2230,愤怒,你认为自己是别人行为的受害者吗？,您是否觉得其他人经常表现不佳或对您不尊重？,7,LOW
2231,愤怒,如果我告诉你，你可能对自己太苛刻了，你会同意吗？,在审视自己的处境时，您是否总是为正在发生的事情责备自己？,9,LOW
2232,愤怒,您是否通常觉得自己应该做一些不同的事情，您是否经常质疑自己的行为？,在审视自己的处境时，您是否总是为正在发生的事情责备自己？,9,LOW
2233,愤怒,当出现问题时，您是否总是觉得自己应该受到责备？,在审视自己的处境时，您是否总是为正在发生的事情责备自己？,9,LOW
2234,愤怒,当出现问题时，您是否总是觉得自己应该受到责备？,你是否总是试图批评自己？,9,LOW
2235,愤怒,如果我告诉你，你可能对自己太苛刻了，你会同意吗？,你是否总是试图批评自己？,9,LOW
2236,愤怒,谢谢，我明白了。你相信你是所有问题的根源吗？,你是否总是试图批评自己？,9,LOW
2237,愤怒,当出现问题时，你是否经常责备自己？,当坏事发生时，你总是生自己的气吗？,9,LOW
2238,愤怒,当事情出错时，您是否总是觉得自己应该受到责备？,当坏事发生时，你总是生自己的气吗？,9,LOW
2239,愤怒,我明白了，谢谢你到目前为止的回答。如果我问，你觉得你是那种一出事就总是自责的人吗？,当坏事发生时，你总是生自己的气吗？,9,LOW
2240,愤怒,无论发生什么事，你总是觉得不对劲吗？,您是否总是觉得自己是造成问题的人？,9,LOW
2241,愤怒,当您周围出现问题时，您是否发现自己总是或经常将自己定位为该受责备的人？,您是否总是觉得自己是造成问题的人？,9,LOW
2242,愤怒,当出现问题时，您是否觉得自己总是在责备和指责自己？,您是否总是觉得自己是造成问题的人？,9,LOW
2243,愤怒,如果我告诉你，你可能对自己太苛刻了，你会同意吗？,好的，感谢您回答这个问题，还有任何内疚或有罪的感觉。每当出现问题时，您是否倾向于觉得自己有错？,9,LOW
2244,愤怒,您是否通常觉得自己应该做一些不同的事情，您是否经常质疑自己的行为？,好的，感谢您回答这个问题，还有任何内疚或有罪的感觉。每当出现问题时，您是否倾向于觉得自己有错？,9,LOW
2245,愤怒,当事情出错时，你是否总是认为自己是罪魁祸首？,好的，感谢您回答这个问题，还有任何内疚或有罪的感觉。每当出现问题时，您是否倾向于觉得自己有错？,9,LOW
2246,愤怒,老实说，当别人向您提出意见时，您是否真的觉得您总是会考虑并尊重他人的意见？,你有没有从不同的角度看待生活中正在发生的事情？,10,LOW
2247,愤怒,有时，只要我们能够倾听，其他人也许能够帮助我们弄清楚情况并变得更强大。你认为自己是一个好的倾听者吗？,你有没有从不同的角度看待生活中正在发生的事情？,10,LOW
2248,愤怒,你认为还有另一种方式来看待这种情况吗？,你有没有从不同的角度看待生活中正在发生的事情？,10,LOW
