text,labels
I feel great.,2
I am on top of the world!,2
"Im ready to go, I can't wait to start the day!",2
Wonderful ! I have a new job.,2
"I'm doing well, I feel very happy today.",2
"I'm good, ready for the day.",2
Today is going to be awesome,2
"A lot of good things have happened today, so I'm particularly happy.",2
Couldn't be happier.,2
I am so happy right now.,2
Great! My exam marks were released and I did well!,2
"I'm feeling fabulous, I've just dropped a dress size",2
"I am feeling very content today, thank you!",2
"Excellent, it's my birthday",2
I'm great.,2
It is a magical day to be alive!,2
"Today is a great day, how are you?",2
Excited,2
"I slept really well last night, and I am feeling calm and rested, and in the best of spirits.",2
"Flying it again, thankfully",2
"Pretty good thanks, how about yourself?",2
Everything is wonderful thank you,2
"Great, I'm having a terrific day!",2
I am fine.,2
I am really happy because it is not raining today.,2
"very content within myself, i feel in high spirits.",2
Doing well thank you,2
I am feeling content as my football team won the world cup,2
Everything is going well for me.,2
"Yep, doing ok thank you.",2
I feel on top of the world,2
Im feeling really good and hopeful.,2
Im in such a good mood. I feel so lucky today,2
I am feeling contented and pleased today,2
I'm fine thanks.,2
I'm feeling super!,2
"I'm fine, everything is good for the most part.",2
I've never been happier,2
Really good thanks,2
"I'm doing well, I'm in a pretty good mood.",2
I'm fine,2
I have a gay feeling and I am overjoyed by all I have.,2
I'm great thanks!,2
I feel good. I'm reading a good book at the moment.,2
I feel happy right now,2
I am feeling so happy and content with my new partner.,2
I'm in such a good mood.,2
My football team won today which always puts me in a good mood.,2
Never better,2
I'm feeling great!,2
I'm feeling warm and fuzzy today.,2
"Today, I'm feeling happy and content.",2
I am feeling awesome today,2
I feel amazing today,2
"I'm so happy today, everything is going well",2
"Brilliant mate, all going well.",2
Feeling positive today,2
I'm feeling great at the moment.,2
I wish I felt like this every day,2
Today is a good day I am healthy,2
Really happy with the way things are going at the moment,2
joyful,2
I am happy and content.,2
"I'm having an awesome day, everything's going well.",2
I'm good!,2
"I'm good, thanks.",2
I have no complaints today.,2
I'm feeling so happy today.,2
I am feeling great.,2
I'm doing well today.,2
"Fantastic, thanks. I'm all caught up at work!",2
"My boyfriend is really nice to me these days, I am glad our relationship is back on track",2
On top of the world!,2
I'm full of the joys of spring.,2
"I feel fantastic today, thank you for asking",2
I'm feeling really content in myself today,2
I'm looking forward to going out for a meal with my friends.,2
I am much happier today than last week,2
Really good,2
"Excited to be honest, it'll be the first time in 15 months I've seen my dad.",2
Something good has happened,2
I'm actually really ecstatic.,2
I'm satisfied.,2
"Great, I have just gotten a pay-rise at my job",2
All good here. Thanks for asking.,2
"Can't complain, things are going pretty good.",2
I am grateful for all I have,2
All good,2
I'm feeling good today because I managed to finish all my work,2
I'm good thanks,2
"I am fine thanks, God is good and life is great",2
"I am feeling happy today, I just got a promotion and increase at work.",2
I feel good,2
Today I just happen to be the happiest person alive. You know why? Simply because I have made it to see yet another day.,2
really really good,2
"Thanks for asking, I'm in a good place",2
"I'm feeling on top of the world, it's my wedding anniversary",2
I feel satisfied with my life,2
I am fantastic.,2
I am very happy as I just got accepted into college.,2
Im thankful for where I am at right now.,2
Feeling great thank you!,2
Today is going to be a good day I can feel it,2
I feel really pleased today.,2
"I'm in a good mood today, I haven't felt this happy in a long time.",2
"I'm good, thanks!",2
"Today is going to be a jolly good day for me, I feel great!",2
I'm definitely content because I slept really well last night.,2
"Things are going really well, thanks.",2
Everything is going so well for me at the moment.,2
"Good, was able to visit the family on the weekend and had a lovely supper with them.",2
"Absolutely, I feel energised after that work out",2
"I am feeling very blessed and grateful today, thank you.",2
"Tremendous, I've just been promoted at work",2
Excellent.,2
It is another beautiful day.,2
I am feeling so good today!,2
Great,2
"I am feeling great, thanks, how are you?",2
Content with my lot,2
I gotta say for the first time in a long while I'm feeling really good about stuff.,2
I am very well and feeling good,2
"Well, I'm doing really well right now, thank you!",2
I couldn't be better.,2
I am feeling great because I had a great nights sleep.,2
"very calm and happy, i do not hold any negative thoughts.",2
"I am feeling pretty anxious, I'm waiting to hear back about that work project",3
I am feeling nervous as my exam is tomorrow,3
"To be honest, I'm feeling really worried about things.",3
"I don't know, why are you asking me? Who asked you to ask me?",3
I am feeling very anxious and not at all well.,3
Im feeling on edge today. I have a big test and im worried I wont pass.,3
I am feeling very on edge today.,3
I've been better. I'm waiting for my test results and I'm nervous about the result.,3
I'm feeling very nervous about going to the dentist this afternoon!,3
I'm feeling nervous about starting my new job. I'm not sure if I will fit in,3
"I'm feeling really on edge today, i just can't seem to shake this feeling of dread",3
"not great today, anxious",3
I'm feeling anxious today.,3
I'm not coping so well today,3
I am feeling uncertain and fearful.,3
I'm feeling a bit shaky.,3
"I am not feeling great, I have been working too hard lately with little time for self care.",3
"Not great, feeling a bit on edge honestly",3
I'm not feeling my best today. I'm quite anxious and not sure why.,3
My anxiety is through the roof.,3
I am feeling stressed today as I have a deadline to meet.,3
I'm feeling very stressed and anxious today,3
"I'm not feeling great, I'm quite anxious",3
I feel anxious because of covid-19,3
I am feeeling very anxious today.,3
"I'm feeling really anxious today, I'm not sure why",3
"I'm a bit scared, I did something embarassing yesterday",3
I had a bad day today I'm so worried about my exam,3
I'm not feeling great today. My mind is racing and I can't stop overthinking everything.,3
I am concerned about my child at a school,3
"I am feeling really anxious, my stomach is in knots, I'm afraid I will fail my driving test.",3
I'm worried that something bad is going to happen,3
nervous,3
I'm feeling very anxious.,3
All day I've had an awful feeling that something bad is going to happen.,3
I'm a little worried and stressed to be honest.,3
I'm feeling very unsettled.,3
I feel very antsy.,3
I feel a bit on edge today.,3
I am feeling nervous.,3
I'm feeling a little bit anxious about starting my new job today.,3
Kind of nervous; I feel like my boss is unhappy with me.,3
I am really stressed out about my exams,3
I am under a lot of pressure at the moment. I am dealing with a lot happening at home right now.,3
I'm feeling a bit stresse out.,3
I am afraid my girlfriend is going to leave me,3
I am afraid that I might have cancer,3
"I'm feeling anxious today, I have my driving test.",3
"I am scared of death, sometimes I just lie awake at night thinking of the absurdity of life",3
"Really bad - just really worried, really feel like something awful is always gonna happen",3
I am feeling a bit anxious today to be honest. I met up with a friend yesterday and they have now been told they need to self isolate.,3
Why do you ask me that?,3
"I'm not doing to well, my anxiety is kicking my butt.",3
I'm feeling anxious today.,3
I have a feeling of dread about flying on a plane later. I really have a fear of flying,3
I am afraid that my child is suffering. They have a fever,3
I'm scared out of my mind and feel sick to my stomach.,3
I am stressed that I will not get my work completed on time,3
I'm worried about my career,3
I'm feeling scared because I have to give a presentation today,3
I'm afraid that my girlfriend may be cheating on me,3
"I'm ok, but i feel like we might loose the soccer game tonigt",3
"I am feeling somewhat afraid, as all the rioting in the city makes me anxious that something will happen to me, or I won't be able to get food and essential items.",3
A bit worried.,3
I am really feeling off today. waiting on my results is staring to freak me out!,3
I feel stressy and anxious,3
"I'm not feeling great, I have that sinking feeling that comes with anxiety.",3
Today have been a long day and how the meeting went have put me on my heels as to what my future in this company holds,3
I am feeling a bit scared,3
I am scared. I cannot find my son.,3
I am feeling worried and terrified that my COVID test will be positive.,3
My anxiety is high today.,3
I am feeling anxious,3
"I don't really feel like myself today, I feel scared and afraid",3
I feel worried today because I might lose my job.,3
I feel afraid and unsettled today.,3
"I am not doing great, I just can't face the day.",3
"I am feeling really unwell today, like I am being followed the whole time.",3
I am worried that I will run out of money before payday.,3
I think I'm going to have a panic attack.,3
I am not feeling good today. I am pretty anxious and upset.,3
I'm not feeling good. I'm stressing out about my upcoming exams.,3
I'm feeling a little anxious today as I wait for some results,3
"I am feeling stressed today. I have too much too do, with too little time in which to do it.",3
I am worried about my job,3
I feel a bit stressed as I have to give a speech in front of the whole school.,3
I cannot answer that right now and need to leave.,3
"I am feeling rubbish today, my anxiety is trough the roof.",3
"I don't like being in crowds, it makes me really anxious and kind of scared",3
I'm stressed and worried cause my business has declined,3
"Thank you for asking, today has been difficult with a little anxiousness creeping in, it grows into fearÉ",3
"I am feeling stressed out today to be honest, I am worried I won't do well on the interview and then I'm back at square one.",3
I'm concerned about walking into town,3
I'm feeling pretty tense right now.,3
I am not feeling too well. There is just too much happening in my life.,3
I am feeling rather anxious about my exam today.,3
I am feeling anxious as I am in isolation.,3
"I'm actually feeling pretty worried about that result, I'm afraid to ask any more questions",3
I am feeling worried because I didn't do my homework,3
It feels like life is a bit overwhelming at the moment.,3
"Ummm not great, ummm I am really worried about what is hapening, I haven't slept all week.",3
I am feeling really low and quite frightened actually.,3
Im supposed to be going out with friends but I feel too nervous. I dont like being in big groups of people,3
"I am not feeling relaxed today, quite jittery.",3
I don't feel too good. My mum went into hospital yesterday and I'm waiting for a call to tell me what is happening.,3
"I'm feeling anxious, my exam results are out tomorrow and I may not have achieved what I'd hoped for.",3
I'm worried about my performance review and if I have done enough to get my promotion.,3
I don't feel great. I'm feeling stressed and I'm worried because I don't know why I feel like this.,3
I'm feeling worried,3
"I'm not feeling good, I'm worried about a job interview.",3
I feel afraid for my safety,3
I am not feeling very confident about today and have a feeling that something bad will happen.,3
Things are weighing me down.,3
I am feeling anxious today. My to-do list seems to get longer the harder and longer I work.,3
Just worried about the next few days,3
I'm really scared as I have a dental appointment later.,3
I'm really wound-up today.,3
I am concerned about the direction of covid-19 in our country and recent decisions made by the government and afraid that I could catch the virus.,3
"Not great to be honest, I've just had a panic attack",3
I'm actually quite anxious today,3
"I'm feeling scared, and I don't know why",3
I am feeling very afraid today.,3
"I'm pretty stressed out today, I'm waiting for some test results",3
"I'm very nervous, I'm beside myself.",3
I'm afraid that I won't remember anything I've studied,3
"Gosh, I feel quiet afraid today for some reason.",3
I am worried about my current work situation,3
"Not good, I'm scared of having to go to see my doctor, I think things are serious.",3
I'm scared of going back home,3
uncomfortable,3
I feel afraid.,3
"I'm worried about so many different things, I feel like I can't do anything.",3
"Not great, I'm afraid I have a lot on my mind that is really weighing me down.",3
I'm feeling jittery.,3
I have a bad feeling about today.,3
I'm feeling worried and anxious.,3
I am feeling stressed.,3
I'm afraid that my dog won't make it through surgery.,3
"I'm okay, but I woke up late and had to rush to work. I hope I don't get in trouble.",3
I am afraid I will not be able to finish in time all this work,3
"Someone in my family contracted covid, and I am very anxious right now.",3
I'm really on edge today.,3
I don't know how I am going to manage everything this month,3
I have been feeling anxious and scared about leaving my house lately. This prolonged isolation has not been good for me,3
"I'm anxious today, everything feels very overwhelming.",3
"I am really anxious about my physical appearance, some days I'd rather not go out at all",3
"My anxiety is so bad today, I'm getting worried by the slightest thing",3
"Pretty anxious. I am still waiting to hear back from that job interview I went to yesterday. I know I did pretty good, but I thought that last time too and didn't get offered the job.",3
"I'm actually not feeling to good, my mind is fuzzy, I feel anxious and my gut tells me something is wrong.",3
I am very afraid I might not pass my exams well,3
I'm worried about what the consequences will be of breaking one of the machines at work. I could lose my job!,3
I'm afraid that my child may be sick,3
"Horrible, I'm feeling really anxious",3
I am worried that my work will not be to a sufficiently high standard,3
I'm really anxious about my job interview,3
I think my girlfriend has been lying to me and it's making me anxious,3
"I'm not ok, im afraid of the opposition",3
"I am feeling a bit stressed, as I forgot to pay my credit card.",3
Kind of nervous.,3
Woke up today not feeling myself and it scares me. Whenever I feel this way something bad always happens.,3
"I'm not feeling great, have anxiety",3
I feel like something bad could happen and I'm afraid that it will.,3
right now extremely tensed for my life after the robbery attack,3
I feel quite uneasy,3
"I am worried, my phone is not working.",3
I am feeling restless and upset and I cannot understand why.,3
I feel really nervous today.,3
I am feeling afraid,3
"I just don't feel right today, I have this crippling anxiety",3
"I am feeling nervous today, I am going for a job interview.",3
"Honestly, I feel quite anxious today.",3
Not good. I'm scared of what is to come.,3
"My heart feels like it is pounding out of my chest, I feel so anxious today",3
Anxious because there are some family issues I need to resolve.,3
I'm terrified about getting the results today.,3
Not great. I am worried for my safety.,3
"I'm scared, my abusive ex has tried contacting me again.",3
I feel afraid that I'm going to fail,3
I am feeling anxious about an upcoming doctor's appointment.,3
My child is ill,3
I do feel a little anxious as I am about to do something I have never done before.,3
Why are you asking me that?,3
So awful. I had a really scary dream and it's made me feel so anxious.,3
I have just had a panic attack and I feel awful,3
My health has deteriorated due to covid-19 and I am seriously worried,3
"Anxiety and fear is heightened at the moment, thank you for thinking of me.",3
"Not bad thanks, a little nervous and afraid I won't get the job, just the run off the mill nerves.",3
I'm worried that the man who attacked me may follow me again,3
"Not great, things are really disturbing me at the moment.",3
I have missed my assignment deadline so I am feeling very anxious.,3
I am afraid that I may fail my exams.,3
I feel very afraid of the world around me.,3
"Not great actually, feeling a bit anxious about this",3
I am feeling frightened as I am not sure what career I want in the future,3
I can't help feeling frightened all the time.,3
"I'm not having a good day, can you help me? Please, help me, will you help me?",3
My mental health is not at all good today,3
Today my heart feels like it is racing. Im not feeling good and I think I just need to be alone.,3
I am feeling on edge today and not comfortable in my skin.,3
I'm stressed out and anxious about the political situation here.,3
"I'm feeling awful, my best friend has been given some worrying health news!",3
"I'm scared that I will make a fool of myself at my meeting, I hate public speaking.",3
My mood is really low today and I'm scared It won't get better.,3
why are you asking,3
I'm afraid that something bad is going to happen to me.,3
I feel very worried about our future,3
"I have to go for Covid testing as I am experiencing symptoms, and I am scared I might be positive.",3
"I'm pretty ok, just a bit anxious.",3
I feel fearful. I am not in great health and I'm afraid of getting Covid-19.,3
"I've got a lot on my mind at the moment, it's making me anxious",3
I'm feeling dreadful today. I am so afraid of losing my job.,3
My nerves are shot.,3
I am anxious about the health of my elderly father.,3
"Quite afraid actually, I might need some help",3
Anxious,3
I have actually been overwhelmed with emotional turmoil and extreme fear,3
"Today, I'm anxious and afraid.",3
I'm feeling nervous about my job interview,3
"I'm okay, just a bit anxious. I just want this day to end.",3
I'm so nervous over my exams,3
I'm feeling a bit blegh like something bad is going to happen and I can't stop thinking about it,3
"I don't feel normal at all, my head is spinning, I feel stressed",3
"I am really stressed today, I feel like there is no light at the end of the tunnel, I'm in arrears with my mortgage.",3
I feel I might have a serious illness but don't want to see the doctor,3
scared,3
"Not great, if I'm honest, I'm afraid I messed up.",3
There's too many things I need to get done and I'm sure I'm going to forget something important.,3
"I've had better days, I'm not feeling good and am anxious about things at the moment.",3
I feel uneasy today,3
I am very on edge today,3
I have been feeling scared today.,3
I am feeling apprehensive.,3
My heart is racing and I feel jittery.,3
"I have been better, I am worried because I heard a loud ""pop"" when I got up this morning and now my back is sore.",3
I am terrified that something bad might happen to my loved ones,3
I'm scared. I don't know what will happen if I fail this exam.,3
I'm not right at all. I really can't cope.,3
"I feel anxious about my career, not sure what I'll do when the pandemic is over",3
"Not great, feel like I'm suffocating",3
I'm feeling nervous today because I have a big exam.,3
I am afraid I will lose my job and won't be able to pay rent next month,3
"Awful, feeling scared and jumpy",3
Anxious!! I am 3 days late on my period now and I am NEVER late!,3
I'm stressed,3
I'm anxious about the questions that'll be set for exams,3
I have an exam tomorrow and I'm really scared that I'm not fully prepared. I am a perfectionist so this worry of not knowing everything fills me with fear,3
I am anxious that my child may have contracted covid-19,3
I am afraid that I will not pass my exams,3
I am worried as my boyfriend is ignoring my messages,3
I am concerned that my girlfriend may have an affair,3
"I'm ok, but i have this weird feeling like something scary is about to happen to me",3
"I am worried about a project that I have done, as I am anxious that I might have made a mistake.",3
Slightly on edge.,3
The looting that is going on in our country has me fearing for my life and those whom I love.,3
I just want to leave here,3
"I really don't feel great, I have a feeling of dread in the pit of my stomach.",3
Anxious about what my test result will be,3
I'm feeling worried at the moment,3
I am terrified! A mad axe murderer is in my house.,3
I am afraid of not succeeding in my job and feeling like an impostor.,3
I've got a lot on my mind.,3
Not feeling great at the moment as I have anxiety,3
I could not sleep last night from how anxious I was,3
I am feeling frightened today because I have to go to court.,3
I'm a little on edge. Perhaps that's just my anxiety.,3
I just can't face the day. I'm sorry. I need to be alone right now.,3
"I'm feeling under the weather today like there is something clenching my heart, and squeezing it",3
I am afraid of my cats getting ill.,3
"I feel so anxious, I don't think I can cope.",3
I think someone has been following me and I am afraid.,3
"I'm nervous, my class presentation is tomorrow and I hate speaking in front of crowds.",3
I'm rather anxious about what will happen,3
I am feeling afraid I won't pass my driver's test.,3
I have no money,3
Today I am feeling a little afraid that I will not have good grades in the exam results expected later today.,3
I'm seriously concerned about climate change,3
"I'm okay, I just have some anxiety about the future.",3
I'm shaky and have a feeling of dread,3
I feel really anxious due to some financial problems,3
"I continue to struggle with my anxiety, it is a continuous fear within my being",3
"Been better mate, stressing over this important job interview, I really need this job and I know it's perfect for me.",3
Today is just one of those days that I am not looking forward to.,3
I am not sure that I have studied enough for the exam.,3
"I feel afraid, causing my anxiety to be very high.",3
