text,labels
我很难过,0
我今天的恐惧感太严重，一丁点事儿确实让我责怪,3
我焦虑的，很今天事情让严重担心一点点我都,3
我今天。有点紧张感觉,3
我感觉紧张。,3
我担心我不会按时完成我的工作,3
我害怕我不会前三天完成我的科研工作,3
我真的很生气！今天是一件又一件的事情。,1
了动力永远提高成绩我,0
我失去了内燃机，似乎此刻无法提升我的学习成绩，我Pontacq过。,0
干什么问来你,3
问来干什么,3
我很沮丧，感觉我没有未来,0
我极为沮丧，看起来我没有现阶段,0
跳都出来心快了，今天好着急,3
诚心即使快跳舞出来了，今天不好懊恼,3
后在现在紧张我袭击的生活极度抢劫,3
现在在抢劫袭击后我的生活极度紧张,3
我感觉不像往常快乐的自己。,0
我不人群中，这真的很焦虑，有点害怕,3
有点真的，在很中不我喜欢这，我焦虑让人群害怕,3
昨天我果果较好，我感到淡然和睡觉，心理素质最好。,2
我睡得很好平静和，精神状态。,2
我担心我的工作,3
我感受极为重要，我对我现在的困境沮丧理想,2
我感觉很好，我对我现在的处境感到满意,2
我今天好似欠佳的惊觉。,3
感觉我。棒极了,2
尚待明显改善。我的侄女和丈夫最近似乎极为反目成仇,0
男朋友，了很难过和我我吵架我,0
今天不太好，着急,3
这是一种非常郁闷的此时此刻,1
我今天真的很开心。,2
我今天难道很得意。,2
糟糕失去了亲近的,0
郁闷，今天上午我失去了一块仰慕的菲律宾人。,0
我感觉不太好，我有一种伴随焦虑而来的下沉感。,3
事情让我很沮丧,3
事情很沮丧。,3
老实说，我很生气。,1
现在生气我的搭档我让很。,1
我现在相当气愤。我的拍档收买了我，这让我相当难堪。,1
我样子较好，晚安！,2
我感觉很好,2
我感觉很棒谢谢！,2
我最近对离开家感到焦虑和害怕。这种长时间的隔离对我不利,3
我最近对离开家焦虑的和害怕感到这种我。隔离不利长时间对,3
我对自己受到的对待感到非常沮丧。,1
我对待自己受到对。非常沮丧感到的,1
我极其高兴，因为昨天是我的庆生，我登出了一些贺卡,2
我很高兴，因为昨天是我的生日，我收到了很多礼物,2
我。很难心碎我过的了。,0
很难过的了。,0
不尽人意。我今天党务工作完蛋了。,0
不太好。我今天工作搞砸了。,0
很令人震惊了我编出了一条非常令人震惊的惊世，这让我大感非常自卑。,3
太可怕我做可怕梦，焦虑,3
我只是一直觉得很生气。老实说，我认为我应该得到比这更好的。,1
我更好一直应该。得到生气这我，觉得认为说的很比老实我只是。,1
我害怕回家,3
我畏惧回家,3
我冀望我能彻底改变,0
我刚刚通过我考试很高兴,2
我很高兴我刚刚通过了考试。,2
惊恐，很糟糕,3
我才刚愤恨感冒，感觉很郁闷,3
我今天其实急著,3
很着急我其实今天,3
我吓得魂不附体，身体都不舒服了。,3
了身体舒服，我都魂不附体不吓得。,3
我想哭,0
感觉超级棒,2
我感觉超级棒！,2
压力一直感到昏昏欲睡,0
不太好。一直和，我最近悲伤昏昏欲睡压力。感到由于,0
今天心情很好，睡得很好！,2
今天心情睡得很好，很好！,2
些也不容置疑。,2
也一点不差,2
工作感觉今天顺利不郁闷。,0
看起来忐忑今天工作不勉强。,0
我感觉很棒！,2
看我一直更加的新闻报道让我中东焦虑。,0
我一直细看东欧的新闻让我更加烦躁。,0
我感觉很漂亮算不上踏实抱怨的,2
我感觉很棒好,2
和了真的。我生气刚刚我。一个指责我做的的很发生人没有争执现在事情,1
我现在真的很生气。我刚刚和一个指责我没有做的事情的人发生了争执。,1
我真的很生气我的前任。,1
今天心情很好，期待下午。,2
不太好，我脑子里有很多事情让我感到压力山大。,3
不太好压力，脑子里事情我有感到我让很多山大。,3
"我很不好, 想到我孩子我生气",1
我不熟，想起我的宝宝我很为难,1
你今天，不好过得我？请吗？会吗你帮帮我，能我帮帮我帮,3
我今天过得不好，你能帮帮我吗？请帮帮我，你会帮我吗？,3
我感到非常恼火，我在酒吧打架并被禁止在那里,1
感到非常，我酒吧在,1
非常好,2
我很生气。,1
家乡非常我的感到情况生气对。,1
我感到遗憾非常郁闷。昨天上午我失去了家人。,0
我感到非常难过。昨晚我失去了亲人。,0
我今天心情有点低落。,0
我的心在狂跳，我感到紧张不安。,3
的心我紧张不安。,3
我很给。老板我生气我写的！,1
我今天感到压力很大，因为我有一个截止日期要满足。,3
我今天倍感财务压力极大，因为我有一块平均达天数要满足。,3
家庭无法感觉由于，。活动参加不太好我,0
由于无法组队参加中产大型活动，我看起来不太好。,0
我现在脑子里有很多事情，这让我很焦虑,3
脑子里现在有我很多事情，这让我很焦虑,3
我很生气我男朋友没有告诉我真相。,1
我对很多事情感到担心，我觉得我无能为力。,3
很多。觉得事情对担心感到我我我，无能为力,3
今天心情特别和,0
今天低落和心情。特别弟弟吵架了,0
这是非常郁闷的一天。,1
这是非常糟糕的一天。,1
我很好谢谢,2
我感觉很好，谢谢。,2
一切确实样子非常顺利完成，非常痛快，谢谢！,2
一切都感觉很顺利，很开心，谢谢！,2
很今天，由于封锁伤心,0
我做得很好，我得到了期待已久的晋升,2
再好不过了,2
很好生活。,2
生活习惯很好。,2
好的谢谢你！我刚刚找到了我以为丢了的最喜欢的帽子。,2
谢谢！找到了以为丢的最喜欢的帽子。,2
我。舒服真的不一样，感觉被像我一直跟踪很就今天,3
我今天心情难道极其不是安静，就像我一直被追踪一样。,3
我觉得很糟糕，自从我父亲去世后，一切似乎都没有任何意义。,0
意义觉得后都，任何我父亲去世很，一切我自从。糟糕似乎没有,0
我很不高兴,1
"我害怕去看医生。我觉得事情很严重,不好。",3
不是太好，我惧怕过来看医生，我觉得想法这么严重。,3
有点失落,0
有点失落的感觉。,0
很心情真的低落今天,0
今天心情实在很一落千丈,0
我现在十分生气，我不必知道为什么。,1
我现在生气为什么,1
我感到不安。,3
我未必好看。我正在为刚刚驾临的笔试心存双重压力。,3
正在即将考试感到压力。,3
太棒了，谢谢你，我正在准备和我喜欢的人约会,2
你太棒了我谢谢，我正在，喜欢准备和的人约会,2
你问我这个干嘛？,3
我面试紧张感到对,3
我相信我好像更喜乐，但是这一个月前半生相当难熬。,0
我希望我感觉更快乐，但是这几天过得很艰难。,0
很烦躁,1
我觉得这么烦躁。,1
我因拍拖感到极懊恼。,0
我因很分手沮丧感到。,0
我不太好沮丧。,0
沮丧感觉，。我我很不太好,0
欺负朋友是因为我不好我的我,1
我欠佳正是我的邻居欺侮我,1
我怕我男朋友要返回我,3
我怕离开女朋友要我我,3
我很满足我现在的情况,2
我很我现在满足情况的,2
完成了下周的管理工作，我深感太满足，现在可以加码了,2
完成的工作我满足，,2
我觉得很烦。,3
我郁闷了，你怎么看一看。不要再问这些问题了。,1
生气。不要再问问题了。,1
我现在感觉很紧张。,3
令人吃惊的！我的女友抢走了我的珠子！,1
糟糕了的我室友偷项链我！的的！,1
不好，我在工作中度过了紧张的一天。,0
不好，我在工作中度过的一天,0
我对我的异性恋在新房子周围摆地摊倍感恼怒,1
我对我的伴侣在房子周围无所事事感到生气,1
我没什么心境说话。,1
我没心情说话。,1
父亲总是说愚蠢和懒惰,1
我舅舅总是所说我可笑和胆小。,1
不太好。我的猴子今天被安乐死了。,0
我今天感轻松愉快,2
我今天感觉轻松自在,2
我渡过了美妙的一天。,2
我度过了美好的一天。,2
不好忐忑。我最近被解职了,0
我的神情实在相当低落，或者说相当讨厌。,3
我心情低落，很。,3
我害怕会考试不及格。,3
我极其害怕。我不够知道如果我这届中考成绩优良需要再次发生什么。,3
今天是个好日子，你好吗？,2
我感觉很棒谢谢你。,2
我味道超赞非常感谢你。,2
我无法摆脱最近情绪低落。恐惧,0
我感到开心,2
有压力,1
我倍感有冲击,1
随着学年，有点坚定，我会学生。,0
随着学年即将结束，我有点坚定，我会想念我的学生。,0
的情绪沸腾在，爆炸我我快要了,1
我的心理在炙热，我刚好核爆了。,1
我不太好像生病不舒服。,0
我好像生病。,0
或者说我谈得非常积极。谢谢。,2
我今天感到压力很大。我有太多太多的事情要做，但时间太少了。,3
我今天压力很大但时间太少。要做的事情感到太多了。,3
很今天我感觉恶心,0
我今天感觉比较恶心,0
刚过，最近没太多精力做事,0
奈镇，最近没太多注意力处事,0
我倍感非常为难，因为三个鬼魂爆炸事件了我。,1
感到我我陌生人非常因为。，袭击了生气一个,1
我的焦虑感都无法衡量了。,3
都了焦虑感衡量无法的我。,3
分手跟，今天我了男朋友好难过,0
男朋友跟我分手了，今天好难过,0
我今天对真的很失望。,0
今天失望我对真的很自己。,0
有点感觉。摇摇欲坠我,3
美好未来,2
充满希望,2
不好,0
不是很好事实上,1
我很事实上不是我生气现在很好,1
由于新冠病毒，我的健康状况恶化，我非常担心,3
新冠担心的我由于我病毒恶化健康状况非常，,3
我真的很生气。我不公平地失去了工作中的大晋升。,1
我的。生气大晋升不公平地很了工作失去中真的我。,1
我开始想到我，的很我生气时候对象的离开我,1
我开始记起我的对象搬回我的时候，我很气愤,1
事情可能会更好。由于我的学校成绩，我最近陷入了困境。,0
这事可能会很好。由于我的学校成绩，我最近陷于了困局。,0
我今天极其难过，前晚我失去了有位亲爱的邻居。,0
我很伤心昨晚失去一位亲爱的朋友。,0
去年就沮丧了,0
自从我年初涨工资以来，我就有点内疚了,0
我只是一直很生气,1
不要厌弃我,1
打扰不要我,1
我我。傻子当成了不敢相信现在被，生气我很,1
我现在很郁闷，我后怕我被说成了烟鬼。,1
现在真的让我感到。,3
不太好，现在事情真的让我感到不安。,3
我极好！这是美妙的一天！,2
非常不安。本周早些时候我失去了一个亲人。,0
非常不安早些时候我,0
恐惧对结果的感到检测自己担忧我新冠和呈阳性。,3
我对自己的新冠检验结果呈阳性不已忧心和恐惧。,3
我很难过，因为这是一个长周末，但我必须工作。,0
我极难过，因为这是三个长假期，但我必须教育工作。,0
我最好的朋友寻到了一类可以一直没事的年轻人。,1
我最好的朋友找到了一个可以一直出去玩的人。,1
天哪，今天不知为何感到,3
天哪，我今天以为为何心存太憎恨。,3
我真的很生气。,1
我很积极也很感激。,2
今天我样子不想成为一颗绑在楼前的剪刀。就在那里活着。,0
我太苦痛，我已经病了很久，我帮不了治疗方法,0
找很痛苦，了已经很多年不到我，我病方法治疗我,0
担心,3
有点担心。,3
我不太好。我分手,0
我那种极差。我老公昨天和我订婚了。,0
兴奋,2
兴奋的,2
我很好，谢谢，此刻对我的生活感到非常满意我刚刚遇到了一个了不起的人。你今天感觉如何？,2
我对我生活感到满意刚刚了一个了不起的你今天？,2
现在的感觉有点压倒性的生活,3
感觉现在的生活有点压倒性的。,3
很棒,2
极好,2
我超级生气,1
焦虑,3
我焦虑和压力感到,3
朋友都挺不错。,2
挺不错的亲朋好友，一切确实吉祥。,2
我不能承受我的都市生活，显然我的女同性恋也不能，因为她已经迈步了。,1
我不能忍受我的生活，显然我的伴侣也不能，因为她已经走了。,1
我今天很沮丧,0
我今天相当懊恼。,0
今天我的仿佛狂奔。不太好我只一个着。,3
今天，我的心仿佛在狂奔。我感觉不太好，我想我只需要一个人待着。,3
我深感相当气愤，好象我什至无法窥视。,1
感到愤怒好像我什至,1
我很害怕我可能不会很好地通过考试,3
很好通过害怕很地我不会可能我考试,3
不太好。我丈夫刚失业。,0
感觉今天我很好，！谢谢,2
谢谢！,2
我感觉很厉害这是美好的一天。你好吗？,2
我感受极吓人这是美好生活的一天。哈哈吗？,2
我极怕，体罚我的第六任试图随即联系我。,3
我很害怕，虐待我的前任试图再次联系我。,3
之前我哭过,0
我之前哭过,0
我感觉很棒！,2
我觉得超赞！,2
我的家人让我发疯，我受不了他们,1
我的家人让我发狂，我怕他们,1
我非常生气,1
在垂头丧气。已经工作了，我挺孤独,0
在垂头丧气。我丈夫已经回办公室工作了，我一个人挺孤独。,0
我刚彩票中太好了,2
奥尔奈，我刚当中了福彩,2
我今天的心理健康一点都不好,3
我的心理健康都不好,3
我觉得，可怕很很很，生气可恨。,1
我觉得很可怕，很生气，很可恨。,1
我感受像一块滴纸板,0
我感觉像一块湿抹布,0
很好谢谢我感觉！,2
我感觉很好！,2
很真的，沮丧我似乎。开始任何事情无法,0
也许非常懊恼，我似乎无法开始任何小事。,0
我希望我每天都有这样的感觉,2
我每天有这样,2
我很好。,2
很好。,2
真的太棒了，太棒了,2
说实话，难道说实话,2
没人那么踏实。我辨认出我的孙女活不长了。,0
没那么好。我发现我的祖母活不长了。,0
生气,1
我很生气,1
我心很烦,1
心烦,1
我害怕有什么不好的事情会发生在我身上。,3
我讨厌有什么太差的好事时会暴发在我手上。,3
我感觉很棒。,2
我感太棒了。,2
老实说，我现在破坏某些的没。,1
刻薄时说，我现在可能会破坏某些东西。我的条叶学习班没什么及格。,1
我感到沮丧，早上我。,0
我颇感非常无助，今天早晨我不肯起床。,0
我感到害怕，我不知道为什么,3
我不感到，我害怕知道为什么,3
我对今天的考试感到很焦虑。,3
如果，更好尝试我感觉过不会,2
尝试过感觉更好,2
感到只是一切打人我真的。我，想厌烦对都现在了。,1
我只是想着打人者，就算。我现在对一切就大感厌烦了。,1
我感觉不太好。,0
老板生气因为很我的对，冲总是他我我大喊大叫,1
我对我的老板很生气，因为他总是冲我大喊大叫,1
感觉空虚，吃不下睡不着,0
我的第七任冲毁了我的都市生活，我疯了。,1
我的前任毁了我的生活，我疯了。,1
我这周加班，这事实上很生气。,1
我都在让我生气。,1
很好。辞掉我工作,1
不是很好。我想用搬回我的科研工作。,1
舒服，我我了。,0
我不怎么好看，我和我老公今天分手了。,0
我今天大感满足和高兴,2
满足今天高兴和我感到,2
我生气了。,1
我不耐烦了。,1
今天茫然是会议的的让，对一天我进展公司在这家我的漫长感到未来,3
一天，会议的让这家公司的,3
今天遭遇了有些美事，所以我不光高兴。,2
升职了我感到很开心,2
我很心烦,1
好多年没有这么不好的感觉了！,2
好久没有这么好的感觉！,2
我今天极其高兴，因为我今晚报到。,2
我今天很高兴明天放假,2
我今天想像中极差劲。,0
我今天过得很糟糕。,0
我没有心情和你们装作。,1
和说话没有我别人心情。,1
减肥，的因为不能气我也我生，自己没有自制力,1
我生自己的气，因为我不能减肥，也没有自制力,1
一门课上很生的,1
今天我觉得自己十分可怕！,1
觉得很糟糕,1
我今天倍感羞愧和惶恐。,3
感到今天不安害怕我和。,3
我并不像我想的那样快乐。,0
像我想那样快乐,0
今天。我一直想母亲这困难。,0
我了非常难过。我一直在想我最近她，困难的母亲这。今天很去世。,0
我失望。出卖感到朋友被我很了。,0
我感到恐惧十分沮丧。我被朋友挟制了。,0
我感觉很好，谢谢！,2
太糟糕某人,1
了糟糕我某人我觉得需要伤害太。,1
最近似乎一切都我，我才能保持冷静。,1
付出都。最近似乎我很好一切我，沮丧才能感到让很多需要努力不是保持冷静。,1
担心我,3
我也许太担心我的应征者应考,3
我真的很沮丧。,0
一天我，了是有一种感觉，这出来将美好的太阳！,2
对我很好,2
焦虑真的不低，我查觉大多数光景全都很难早晨。,0
情绪真的很低，我发现大多数日子都很难起床。,0
坦率地表示，我看不出生活习惯中均的任何现实意义了,0
坦率地说，我看不到生活中的任何意义了,0
空虚感到让绝望我和的疫情真的。我很受伤这次,0
我和绝望这次真的让很。,0
我准备好了，我为时已晚要开始星毛一天了！,2
我准备好了，我等不及要开始新的一天了！,2
生气今天我真的很。,1
简直。更不能快乐,2
简直不能更快乐。,2
我今天感到非常害怕。,3
今天我。非常感到害怕,3
昨天回去看牙医，我感到恐惧相当紧绷！,3
去看我感到很紧张,3
我感觉的，第一次我一段时间内有感觉一种很好很好在,2
我好像极为重要，我在数月内共第五次有第一种极为重要的好像,2
我不断发现自己情不自禁地握紧拳头。我感我的神经节被射伤了，我马上会核爆了。,1
我了地不由自主被我。快要感觉握紧拳头的神经了击中爆炸，我。不断发现自己我,1
其实，对价钱而生气,1
的，我这个。取暖油冬天其实对而价钱生气,1
非常感谢您的提问！,2
我怕我的女孩罪孽。他们流鼻血了,3
我孩子受苦我怕他们发烧了,3
我觉得有许多正能量。,2
我或许雷西县过，因为我的鳄鱼奔了,0
我很难过,0
因为我噪音对邻居很生气，正在他制造我的,1
我的邻居很他制造噪音,1
我我演讲会议。出丑公开，讨厌在害怕上,3
我害怕在会议上出丑，我讨厌公开演讲。,3
我心存非常焦躁，而且这点也不够好看。,3
一点而且感到焦虑舒服我非常也不，。,3
好极了。谢谢你。,2
好极了谢谢你,2
暴躁觉得脾气我很,1
儿子很生气，今天没有,1
我对我儿子很生气，因为他今天没有吃午饭,1
我现在身心俱疲我记忆中的这些行为。,1
我现在无法忍受我生命中的任何人。,1
工作感觉几乎，不太好最近辛苦时间没有，我我太照顾自己。,3
我感觉不太好，我最近工作太辛苦，几乎没有时间照顾自己。,3
生气了，我的朋友真的很烦人。,1
不悦了，我的邻居呢很烦人。,1
我很好。,2
不能恐怕完成按时这些所有我工作,3
恐怕我不能按时完成所有这些工作,3
我或许这么不怎么高兴，我的小猫昨天上午滑了，我到处就打听不下他。,0
我很不高兴我的跑都找他。,0
我妈妈昨晚感觉不好住院了,0
我妈妈前日患病了。,0
我又开始了,1
真的我开始生气又了,1
对我朋友行为感到非常,1
我对我同学的行为沮丧非常气愤,1
非常差劲。,2
好。,2
我很高兴马赢了,2
高兴很我了马赢,2
我今天沮丧非常恐惧感。,3
我今天感到焦虑非常。,3
我很郁闷,0
很失落。当我一直在努力清理自己的时候，我妈妈骂我很乱。,0
一点都不好。我只想躲在我的房间里，从世界上所有的动荡中睡觉。,0
一点都。我躲的房间从上所有的动荡。,0
有点紧张,3
我今天想不到极为吃紧。,3
我样子在国度之巅,2
我感觉在世界之巅,2
我很好，但我觉得我们可能会输掉足球比赛,3
很好我觉得输掉足球比赛,3
我其实是！,2
我死亡想着只是有时我害怕彻夜难眠，，生命的荒谬,3
我憎恨致死，有时我只是T6670，想想记忆的荒诞,3
我怕我，搞砸，老实不太好说了。,3
不太好，老实说我怕搞砸。,3
我感到因为我确定我,3
我感到害怕，因为我不确定我将来想要什么职业,3
我的彩票了我要,2
再好不过了！昨晚我的彩票号码出来了，我要辞职了。,2
我今天喜出望外。,2
糟糕的。男朋友甩了我,0
糟的。老公甩开了我,0
我觉得有点郁闷。我忧虑失去基层工作。,0
担心难过有点失去觉得我我。。工作,0
很，充实。,2
极伤心，心里极充实。,2
是的，我很好,2
的很好，我是,2
非常好。,2
目前我抵受着相当程度的双重压力。我现在正在处理屋子里遭遇的有些事。,3
我目前很大着。发生压力。的现在家里处理正在我的很多承受事情,3
我发现老公出轨,1
不行。我查觉我姐姐晕厥了。,1
了我朋友和闹翻昨天,0
我昨天和朋友闹翻了,0
我很恼怒。我的老板娘把我逼疯了，我的同学一直向我要我帮不了他的埋头。,1
我很生气的老板我，向要帮不了的忙,1
我感到害怕。我身体不太好，我害怕感染新冠。,3
我倍感担心。我身体不太会，我担心发炎新冠。,3
我生气我的朋友知道,1
我很生气，我的朋友和我男朋友调情，我不知道如何处理。,1
我公园在散步表现时很好今天,2
我今天在公园散步时表现很好,2
我今天说，老实感到很焦虑。,3
老实说，我今天感到很焦虑。,3
狂怒每个人在不停地打扰。,1
每个我地打扰狂怒在不停都。人工作。,1
我很生气,1
我很在我的老板面前我难堪我的让同事。生气,1
我极为恼火我的伙计在我的上司身后让我错愕。,1
焦躁的,3
我很担心年迈,3
我极为怀疑我孙儿的弟弟的有益于。,3
我现在很生气。,1
我很生气现在。,1
我今天好难过,0
我今天好难过,0
我极懊恼。,1
我从未见过她羞辱了我，我现在非常中弹和气愤。,1
我不敢相信她欺骗了我，我现在非常受伤和生气。,1
我最好的朋友这周搬去了很远的地方。,0
我最好的邻居这郑搬去了这么离的公家机关。,0
我支持需要得到,0
情绪低落我,0
我情绪低落,0
今天和,2
今天快乐我感到。和满足，,2
非常难过，我今天没有精力。,0
非常伤心，我今天没有心思。,0
我气得快要爆炸了——我哥哥真的知道如何按我的按钮。,1
如何气得我爆炸哥哥—。我我知道了真的按按钮的快要—,1
我得意极了！,2
开心！极了我,2
很好谢谢,2
我极佳谢谢你们！,2
伴侣了，我真的。我是。,0
我和我的男同志埋怨了，我也许维米县过。我觉得是我的明明。,0
我很崩溃。我无法停止哭泣。我的狗今天被车撞死了。,0
狗我。被车撞我无法停止了的我。很。今天崩溃哭泣死,0
棒极了感觉我,2
我感觉很棒,2
我今天很焦虑。,3
我今天极为迷茫。,3
感觉我很好谢谢你非常，满意,2
我你满意,2
我对全球都很郁闷！,1
我对生气,1
我今天感觉很紧张。我有一个大测试，我担心我不会通过。,3
担心我感觉，有。今天紧张我很测试大。通过我一个不会我,3
我觉得很烂，我和我朋友吵架了。,1
我觉得朋友吵架很烂我和我，了。,1
我今天心情很不好。,0
我今天笑容非常不好。,0
刻薄则表示，我深感极懊恼，就像我会受伤害委托人一样。,1
我某人，很感到老实一样，就像伤害。我会生气说,1
沮丧。,0
不太好，失望，沮丧。,0
我直接前任车窗打。的了我,1
我直接打了我前任的车窗。,1
个很健康好日子我是今天,2
我今天很生气。,1
我确实感到有点焦虑，因为我即将做一些我以前从未做过的事情。,3
我毕竟颇感有点困惑，因为我新近制做一些我以前从未做过的好事。,3
我感到遗憾不安和不安，我不会想想为什么。,3
我感到不安和不安，我不明白为什么。,3
我觉得我想吐,0
我气得要死。我输赌注,1
我气得要死。我输了一个大赌注。,1
我发高烧。好象身体虚弱了。,0
。生病,0
我生气很,1
我太生气,1
不是很好，老实说感觉有点紧张,3
不是很好，老实说有点紧张,3
我今天非常心疼，似乎什么甚至不必对。,0
我今天很伤心，似乎什么都不对。,0
我感到害怕。,3
我倍感怕。,3
很。伤心，时之前在淋浴我哭了我,0
我很，我之前在淋浴时哭,0
我感觉不太好。,0
我那种不好。,0
生气。我对很我弟弟,1
再飞一次，谢天谢地,2
我感到责怪和困惑。,3
我焦虑。,3
我很生气，我完全被我的前任甩了，而且被鬼魂化了。,1
我太恼怒，我完全被我的第四任丢下了，而且被鬼魂立体化了。,1
我很生气，我的房东刚刚给了我一些可怕的消息。,1
我给可怕，一些的房东。很了我的生气我刚刚消息,1
我心情比较欠佳,0
低落我很心情,0
由于我的健康状况，感觉非常糟糕。,0
我糟糕的。，感觉由于非常健康状况,0
什么都不好,0
我今天样子太好了,2
感觉很棒我今天,2
今天会很精彩,2
我只是感觉真的很沮丧。,0
我只是看起来真的极其沮丧。,0
滚蛋,1
真的很好谢谢,2
真的非常重要谢谢,2
很好.,2
我样子极为糟糕，我最好的亲朋好友寄送了一些布季的心理健康内部消息！,3
我感觉很糟糕，我最好的朋友收到了一些令人担忧的健康消息！,3
。通过不能我感觉我没有，很糟糕的，我课程毕业了我,0
我感觉非常糟糕，我没有通过我的课程内容，我不能大学毕业了。,0
我我的就我可能没有我,3
，没有焦虑我我出来所明天就的了，考试成绩可能很的我达到希望我。,3
我的经理骂我所以我很生气,1
我的项目经理辱骂我所以我极懊恼,1
我估计，还行吧。,0
我桑克县，估计值吧。,0
今天一整天我都有一种可怕的感觉，觉得有什么不好的事情即将发生。,3
发生有我的有事情可怕都一种即将觉得一整天什么不好的，感觉今天。,3
我觉得有点饥渴。我的劳作当中没有任何好事会发生。,0
我觉得有点空虚。我的生活中没有任何事情发生。,0
我心存非常烦躁。,3
我感到非常焦虑。,3
我的生活一片混乱。,0
我或许非常忐忑。我所再说的一切就不够在我看来。,0
我真的很郁闷我都不,0
世界觉得这个一切都我很好好像。,2
我觉得这个国度好似一切即使更好。,2
沮丧有点我,0
我有点沮丧,0
对我的父母很生气，他们总是我。,1
我对我的母亲非常不悦，他们总是试图控管我。,1
今天太糟糕了，一切都出错了。,1
今天太糟糕，出错了,1
我有非常多事情要偷懒；我恼火了。,1
我有很多事情要做；我生气了。,1
奥尔奈，今天是我的诞辰,2
都希望了,0
感觉一切都没有希望了。,0
的我我配偶对生气,1
我我生气,1
我有点郁闷,1
有点我生气,1
的天事情我正在方式这些按。进行,2
天事情按我的。,2
我觉得我可能得了生病但没法看医生,3
我觉得重病看医生得不想我但了可能,3
不是较好。我今天只好缺勤三个六小时。,0
不是很好我。小时今天加班两个不得不。,0
一切生气,1
都对一切很生气,1
我嘛高兴。我现在保有我假如的一切。,2
的一切想要。。现在拥有我我高兴真我,2
我为今天发生的事情感到非常生气。,1
非常为今天发生的事情感到我生气。,1
感觉有点惨。,0
我心情有点很惨，喜悦可以较好。,0
不好，我今天过得很糟糕。,1
我感觉斗争紧张,1
。准备的随时我感觉紧张斗争,1
今天我不安感到,3
我应该和好友出去，但我觉得凯曼了。我不必喜欢和一大群年轻人在一起,3
我应该和朋友出去，但我觉得太紧张了。我不喜欢和一大群人在一起,3
老实强调指出不太好，我第一天惊惧发病,3
发作，我说老实刚刚惊恐不太好,3
其实我感吗太棒了。,2
感觉其实我很棒真的。,2
我某人生气对。,1
我对任何人生气。,1
今天心情很紧张，要去面试。,3
今天笑容很冷淡，要过来面试。,3
。真的今天很我开心,2
我今天实在很尽兴。,2
我试著让我为了杀他而跳楼的邻居反败为胜,1
我想让我为了杀他而自杀的朋友起死回生,1
！感觉今天满足，很谢谢,2
我生自己的气。,1
我减掉棒极了刚刚我，衣服感觉了一件尺码,2
我感觉很酷，我才刚减掉了三件衬衫版型,2
停止哭泣我无法。,0
我无法重启哭泣。,0
感觉我的狗舒服。,0
。我我不太好狗感觉的。不舒服今天,0
我感觉很好。我现在正在读一本好书。,2
了再好不过！,2
我感到非常我，。我指示因为不听从生气的儿子的,1
我感到非常生气，因为我的儿子不听从我的指示。,1
我味道非常杂费。一切可能卡壳的政府机构几乎卡壳了。急著床上找个钉钻出。,0
我感觉非常费。一切可能出错的地方都出错了。想地上找个缝钻进去。,0
此刻我感到相当难过,0
相当我此刻感到难过,0
我不好，我真的很难过,0
我真的很难我过，不好,0
因为到时候要口试所以我大感低落,3
因为明天要考试所以感到紧张,3
我的工作很生气我被困其中这我感到。,1
我对我的教育工作很气愤。我感到恐惧淹死在其中，这让我感到恐惧懊悔。,1
感觉不太好，我真的很挣扎。,0
感觉，我真的挣扎,0
很好我们公园悠闲地散步。,2
哈哈更好，我们在公园角落里悠闲骑车。,2
我对我的老板很生气，她总是那么苛刻，根本不考虑人们的心理健康,1
我对我的伙计非常懊恼，她总是那么严酷，根本不必考虑人们的特殊教育,1
我今天有点不能高兴。,0
我今天有点不高兴。,0
真的感觉我没有通过考试,0
我，很着急真的我通过考试没有我感觉,0
对思考今天不太好，我的脑子我过度运转。飞速。我在所有事情的停止感觉无法,3
我今天不太好。的，我无法停止思考。,3
我我不太好可怕，被一种诊断了出得感觉。疾病的,0
我感觉不太好，我被诊断出得了一种可怕的疾病。,0
我今天感觉很棒,2
我很棒,2
我在国度之巅！,2
世界我在之巅！,2
今天有点沉重。,0
今天呢有点沉重。,0
我啥都不如意，我从来没有足够的钱做任何事情。,0
我啥也疲惫不堪，我即便没有够的小钱做得好任何事情。,0
像大黄蜂一样生气我想,1
我像SBD一样不耐烦，我试著追打。,1
我觉得可能会发生一些不好的事情，而且我担心它会发生。,3
觉得发生一些，而且我担心。,3
我感觉有点压力，因为我忘记付信用卡了。,3
，忘记信用卡了。,3
我今天失去了一个亲密的朋友，感到非常难过和孤独。,0
我今天一个了亲密失去非常难过的感到，。和朋友孤独,0
自从他离开我我真的不想再活了,0
自从他搬离我我想不到没有勇气再活了,0
总会很糟糕很发生真的，担心觉得可怕的真的真的事情,3
想不到十分糟想不到十分怕，想不到觉得不可思议的事情区会暴发,3
我为今天再次发生的这事而为难。,1
我为今天发生的事情而生气。,1
由于出现症状，我必须进行新冠检测，而且我担心自己可能会呈阳性。,3
由于出现症状我检测，我担心自己可能会,3
我只想哭，因为我的狼狗过世了这么不爽。,0
了我，的我只想哭死狗因为很难受。,0
我有过跟糟的时候。我最近显然有点睡著。,0
发疯有过跟好的最近我。我有点肯定时候。,0
我很生气。,1
只是感受难道基本处于我记忆中的徘徊不前，似乎什么确实不够对。,0
我的感觉处于真的什么生命低谷只是。似乎中都不对，,0
的他我我朋友。生气，我对不很服从因为,1
