,gender,age,emotion,base,rewriting
319,男性,40-69,悲伤,您认为您应该成为别人的救星吗？,你认为别人的问题应该是你要解决的问题吗？
320,女性,18-39,悲伤,您认为您应该成为别人的救星吗？,你觉得有人需要你的帮助吗？
321,女性,18-39,悲伤,您认为您应该成为别人的救星吗？,忠诚和乐于助人总是美好的美德，但是，如果我们开始忘记自己的幸福，它们就会变得不健康。您认为专注于帮助他人比成长和专注于自己更重要吗？
322,女性,18-39,悲伤,您认为您应该成为别人的救星吗？,你相信即使牺牲自己的幸福，你也能帮助别人吗？
323,男性,18-39,悲伤,您认为您应该成为别人的救星吗？,你有没有可能认为，也许，帮助自己也可以帮助别人？
324,男性,18-39,悲伤,您认为您应该成为别人的救星吗？,你是否感到为他人的命运承担责任？
325,男性,40-69,悲伤,您认为您应该成为别人的救星吗？,你觉得你被期望去拯救别人吗？
326,男性,18-39,悲伤,您认为您应该成为别人的救星吗？,你相信有值得你拯救的人吗？
327,女性,40-69,悲伤,您认为您应该成为别人的救星吗？,你觉得你可以做些什么让别人变得更好吗？
328,男性,18-39,悲伤,您认为您应该成为别人的救星吗？,你是否觉得你的行为是在试图解决问题、帮助某人或使事情对某人有利？
329,女性,40-69,悲伤,您认为您应该成为别人的救星吗？,请问您是否相信将他人从问题中解救出来是您自己的责任？
330,女性,18-39,悲伤,您认为您应该成为别人的救星吗？,感谢您迄今为止的合作。请问您是否觉得有必要将生活中的其他人从他们自己的问题中解救出来？
331,男性,40-69,悲伤,您认为您应该成为别人的救星吗？,你觉得你应该成为别人的救世主吗？
332,男性,40-69,悲伤,您认为您应该成为别人的救星吗？,谢谢，现在我想问你一个简单的问题，以便我能更好地理解。拯救别人会让你快乐吗？
333,女性,40-69,悲伤,您认为您应该成为别人的救星吗？,你觉得你必须照顾其他人吗？
334,女性,40-69,悲伤,您认为您应该成为别人的救星吗？,您现在的心情是否取决于您无法帮助所爱的人这一事实，您是否因此而感到内疚？
335,女性,40-69,悲伤,您认为您应该成为别人的救星吗？,我想了解一下您如何看待自己在社交圈中的角色。你是否经常觉得救人是你的工作，或者别人希望你这样？
336,女性,18-39,悲伤,您认为您应该成为别人的救星吗？,是否有可能因为无法拯救生活中需要拯救的人而导致您的悲伤？
337,女性,18-39,悲伤,您认为您应该成为别人的救星吗？,你相信你可以通过帮助别人来帮助自己吗？
338,男性,40-69,悲伤,您认为您应该成为别人的救星吗？,在回答以下问题之前，请尝试仔细考虑您最近的过去。最近，您是否觉得自己有责任拯救周围的人，以牺牲自己为代价来帮助他们克服问题？
339,男性,40-69,悲伤,您认为您应该成为别人的救星吗？,您是否经常发现自己扮演了一个好撒玛利亚人的角色，您正在努力帮助甚至纠正他人为自己的利益？
340,女性,40-69,悲伤,您认为您应该成为别人的救星吗？,你觉得多帮助别人可以改善你自己的情况吗？
341,女性,18-39,悲伤,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,你会说你倾向于将任何错误归咎于他人吗？
342,女性,40-69,悲伤,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,明白了，谢谢您是否曾将自己视为负面情绪的受害者？
343,男性,18-39,悲伤,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,你有没有觉得自己可能被别人害了？
344,男性,18-39,悲伤,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,你会说你是这种情况下的受害者吗？你会因为这种感觉而责怪别人吗？
345,男性,40-69,悲伤,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,我想知道你对你在这个角色中的角色有什么看法。在目前的情况下，您是否觉得自己是一个受害者，想要将自己的负面情绪转移到其他人身上？
346,女性,18-39,悲伤,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,你有没有觉得自己受到了任何形式的伤害？
347,女性,18-39,悲伤,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,你是否觉得其他人应该为你的消极情绪负责？
348,男性,40-69,悲伤,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,你会说是别人造成了你的负面情绪吗？
349,男性,18-39,悲伤,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,你觉得别人应该为你的悲伤负责吗？
350,女性,40-69,悲伤,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,你是否觉得自己的情绪是他人行为的原因？
351,男性,18-39,悲伤,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,你是否认为，也许，你没有对自己的感受承担全部责任，这导致你对他人进行猛烈抨击？
352,女性,18-39,悲伤,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,如果我问，你今天的感受是否会责怪别人？
353,男性,18-39,悲伤,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,你觉得别人在试图伤害你吗？
354,男性,18-39,悲伤,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,你会说你有这些情绪的原因完全是因为别人吗？
355,男性,18-39,悲伤,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,在这种情况下，您是否觉得自己是受害者，将自己的感受归咎于其他人？
356,男性,18-39,悲伤,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,有没有人应该为您所感受到的疾病负责？
357,男性,18-39,悲伤,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,你会因为你目前的情绪而责怪别人吗？
358,女性,18-39,悲伤,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,其他人会因为你的心情不好而受到责备吗？
359,女性,40-69,悲伤,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,谢谢，我明白了。如果我问这个，你觉得现在每个人都想找你吗？
360,男性,18-39,悲伤,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,你觉得把你的问题和感受归咎于他人更容易还是更自然？
361,男性,40-69,悲伤,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,明白了，谢谢，那我再深入研究一下。在这种令人遗憾的情况下，您是否觉得自己是受害者？
362,女性,40-69,悲伤,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,您是否觉得有人以任何方式伤害了您？
363,男性,18-39,悲伤,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,你会因为你正在处理的这种负面情绪而责怪别人吗？
364,男性,40-69,悲伤,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,我明白了，谢谢。你不开心是因为别人让你感觉不好，就像你被他们伤害了一样，你是受害者？
365,男性,18-39,悲伤,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,谢谢你，让我们再回想一下你的这种感觉。你会说你是一个受害者，你会因为你的感受而责怪别人吗？
366,男性,18-39,悲伤,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,明白了，谢谢你认为自己是别人的受害者吗？
367,男性,40-69,悲伤,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,你认为这是别人的错，有没有人让你感觉不好？
368,女性,18-39,悲伤,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,你觉得这些情况是别人行为的错吗？
369,女性,18-39,悲伤,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,您是否认为其他人正在让您做某事，或者正在以某种方式伤害您？
370,男性,18-39,悲伤,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,我想知道你是否感到被周围的人理解或对抗；这对我能够帮助你很重要。你认为你周围的人理解你还是他们实际上是问题的一部分？
371,女性,18-39,悲伤,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,你是否觉得有人对你的负面情绪负有部分责任？
372,男性,18-39,悲伤,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,你的处境是否让你觉得好像别人有错？
373,男性,18-39,悲伤,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,你是否觉得自己受到了伤害，是别人的错？
374,男性,40-69,悲伤,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,请问您现在是否觉得自己是受害者，而其他人要为您的悲伤负责？
375,男性,18-39,悲伤,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,你认为有人要为你的负面情绪负责吗？
376,女性,40-69,悲伤,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,您是否觉得您对此不承担任何责任，而其他人应该为伤害您而负责？
377,男性,18-39,悲伤,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,有没有其他人让你难过？
378,女性,40-69,悲伤,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,非常感谢您的回答。我现在想问你，你是否认为自己是这种情况的受害者，而你的痛苦感觉应该归咎于其他人。
379,女性,18-39,悲伤,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,我明白了，谢谢。您是否觉得自己是其他人行为的受害者？
380,男性,40-69,悲伤,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,感谢您分享这个。你能告诉我你是否认为自己是受害者，把你的负面情绪归咎于别人吗？
381,女性,40-69,悲伤,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,也许，您现在是否觉得世界与您为敌？
382,女性,40-69,悲伤,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,我明白。在这种情况下，其他人是否是问题所在，也许是您亲近的人对待您的方式？
383,女性,40-69,悲伤,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,没关系，谢谢你让我知道。有没有人因为你的悲伤而特别责备谁？
384,女性,18-39,悲伤,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,我同情你现在所经历的悲伤。我想知道，在你的生活中，有没有人让你觉得应该为你的悲伤负责？
385,女性,18-39,悲伤,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,你有没有觉得别人要为你现在的感受负责？
386,男性,40-69,悲伤,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,感谢您的回答，让我们看看是否还有其他事情困扰着您。你觉得最近有人虐待你或伤害你吗？
387,男性,40-69,悲伤,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,你是否发现别人经常为你周围的错误负责？
388,女性,40-69,悲伤,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,你认为你情绪低落是别人的错吗？
389,女性,18-39,悲伤,您觉得您在试图控制某人吗？,你会说你是那种总是需要掌控的人吗？
390,女性,40-69,悲伤,您觉得您在试图控制某人吗？,负面情绪会导致我们想要控制别人。你是否觉得自己是在试图控制或支配他人？
391,男性,18-39,悲伤,您觉得您在试图控制某人吗？,你是否觉得你在试图压制某人？
392,男性,18-39,悲伤,您觉得您在试图控制某人吗？,你是否觉得你在试图控制任何人，或者让他们做你想让他们做的事情？
393,男性,40-69,悲伤,您觉得您在试图控制某人吗？,你觉得你有能力影响你生活中的其他人吗？
394,女性,18-39,悲伤,您觉得您在试图控制某人吗？,你有没有感觉你在控制别人，或者至少试图控制？
395,女性,18-39,悲伤,您觉得您在试图控制某人吗？,也许，您正在表现出某种控制行为？
396,男性,40-69,悲伤,您觉得您在试图控制某人吗？,在内心深处，你是否有一种想要控制另一个人的感觉？
397,男性,18-39,悲伤,您觉得您在试图控制某人吗？,你发现自己试图控制别人的行为吗？
398,女性,40-69,悲伤,您觉得您在试图控制某人吗？,你想控制局面，还是控制另一个人？
399,男性,18-39,悲伤,您觉得您在试图控制某人吗？,有没有可能你只是想控制另一个人的所有想法和行为？
400,女性,18-39,悲伤,您觉得您在试图控制某人吗？,您现在是否因试图控制您无法控制的某人或某事而感到沮丧？
401,男性,18-39,悲伤,您觉得您在试图控制某人吗？,你有没有担心你可能会把你的负面情绪发泄到别人身上？
402,男性,18-39,悲伤,您觉得您在试图控制某人吗？,您是否有任何想法可以控制他人或试图控制他们？
403,男性,18-39,悲伤,您觉得您在试图控制某人吗？,老实说，您认为控制某人可以吗，或者您会这样做吗？
404,男性,18-39,悲伤,您觉得您在试图控制某人吗？,在内心深处，当你可以控制或操纵别人做你想做的事时，你会感觉良好吗？
405,男性,18-39,悲伤,您觉得您在试图控制某人吗？,难道你现在正试图接管别人？
406,女性,18-39,悲伤,您觉得您在试图控制某人吗？,你觉得有义务控制别人的行为吗？
407,女性,40-69,悲伤,您觉得您在试图控制某人吗？,如果我问，你认为自己是那种总想掌权的人吗？
408,男性,18-39,悲伤,您觉得您在试图控制某人吗？,你有没有觉得你需要控制别人的行为来应对？
409,男性,40-69,悲伤,您觉得您在试图控制某人吗？,谢谢你的回复，很有帮助。试着从外面看自己，你是否觉得你在控制或试图控制别人的行为？
410,女性,40-69,悲伤,您觉得您在试图控制某人吗？,你是否觉得有人不接受你的权威，但他们应该接受？
411,男性,18-39,悲伤,您觉得您在试图控制某人吗？,如果您必须对自己诚实，您是否觉得您可以或想要控制某人？
412,男性,40-69,悲伤,您觉得您在试图控制某人吗？,谢谢，我明白了。你是否有可能很难控制别人？
413,男性,18-39,悲伤,您觉得您在试图控制某人吗？,在回答下一个问题之前，请尝试深入了解您与他人的关系。你觉得你在试图控制某人吗？
414,男性,18-39,悲伤,您觉得您在试图控制某人吗？,你有没有觉得你在试图控制某人？
415,男性,40-69,悲伤,您觉得您在试图控制某人吗？,您是否认为自己可能会过度参与，试图控制不该控制的人？
416,女性,18-39,悲伤,您觉得您在试图控制某人吗？,你是否觉得自己正试图为别人的行为负责？
417,女性,18-39,悲伤,您觉得您在试图控制某人吗？,当涉及情绪时，总是很难保持客观，但如果可以的话，我希望你尝试一下。你是否觉得你总是更关注别人在生活中所做的事情，而不是你在生活中所做的事情？
418,男性,18-39,悲伤,您觉得您在试图控制某人吗？,你觉得让别人控制自己很舒服吗？
419,女性,18-39,悲伤,您觉得您在试图控制某人吗？,你是否在不知不觉中试图控制你周围的人？
420,男性,18-39,悲伤,您觉得您在试图控制某人吗？,您是否有可能在强力影响他人的决定和行为？
421,男性,40-69,悲伤,您觉得您在试图控制某人吗？,你有没有发现自己责怪或控制你周围的人？
422,男性,18-39,悲伤,您觉得您在试图控制某人吗？,如果你想一想，你现在想要控制你生活中的某个人的力量吗？
423,女性,40-69,悲伤,您觉得您在试图控制某人吗？,是否涉及权力斗争，需要有人获胜？
424,男性,18-39,悲伤,您觉得您在试图控制某人吗？,你觉得你可能试图影响或改变别人的行为吗？
425,女性,40-69,悲伤,您觉得您在试图控制某人吗？,再次感谢，这对我的理解很有帮助。可能是你试图控制或操纵别人做你想让他们做的事情？
426,女性,18-39,悲伤,您觉得您在试图控制某人吗？,谢谢你。你会说，也许你正试图控制别人，让他们做你想让他们做的事，或者说你想听的话？
427,男性,40-69,悲伤,您觉得您在试图控制某人吗？,谢谢你让我知道这件事。你能告诉我你是否觉得你在试图控制某人吗？
428,女性,40-69,悲伤,您觉得您在试图控制某人吗？,下面的问题可能感觉有点直接，但请尽量诚实地回答。你会说你现在觉得有必要控制某人或某事吗？
429,女性,40-69,悲伤,您觉得您在试图控制某人吗？,我明白了，也许你的悲伤可能是因为无法从别人那里得到你需要或期望的东西。可能是您试图控制某人但无法控制，这让您感到沮丧？
430,女性,40-69,悲伤,您觉得您在试图控制某人吗？,会不会是为了改善自己的处境并让自己感觉更好，您正在尝试控制生活中的其他人？
431,女性,18-39,悲伤,您觉得您在试图控制某人吗？,你的悲伤会导致你对某人变得操纵吗？是否可能是您试图让某人做或说某事以让自己感觉更好？
432,女性,18-39,悲伤,您觉得您在试图控制某人吗？,你认为你可能拥有或渴望影响他人的力量吗？
433,男性,40-69,悲伤,您觉得您在试图控制某人吗？,谢谢你的回答，我一直在这里理解和帮助你，从不评判。你有没有可能试图掌控别人的生活？
434,男性,40-69,悲伤,您觉得您在试图控制某人吗？,您是否发现自己花费了大量精力试图改变周围人的行为和行为？
435,女性,40-69,悲伤,您觉得您在试图控制某人吗？,你觉得如果别人改变了他们的行为方式，你的生活会更轻松吗？
436,女性,18-39,悲伤,当出现问题时，您是否总是责怪和指责自己？,我想知道你是否总是觉得是你造成了问题，即使这不是你的错？
437,女性,40-69,悲伤,当出现问题时，您是否总是责怪和指责自己？,当事情出错时，您是否总是承担责任或为发生的事情指责自己？
438,男性,18-39,悲伤,当出现问题时，您是否总是责怪和指责自己？,你是否总是试图为消极的情况和事件责备自己？
439,男性,18-39,悲伤,当出现问题时，您是否总是责怪和指责自己？,如果出现问题，您是否总是觉得责备和指责总是落在自己身上？
440,男性,40-69,悲伤,当出现问题时，您是否总是责怪和指责自己？,当事情出错时，你是否总是道歉并觉得是你的错？
441,女性,18-39,悲伤,当出现问题时，您是否总是责怪和指责自己？,如果出了什么问题，你总是批评自己吗？
442,女性,18-39,悲伤,当出现问题时，您是否总是责怪和指责自己？,当事情出错时，你总是责备自己吗？
443,男性,40-69,悲伤,当出现问题时，您是否总是责怪和指责自己？,当事情对你不利时，你总是把责任推给自己吗？你总是指责自己的错误吗？
444,男性,18-39,悲伤,当出现问题时，您是否总是责怪和指责自己？,当事情出错时，你总是把责任归咎于自己吗？
445,女性,40-69,悲伤,当出现问题时，您是否总是责怪和指责自己？,如果我可以问这个，您是否总是认为发生的任何事情都是自己的错？
446,男性,18-39,悲伤,当出现问题时，您是否总是责怪和指责自己？,你是否总是为生活中发生的任何负面事情负责，即使你不负责任？
447,女性,18-39,悲伤,当出现问题时，您是否总是责怪和指责自己？,你会说你经常对自己太苛刻吗？
448,男性,18-39,悲伤,当出现问题时，您是否总是责怪和指责自己？,偶尔为我们的问题责备自己是正常的，但我们应该小心不要把它变成一种破坏性的习惯。你有没有注意到你总是为任何出错的事情责备自己？
449,男性,18-39,悲伤,当出现问题时，您是否总是责怪和指责自己？,你会说当出现问题时，你觉得责任总是在你身上吗？
450,男性,18-39,悲伤,当出现问题时，您是否总是责怪和指责自己？,当事情出错时，你是否总是不断地责备和指责自己，即使在内心深处你能认识到这不是你自己的错？
451,男性,18-39,悲伤,当出现问题时，您是否总是责怪和指责自己？,请问您是否总是为生活中的所有错误而责备自己？
452,男性,18-39,悲伤,当出现问题时，您是否总是责怪和指责自己？,你是否总觉得自己是一切出错的原因？
453,女性,18-39,悲伤,当出现问题时，您是否总是责怪和指责自己？,我想知道您是否认为出现问题时总是责怪自己。
454,女性,40-69,悲伤,当出现问题时，您是否总是责怪和指责自己？,如果我问，你是不是总觉得自己搞砸了？
455,男性,18-39,悲伤,当出现问题时，您是否总是责怪和指责自己？,你是否发现你似乎总是为出错的事情责备自己，即使你无法控制它们？
456,男性,40-69,悲伤,当出现问题时，您是否总是责怪和指责自己？,请问您是否一直认为自己是造成问题的主要原因？
457,女性,40-69,悲伤,当出现问题时，您是否总是责怪和指责自己？,当出现问题时，您是否觉得好像总是要责怪自己？
458,男性,18-39,悲伤,当出现问题时，您是否总是责怪和指责自己？,当事情出错时，你是否总是倾向于责备自己而不管你是否真的犯了错误？
459,男性,40-69,悲伤,当出现问题时，您是否总是责怪和指责自己？,谢谢你的回答。当事情没有如愿以偿时，您是否觉得自己总是在责备和指责自己？
460,男性,18-39,悲伤,当出现问题时，您是否总是责怪和指责自己？,我想让你停顿一下，想想你是否总是在出现问题时责备自己？
461,男性,18-39,悲伤,当出现问题时，您是否总是责怪和指责自己？,也许你会说，当出现问题时，你总是责怪自己？
462,男性,40-69,悲伤,当出现问题时，您是否总是责怪和指责自己？,你是否总觉得问题是你自己的错？
463,女性,18-39,悲伤,当出现问题时，您是否总是责怪和指责自己？,您是否觉得自己在对自己进行评判，并在逆境中总是责备自己？
464,女性,18-39,悲伤,当出现问题时，您是否总是责怪和指责自己？,在面临挑战或对抗性的情况时，您是否倾向于将事情个人化，总是将所有责任归咎于自己？
465,男性,18-39,悲伤,当出现问题时，您是否总是责怪和指责自己？,当你情绪低落时，你是否总是为生活中的错误而责备自己？
466,女性,18-39,悲伤,当出现问题时，您是否总是责怪和指责自己？,即使是不公平的，您是否总是倾向于为生活中发生的所有不好的事情责备自己？
467,男性,18-39,悲伤,当出现问题时，您是否总是责怪和指责自己？,您是否总是不公平地要求自己为发生在您身上的事情负责？
468,男性,18-39,悲伤,当出现问题时，您是否总是责怪和指责自己？,想一想，你会不会说遇到问题时总是自责？
469,男性,40-69,悲伤,当出现问题时，您是否总是责怪和指责自己？,当事情出错时，你是否发现自己总是承担责任？
470,男性,18-39,悲伤,当出现问题时，您是否总是责怪和指责自己？,当你的生活出现问题时，你是否认为总是你的错？
471,女性,40-69,悲伤,当出现问题时，您是否总是责怪和指责自己？,您是否总是觉得自己是错的人，即使您不应该这样做？
472,男性,18-39,悲伤,当出现问题时，您是否总是责怪和指责自己？,请告诉我，当事情出错时，你总是把责任推给自己吗？
473,女性,40-69,悲伤,当出现问题时，您是否总是责怪和指责自己？,我明白了，谢谢你花时间回答这个问题。请问您是否觉得自己有一种总是将问题归咎于自己的倾向？
474,女性,18-39,悲伤,当出现问题时，您是否总是责怪和指责自己？,谢谢，我明白了。你是否觉得你总是为你面临的问题责备自己？
475,男性,40-69,悲伤,当出现问题时，您是否总是责怪和指责自己？,感谢您分享这个。你能告诉我你是否觉得当事情出错时你总是在责备和指责自己吗？
476,男性,40-69,悲伤,当出现问题时，您是否总是责怪和指责自己？,您是否总是仔细考虑负面事件并想知道如果事情变得不同会发生什么？
477,女性,40-69,悲伤,当出现问题时，您是否总是责怪和指责自己？,想想你过去对自己的感觉，你会说你觉得一切都是你的错吗？
478,女性,40-69,悲伤,当出现问题时，您是否总是责怪和指责自己？,当您无法实现目标时，您是否总是倾向于责备自己，即使责任实际上应该归咎于其他人？
479,女性,40-69,悲伤,当出现问题时，您是否总是责怪和指责自己？,谢谢你让我知道。你会不会说你很容易自责，经常因为出了问题而责备自己？
480,女性,18-39,悲伤,当出现问题时，您是否总是责怪和指责自己？,嗯，我明白了，谢谢你花时间回答所有这些问题，我仍在努力找出最好的帮助方式。你会说当出现问题时，你有把矛头指向自己的倾向吗？
481,女性,18-39,悲伤,当出现问题时，您是否总是责怪和指责自己？,当出现问题时，您是否总是感到有责任感？
482,男性,40-69,悲伤,当出现问题时，您是否总是责怪和指责自己？,没关系，谢谢。您是否认为您最近总是在为某事责备自己？
483,男性,40-69,悲伤,当出现问题时，您是否总是责怪和指责自己？,当发生错误或事情没有按计划进行时，您是否经常自己承担？
484,女性,40-69,悲伤,当出现问题时，您是否总是责怪和指责自己？,你是否总是觉得你应该做更多的事情来防止糟糕的情况发生？
485,女性,18-39,悲伤,在之前的对话中，您是否考虑过其他提出的观点？,你认为自己是一个乐于倾听他人观点的人吗？
486,女性,40-69,悲伤,在之前的对话中，您是否考虑过其他提出的观点？,老实说，您是否尝试过设身处地为他人着想或换个角度看待情况？
487,男性,18-39,悲伤,在之前的对话中，您是否考虑过其他提出的观点？,当这些观点被呈现给你时，你有没有反思过其他观点？
488,男性,40-69,悲伤,在之前的对话中，您是否考虑过其他提出的观点？,您可能已经讨论过并被提出了各种需要考虑的观点。当这些被呈现给您时，您是否真的考虑过其他观点和观点？
489,女性,18-39,悲伤,在之前的对话中，您是否考虑过其他提出的观点？,您是否会说，您在之前的讨论中可能会向您提出其他人的观点和论点，您是否一直在仔细考虑？
490,女性,18-39,悲伤,在之前的对话中，您是否考虑过其他提出的观点？,想想或多或少最近的情况，你有没有在谈话中把自己放在别人的位置上？
491,男性,40-69,悲伤,在之前的对话中，您是否考虑过其他提出的观点？,在之前的谈话中，你是否能够考虑其他人的观点？
492,男性,18-39,悲伤,在之前的对话中，您是否考虑过其他提出的观点？,在过去的谈话中，你真的努力去了解别人的观点吗？
493,女性,40-69,悲伤,在之前的对话中，您是否考虑过其他提出的观点？,你有没有想过其他人会如何看待这种情况？
494,男性,18-39,悲伤,在之前的对话中，您是否考虑过其他提出的观点？,你会说你曾经能够真正走出自己，从不同的角度思考一个情况吗？
495,女性,18-39,悲伤,在之前的对话中，您是否考虑过其他提出的观点？,请问你觉得可以考虑别人的观点吗？
496,男性,18-39,悲伤,在之前的对话中，您是否考虑过其他提出的观点？,你有没有想过拥有一个不同于你自己的观点会是什么感觉？
497,男性,18-39,悲伤,在之前的对话中，您是否考虑过其他提出的观点？,你有没有想过别人的观点，你有没有花时间去探索他们？
498,男性,18-39,悲伤,在之前的对话中，您是否考虑过其他提出的观点？,在之前的谈话中，你是否觉得自己一直能够考虑不同的观点？
499,男性,18-39,悲伤,在之前的对话中，您是否考虑过其他提出的观点？,为了解决或减轻你的问题，你是否考虑过在之前的谈话中可能向你提出的其他人的观点？
500,男性,18-39,悲伤,在之前的对话中，您是否考虑过其他提出的观点？,你会说你是那种在谈话中很乐意考虑别人意见的人吗？
501,女性,18-39,悲伤,在之前的对话中，您是否考虑过其他提出的观点？,你能自信地说你总是能够考虑别人的观点吗？
502,女性,40-69,悲伤,在之前的对话中，您是否考虑过其他提出的观点？,你会考虑别人的想法，并采纳他们的意见吗？
503,男性,18-39,悲伤,在之前的对话中，您是否考虑过其他提出的观点？,您是否能够真正考虑与您交谈的人的观点？
504,男性,40-69,悲伤,在之前的对话中，您是否考虑过其他提出的观点？,谢谢你让我知道。您是否相信您已经探索了所有选项，包括其他人可能向您建议的选项？
505,女性,40-69,悲伤,在之前的对话中，您是否考虑过其他提出的观点？,与您交流过的其他人可能提供了一些建议。其他人提出的任何建议对您有帮助吗？
506,男性,18-39,悲伤,在之前的对话中，您是否考虑过其他提出的观点？,想一想，你有没有真正考虑过其他人过去向你提出的其他观点和观点？
507,男性,40-69,悲伤,在之前的对话中，您是否考虑过其他提出的观点？,在您与他人的其他对话中，您是否充分考虑了他们试图提出的观点？
508,男性,18-39,悲伤,在之前的对话中，您是否考虑过其他提出的观点？,在之前的谈话中，你有没有停下来倾听并考虑其他提出的意见？
509,男性,18-39,悲伤,在之前的对话中，您是否考虑过其他提出的观点？,在谈话中，你通常会考虑其他人的观点吗？
510,男性,40-69,悲伤,在之前的对话中，您是否考虑过其他提出的观点？,你有没有退后一步，从各个角度考虑，站在别人的角度看你的情况？
511,女性,18-39,悲伤,在之前的对话中，您是否考虑过其他提出的观点？,您认为还有其他方法可以查看这种情况吗，其他人的建议是否可以帮助您找到它？
512,女性,18-39,悲伤,在之前的对话中，您是否考虑过其他提出的观点？,回想以前的情况和与他人的对话，您是否曾经跳出思维过程并思考可能挑战您的观点？
513,男性,18-39,悲伤,在之前的对话中，您是否考虑过其他提出的观点？,过去，在与他人交谈时，您是否站在他们的立场上？
514,女性,18-39,悲伤,在之前的对话中，您是否考虑过其他提出的观点？,每当有人向您提出这些观点时，您是否尝试过仔细查看其他人的观点？
515,男性,18-39,悲伤,在之前的对话中，您是否考虑过其他提出的观点？,您是否充分考虑了过去与之交谈的人的观点？
516,男性,40-69,悲伤,在之前的对话中，您是否考虑过其他提出的观点？,你会诚实地说你对别人的观点持开放态度吗？
517,男性,18-39,悲伤,在之前的对话中，您是否考虑过其他提出的观点？,你觉得在之前的谈话中你是否充分考虑了其他观点？
518,女性,40-69,悲伤,在之前的对话中，您是否考虑过其他提出的观点？,你通常能把自己放在别人的位置上吗？
519,男性,18-39,悲伤,在之前的对话中，您是否考虑过其他提出的观点？,谢谢你的回答。您是否能够考虑在之前的对话中向您提出的替代观点和意见？
520,女性,40-69,悲伤,在之前的对话中，您是否考虑过其他提出的观点？,你是说在之前的谈话中，你总是倾听别人的观点，花时间仔细考虑他们的观点吗？
521,女性,18-39,悲伤,在之前的对话中，您是否考虑过其他提出的观点？,感谢您的信任，请帮助我更好地理解。你是说，在之前的谈话中，你一直愿意听取别人的看法和意见吗？
522,男性,40-69,悲伤,在之前的对话中，您是否考虑过其他提出的观点？,你能告诉我你是否觉得你通常能够考虑和学习别人的观点？
523,男性,40-69,悲伤,在之前的对话中，您是否考虑过其他提出的观点？,你认为自己是一个思想开放、喜欢听别人意见的人吗？
524,女性,40-69,悲伤,在之前的对话中，您是否考虑过其他提出的观点？,你会说你善于从不同的角度看情况吗？
525,女性,40-69,悲伤,在之前的对话中，您是否考虑过其他提出的观点？,您是否曾尝试从外部看自己，并通过更广阔的镜头看周围的世界，而不受任何偏见的影响？
526,女性,40-69,悲伤,在之前的对话中，您是否考虑过其他提出的观点？,您会认为自己是一个很容易听取他人观点和意见的人吗？
527,女性,18-39,悲伤,在之前的对话中，您是否考虑过其他提出的观点？,谢谢你。如果你不介意，我想知道你是否认为自己是一个思想开放的人，能够不加评判地倾听别人的意见。
