,gender,age,emotion,base,rewriting
343,Male,18-39,Sad,"Do you see yourself as the victim, blaming someone else for how negative you feel?",Have you felt that you have been victimized by someone else perhaps?
344,Male,18-39,Sad,"Do you see yourself as the victim, blaming someone else for how negative you feel?",Would you say you're the victim in this situation? Do you blame others for feeling this way?
345,Male,40-69,Sad,"Do you see yourself as the victim, blaming someone else for how negative you feel?","I would like to know how you feel about your role in this. Do you feel like a victim in your current situation, looking to put your negative feelings on someone else?"
346,Female,18-39,Sad,"Do you see yourself as the victim, blaming someone else for how negative you feel?",Do you feel that you are being victimised in any way?
347,Female,18-39,Sad,"Do you see yourself as the victim, blaming someone else for how negative you feel?",Do you feel like someone else is to blame for the negativity you feel?
348,Male,40-69,Sad,"Do you see yourself as the victim, blaming someone else for how negative you feel?",Would you say that someone else is causing your negative emotions?
349,Male,18-39,Sad,"Do you see yourself as the victim, blaming someone else for how negative you feel?",Do you feel that someone else is to blame for your sadness?
350,Female,40-69,Sad,"Do you see yourself as the victim, blaming someone else for how negative you feel?",Do you feel as though your emotions are the cause of actions from others?
351,Male,18-39,Sad,"Do you see yourself as the victim, blaming someone else for how negative you feel?","Do you think, perhaps, that you're not taking full responsibility for the way you're feeling, and that's causing you to lash out at others?"
352,Female,18-39,Sad,"Do you see yourself as the victim, blaming someone else for how negative you feel?","If I may ask, do you blame others for how you're feeling today?"
353,Male,18-39,Sad,"Do you see yourself as the victim, blaming someone else for how negative you feel?",Do you feel that someone else is trying to hurt you?
354,Male,18-39,Sad,"Do you see yourself as the victim, blaming someone else for how negative you feel?",Would you say that the reason you're feeling these emotions is completely because of someone else?
355,Male,18-39,Sad,"Do you see yourself as the victim, blaming someone else for how negative you feel?","Do you feel you are the victim in this situation, blaming anyone else for how you feel?"
356,Male,18-39,Sad,"Do you see yourself as the victim, blaming someone else for how negative you feel?",Is anyone to blame for the ailments you've been feeling?
357,Male,18-39,Sad,"Do you see yourself as the victim, blaming someone else for how negative you feel?",Do you blame someone for your current emotion?
358,Female,18-39,Sad,"Do you see yourself as the victim, blaming someone else for how negative you feel?",Are other people to blame for you feeling bad?
359,Female,40-69,Sad,"Do you see yourself as the victim, blaming someone else for how negative you feel?","Thank you, I understand. If I may ask this, do you feel that everyone is out to get you right now?"
360,Male,18-39,Sad,"Do you see yourself as the victim, blaming someone else for how negative you feel?",Do you find it easier or natural to place the blame for your problems and feelings on others?
361,Male,40-69,Sad,"Do you see yourself as the victim, blaming someone else for how negative you feel?","I understand, thank you, then I'd like to dig a little deeper. Do you feel you are a victim in this regrettable situation?"
362,Female,40-69,Sad,"Do you see yourself as the victim, blaming someone else for how negative you feel?",Do you feel that someone has done something to harm you in any way?
363,Male,18-39,Sad,"Do you see yourself as the victim, blaming someone else for how negative you feel?",Do you blame someone else for this negative emotions you are dealing with?
364,Male,40-69,Sad,"Do you see yourself as the victim, blaming someone else for how negative you feel?","I understand, thank you. Are you unhappy because someone else has made you feel bad, like you've been hurt by them and you're the victim?"
365,Male,18-39,Sad,"Do you see yourself as the victim, blaming someone else for how negative you feel?","Thank you, let's reflect on this feeling of yours a bit longer. Would you say you are a victim and are you blaming someone for how negative you feel?"
366,Male,18-39,Sad,"Do you see yourself as the victim, blaming someone else for how negative you feel?","I see, thank you. Do you consider yourself to be someone else's victim?"
367,Male,40-69,Sad,"Do you see yourself as the victim, blaming someone else for how negative you feel?","Do you think this is someone else's fault, is there someone that's causing you to feel bad?"
368,Female,18-39,Sad,"Do you see yourself as the victim, blaming someone else for how negative you feel?",Do you feel that these circumstances are the fault of someone else's actions?
369,Female,18-39,Sad,"Do you see yourself as the victim, blaming someone else for how negative you feel?","Do you think that somebody else is making you do something, or is hurting you in some way?"
370,Male,18-39,Sad,"Do you see yourself as the victim, blaming someone else for how negative you feel?",I would like to know if you feel understood or antagonised by others around you; this is important for me to be able to help you. Do you think others around you understand you or are they actually part of the problem?
371,Female,18-39,Sad,"Do you see yourself as the victim, blaming someone else for how negative you feel?",Do you feel that someone is partly to blame for your negative feelings?
372,Male,18-39,Sad,"Do you see yourself as the victim, blaming someone else for how negative you feel?",Does your situation make you feel as though someone else was at fault?
373,Male,18-39,Sad,"Do you see yourself as the victim, blaming someone else for how negative you feel?",Do you feel that you have been harmed and that it is the fault of someone else?
374,Male,40-69,Sad,"Do you see yourself as the victim, blaming someone else for how negative you feel?","May I ask if you feel like a victim right now, and someone else is responsible for your sadness?"
375,Male,18-39,Sad,"Do you see yourself as the victim, blaming someone else for how negative you feel?",Do you think someone is responsible for your negative feeling?
376,Female,40-69,Sad,"Do you see yourself as the victim, blaming someone else for how negative you feel?","Do you feel you do not share any responsibility for this, and others are to blame for having hurt you?"
377,Male,18-39,Sad,"Do you see yourself as the victim, blaming someone else for how negative you feel?",Is there someone else causing your sadness?
378,Female,40-69,Sad,"Do you see yourself as the victim, blaming someone else for how negative you feel?","Thank you very much for your answer. I would now like to ask you if you see yourself as the victim of the situation, and someone else is to blame for your painful feelings."
379,Female,18-39,Sad,"Do you see yourself as the victim, blaming someone else for how negative you feel?","I understand, thank you. Do you feel like you are the victim of other people's behaviour?"
380,Male,40-69,Sad,"Do you see yourself as the victim, blaming someone else for how negative you feel?","Thank you for sharing this. Could you tell me if you see yourself as the victim, blaming someone else for how negative you feel?"
381,Female,40-69,Sad,"Do you see yourself as the victim, blaming someone else for how negative you feel?","Do you feel, perhaps, that the world is against you right now?"
382,Female,40-69,Sad,"Do you see yourself as the victim, blaming someone else for how negative you feel?","I understand. Are other people the problem in this situation, perhaps the the way someone close to you has been treating you?"
383,Female,40-69,Sad,"Do you see yourself as the victim, blaming someone else for how negative you feel?","That's okay, thank you for letting me know. Is there anyone in particular who you are blaming for your sadness?"
384,Female,18-39,Sad,"Do you see yourself as the victim, blaming someone else for how negative you feel?","I sympathise with the feeling of sadness you are experiencing right now. I wonder, is there someone in your life who you feel is to blame for your sadness?"
385,Female,18-39,Sad,"Do you see yourself as the victim, blaming someone else for how negative you feel?",Have you got the feeling that someone else is responsible of how you feel now?
386,Male,40-69,Sad,"Do you see yourself as the victim, blaming someone else for how negative you feel?","Thank you for your answer, let's see if there is something else that is bothering you. Do you feel that someone has been abusing you or victimising you lately?"
387,Male,40-69,Sad,"Do you see yourself as the victim, blaming someone else for how negative you feel?",Do you find that others are often to blame for things that go wrong around you?
388,Female,40-69,Sad,"Do you see yourself as the victim, blaming someone else for how negative you feel?",Do you believe it is someone else's fault that you are feeling so low?
389,Female,18-39,Sad,Do you feel that you are trying to control someone?,Would you say that you're the type of person that always needs to be in control?
390,Female,40-69,Sad,Do you feel that you are trying to control someone?,Negative feelings can cause us to want to control someone else. Do you feel as if you are trying to control or dominate others?
391,Male,18-39,Sad,Do you feel that you are trying to control someone?,Do you feel that you are trying to overpower someone?
392,Male,18-39,Sad,Do you feel that you are trying to control someone?,"Do you feel like you're trying to control anyone, or make them do something you want them to?"
393,Male,40-69,Sad,Do you feel that you are trying to control someone?,Do you feel you have the ability to affect someone else in your life?
394,Female,18-39,Sad,Do you feel that you are trying to control someone?,"Do you have the feeling that you are controlling someone else, or at least trying to?"
395,Female,18-39,Sad,Do you feel that you are trying to control someone?,"Could it be, perhaps, that you are displaying some kind of controlling behaviour?"
396,Male,40-69,Sad,Do you feel that you are trying to control someone?,Deep down do you have the feeling that you are attempting to control another person?
397,Male,18-39,Sad,Do you feel that you are trying to control someone?,Do you find yourself trying to control how someone else behaves?
398,Female,40-69,Sad,Do you feel that you are trying to control someone?,"Would you want to control the situation, or another person?"
399,Male,18-39,Sad,Do you feel that you are trying to control someone?,Is it possible that you're just trying to control all of the thoughts and actions of another person?
400,Female,18-39,Sad,Do you feel that you are trying to control someone?,Are you frustrated right now with trying to control someone or something that you can't?
401,Male,18-39,Sad,Do you feel that you are trying to control someone?,Do you ever worry that you might be taking your negative feelings out on someone else?
402,Male,18-39,Sad,Do you feel that you are trying to control someone?,Are you having any thoughts that you could be controlling someone else or trying to control them?
403,Male,18-39,Sad,Do you feel that you are trying to control someone?,"In all honesty, do you think that controlling someone is okay, or would you ever do it?"
404,Male,18-39,Sad,Do you feel that you are trying to control someone?,"Deep down, would you say that you feel good when you can control or manipulate someone else into doing what you want?"
405,Male,18-39,Sad,Do you feel that you are trying to control someone?,Could it be that you are trying to take charge of someone else right now?
406,Female,18-39,Sad,Do you feel that you are trying to control someone?,Do you feel obligated to control what other people do?
407,Female,40-69,Sad,Do you feel that you are trying to control someone?,"If I may ask, do you consider yourself the kind of person who always wants to be in charge?"
408,Male,18-39,Sad,Do you feel that you are trying to control someone?,Do you ever feel like you need to control the actions of others as a way to cope?
409,Male,40-69,Sad,Do you feel that you are trying to control someone?,"Thank you for your response, that's helpful. Trying to look at yourself from the outside, do you feel that you are controlling or trying to control someone else's behavior?"
410,Female,40-69,Sad,Do you feel that you are trying to control someone?,"Do you feel that someone is not accepting your authority, but they should?"
411,Male,18-39,Sad,Do you feel that you are trying to control someone?,"If you have to be honest with yourself, do you feel that you can, or want to, control someone?"
412,Male,40-69,Sad,Do you feel that you are trying to control someone?,"Thank you, I see. Is it possible that you are having a hard time trying to control someone else?"
413,Male,18-39,Sad,Do you feel that you are trying to control someone?,Please try to look deeply into your relationships with others before answering the next question. Do you feel like you're trying to control someone?
414,Male,18-39,Sad,Do you feel that you are trying to control someone?,Do you ever feel like you're attempting to control someone?
415,Male,40-69,Sad,Do you feel that you are trying to control someone?,"Do you think you might be getting too involved, trying to control someone you shouldn't?"
416,Female,18-39,Sad,Do you feel that you are trying to control someone?,Do you feel like you are trying to be responsible for someone else's actions?
417,Female,18-39,Sad,Do you feel that you are trying to control someone?,"It is always hard to stay objective when emotions are involved, but I would like you to try if you can. Are you feeling like you are always focusing more on what others are doing in life than what you are doing with life?"
418,Male,18-39,Sad,Do you feel that you are trying to control someone?,Do you find comfort in keeping others in control?
419,Female,18-39,Sad,Do you feel that you are trying to control someone?,"Do you, even without realizing it, try to control the people around you?"
420,Male,18-39,Sad,Do you feel that you are trying to control someone?,Is it possible that you might be forcefully influencing someone else's decisions and behavior?
421,Male,40-69,Sad,Do you feel that you are trying to control someone?,Do you ever find yourself blaming or controlling others around you?
422,Male,18-39,Sad,Do you feel that you are trying to control someone?,"If you think about it, would you like the power to control someone in your life right now?"
423,Female,40-69,Sad,Do you feel that you are trying to control someone?,"Is there a power struggle involved, where someone needs to win?"
424,Male,18-39,Sad,Do you feel that you are trying to control someone?,Do you feel that you could be trying to affect or change somebody else's behaviour?
425,Female,40-69,Sad,Do you feel that you are trying to control someone?,"Thank you again, that is helpful for me to understand. Could it be that you are trying to control or manipulate someone else into doing something that you want them to do?"
426,Female,18-39,Sad,Do you feel that you are trying to control someone?,"Thank you. Would you say that perhaps you are trying to control someone else, make them do what you want them to do or say what you want to hear?"
427,Male,40-69,Sad,Do you feel that you are trying to control someone?,"Thank you for letting me know this. Could you tell me if you feel you are trying to control someone, perhaps?"
428,Female,40-69,Sad,Do you feel that you are trying to control someone?,"The following question may feel a little direct, but please try to answer as honestly as you can. Would you say that you feel the need to control someone or something right now?"
429,Female,40-69,Sad,Do you feel that you are trying to control someone?,"I see, perhaps your sadness could be caused by not being able to obtain what you need or expect from others. Could it be that you are attempting to control someone but can't, and this is causing you frustration?"
430,Female,40-69,Sad,Do you feel that you are trying to control someone?,"Could it be that in order to fix your situation and feel better, you are trying to control others in your life?"
431,Female,18-39,Sad,Do you feel that you are trying to control someone?,Could your sadness be causing you to become manipulative toward someone? Could it be that you are trying to make someone do or say something in order to feel better?
432,Female,18-39,Sad,Do you feel that you are trying to control someone?,"Do you think you might have, or desire, the power to influence someone else?"
433,Male,40-69,Sad,Do you feel that you are trying to control someone?,"Thank you for your answer, I am always here to understand and help you, never to judge. Is it possible that you are trying to take charge of someone else's life?"
434,Male,40-69,Sad,Do you feel that you are trying to control someone?,Do you find you spend a lot of energy trying to change the actions and behaviour of those around you?
435,Female,40-69,Sad,Do you feel that you are trying to control someone?,"Do you feel that if others changed the way they behave, it would make your life easier?"
436,Female,18-39,Sad,Are you always blaming and accusing yourself for when something goes wrong?,"I wonder if you always feel like you caused a problem, even when it is not really your fault?"
437,Female,40-69,Sad,Are you always blaming and accusing yourself for when something goes wrong?,Are you always taking the blame when things go wrong or accuse yourself for things that happen?
438,Male,18-39,Sad,Are you always blaming and accusing yourself for when something goes wrong?,Are you always trying blame yourself for negative situations and events?
439,Male,18-39,Sad,Are you always blaming and accusing yourself for when something goes wrong?,Do you feel like blame and accusation always fall on yourself if something goes wrong?
440,Male,40-69,Sad,Are you always blaming and accusing yourself for when something goes wrong?,Do you always apologise when something goes wrong and feel it is your fault?
441,Female,18-39,Sad,Are you always blaming and accusing yourself for when something goes wrong?,Do you always criticise yourself if anything goes wrong?
442,Female,18-39,Sad,Are you always blaming and accusing yourself for when something goes wrong?,Do you always blame yourself when something goes wrong?
443,Male,40-69,Sad,Are you always blaming and accusing yourself for when something goes wrong?,"When things go wrong for you, do you always put the blame on yourself? Do you always accuse yourself of a mistake?"
444,Male,18-39,Sad,Are you always blaming and accusing yourself for when something goes wrong?,"When something goes wrong, do you always give yourself the blame?"
445,Female,40-69,Sad,Are you always blaming and accusing yourself for when something goes wrong?,"If I may ask this, do you always see yourself at fault for anything that happens?"
446,Male,18-39,Sad,Are you always blaming and accusing yourself for when something goes wrong?,"Are you always taking responsibility for anything negative that happens in your life, even when you're not responsible?"
447,Female,18-39,Sad,Are you always blaming and accusing yourself for when something goes wrong?,Would you say that you're often too hard on yourself?
448,Male,18-39,Sad,Are you always blaming and accusing yourself for when something goes wrong?,"It's normal to blame ourselves for our problems on occasion, but we should be careful not to make this into a destructive habit. Do you notice that you're always blaming yourself for anything that goes wrong?"
449,Male,18-39,Sad,Are you always blaming and accusing yourself for when something goes wrong?,Would you say you feel like the blame always belongs with you when something goes wrong?
450,Male,18-39,Sad,Are you always blaming and accusing yourself for when something goes wrong?,"Do you always and continuously blame and accuse yourself when something goes wrong, even if deep down you can recognise that it wasn't your own fault?"
451,Male,18-39,Sad,Are you always blaming and accusing yourself for when something goes wrong?,May I ask if you always blame yourself for everything that goes wrong in your life?
452,Male,18-39,Sad,Are you always blaming and accusing yourself for when something goes wrong?,Do you always feel that you are the reason for everything that goes wrong?
453,Female,18-39,Sad,Are you always blaming and accusing yourself for when something goes wrong?,I would like to know if you think that you always blame yourself when something goes wrong.
454,Female,40-69,Sad,Are you always blaming and accusing yourself for when something goes wrong?,"If I may ask, do you always feel that you messed up somehow?"
455,Male,18-39,Sad,Are you always blaming and accusing yourself for when something goes wrong?,"Do you find that you always seem to blame yourself for the things that go wrong, even when you have no control over them?"
456,Male,40-69,Sad,Are you always blaming and accusing yourself for when something goes wrong?,May I ask if you always believe you are the main cause of your problems?
457,Female,40-69,Sad,Are you always blaming and accusing yourself for when something goes wrong?,Do you feel as if you're always to blame when something goes wrong?
458,Male,18-39,Sad,Are you always blaming and accusing yourself for when something goes wrong?,"When something goes wrong, do you always tend to blame yourself regardless of whether you really made a mistake?"
459,Male,40-69,Sad,Are you always blaming and accusing yourself for when something goes wrong?,Thanks for answering that. Do you feel you are always blaming and accusing yourself when things haven't gone your way?
460,Male,18-39,Sad,Are you always blaming and accusing yourself for when something goes wrong?,I would like you to pause for a second and consider whether you always blame yourself when something goes wrong?
461,Male,18-39,Sad,Are you always blaming and accusing yourself for when something goes wrong?,"Would you say, perhaps, that you always blame yourself when something goes wrong?"
462,Male,40-69,Sad,Are you always blaming and accusing yourself for when something goes wrong?,Do you always feel that problems are your own fault?
463,Female,18-39,Sad,Are you always blaming and accusing yourself for when something goes wrong?,Do you feel like you are being judgmental towards yourself and always blame yourself in the face of adversity?
464,Female,18-39,Sad,Are you always blaming and accusing yourself for when something goes wrong?,"Do you tend to take things personally when facing a challenging or confrontational situation, always placing all the blame on yourself?"
465,Male,18-39,Sad,Are you always blaming and accusing yourself for when something goes wrong?,"When you are down, are you always blaming yourself for what has gone wrong in your life?"
466,Female,18-39,Sad,Are you always blaming and accusing yourself for when something goes wrong?,"Do you, even if unfairly, tend to always blame yourself for everything bad that happens in your life?"
467,Male,18-39,Sad,Are you always blaming and accusing yourself for when something goes wrong?,Do you always unfairly hold yourself accountable for what happens to you?
468,Male,18-39,Sad,Are you always blaming and accusing yourself for when something goes wrong?,"Thinking about it, would you say that you tend to always blame yourself when problems occur?"
469,Male,40-69,Sad,Are you always blaming and accusing yourself for when something goes wrong?,Do you find yourself always taking the blame when things go wrong?
470,Male,18-39,Sad,Are you always blaming and accusing yourself for when something goes wrong?,Do you think it's always your fault when something goes wrong in your life?
471,Female,40-69,Sad,Are you always blaming and accusing yourself for when something goes wrong?,"Do you always feel like you're the one at fault, even when perhaps you shouldn't?"
472,Male,18-39,Sad,Are you always blaming and accusing yourself for when something goes wrong?,"Please tell me, are you always putting the blame on yourself when things go wrong?"
473,Female,40-69,Sad,Are you always blaming and accusing yourself for when something goes wrong?,"I understand, thank you for taking the time to answer that. May I ask whether you feel that you have a tendency to always blame yourself for your problems?"
474,Female,18-39,Sad,Are you always blaming and accusing yourself for when something goes wrong?,"Thanks, I understand. Do you feel you are always blaming yourself for the problems you face?"
475,Male,40-69,Sad,Are you always blaming and accusing yourself for when something goes wrong?,Thank you for sharing this. Can you tell me if you feel you are always blaming and accusing yourself for when something goes wrong?
476,Male,40-69,Sad,Are you always blaming and accusing yourself for when something goes wrong?,Do you always mull over negative events and wonder what would have happened if things had gone differently?
477,Female,40-69,Sad,Are you always blaming and accusing yourself for when something goes wrong?,"Thinking about your past feelings toward yourself, would you say that you feel that everything is always your fault?"
478,Female,40-69,Sad,Are you always blaming and accusing yourself for when something goes wrong?,"Do you always tend to blame yourself when you cannot reach your goals, even when the blame should actually fall on someone else?"
479,Female,40-69,Sad,Are you always blaming and accusing yourself for when something goes wrong?,"Thank you for letting me know. Would you say that you are prone to self-blame, and often accuse yourself for things that go wrong?"
480,Female,18-39,Sad,Are you always blaming and accusing yourself for when something goes wrong?,"Hmm, I see, thank you for taking the time to answer all these questions, I am still trying to figure out the best way to help. Would you say that you have a tendency to point the finger at yourself when something goes wrong?"
481,Female,18-39,Sad,Are you always blaming and accusing yourself for when something goes wrong?,Do you always feel responsible when something goes wrong?
482,Male,40-69,Sad,Are you always blaming and accusing yourself for when something goes wrong?,"That's ok, thank you. Do you think that perhaps you are always blaming yourself for something lately?"
483,Male,40-69,Sad,Are you always blaming and accusing yourself for when something goes wrong?,Do you often take it on yourself when mistakes happen or when things don't go according to plan?
484,Female,40-69,Sad,Are you always blaming and accusing yourself for when something goes wrong?,Do you always feel you should have done more for preventing a bad situation from happening?
485,Female,18-39,Sad,"In previous conversations, have you considered other viewpoints presented?",Do you see yourself as someone who is happy to listen to others' point of view?
486,Female,40-69,Sad,"In previous conversations, have you considered other viewpoints presented?","Have you, in all honesty, tried to put yourself in others' shoes or taken the situation in a different light?"
487,Male,18-39,Sad,"In previous conversations, have you considered other viewpoints presented?","Have you ever reflected on other viewpoints, when these have been presented to you?"
488,Male,40-69,Sad,"In previous conversations, have you considered other viewpoints presented?","You may have talked about and been presented with various viewpoints to consider. Have you really thought about other perspectives and viewpoints, when these were presented to you?"
489,Female,18-39,Sad,"In previous conversations, have you considered other viewpoints presented?",Would you say that you have always considered carefully other people's viewpoints and arguments that may have been presented to you in previous discussions?
490,Female,18-39,Sad,"In previous conversations, have you considered other viewpoints presented?","Thinking about more or less recent situations, have you ever put yourself in someone else's shoes during a conversation?"
491,Male,40-69,Sad,"In previous conversations, have you considered other viewpoints presented?",Have you been able to consider other people's perspectives in your previous conversations?
492,Male,18-39,Sad,"In previous conversations, have you considered other viewpoints presented?","In past conversations, have you really made an effort to understand others' perspectives?"
493,Female,40-69,Sad,"In previous conversations, have you considered other viewpoints presented?",Did you give thought to how others may see the situation?
494,Male,18-39,Sad,"In previous conversations, have you considered other viewpoints presented?",Would you say that you have ever been able to really step outside of yourself and think of a situation from a different point of view?
495,Female,18-39,Sad,"In previous conversations, have you considered other viewpoints presented?",May I ask if you feel able to consider other people's points of view?
496,Male,18-39,Sad,"In previous conversations, have you considered other viewpoints presented?",Do you ever imagine what it would be like to have a viewpoint other than your own?
497,Male,18-39,Sad,"In previous conversations, have you considered other viewpoints presented?","Do you ever think about others' points of view, and have you taken the time to explore them?"
498,Male,18-39,Sad,"In previous conversations, have you considered other viewpoints presented?","In previous conversations you have had, do you feel you have always been able to consider different viewpoints?"
499,Male,18-39,Sad,"In previous conversations, have you considered other viewpoints presented?","Have you thought about other people's viewpoints that may have been presented to you in previous conversations, in order to solve or alleviate your problems?"
500,Male,18-39,Sad,"In previous conversations, have you considered other viewpoints presented?",Would you say you're the kind of person who is comfortable taking other people's views into account during conversations?
501,Female,18-39,Sad,"In previous conversations, have you considered other viewpoints presented?",Can you confidently say that you are always able to consider other people's perspectives?
502,Female,40-69,Sad,"In previous conversations, have you considered other viewpoints presented?","Do you think about what others think, and take their opinions on board?"
503,Male,18-39,Sad,"In previous conversations, have you considered other viewpoints presented?",Are you able to genuinely consider the viewpoints of people you speak with?
504,Male,40-69,Sad,"In previous conversations, have you considered other viewpoints presented?","Thank you for letting me know. Do you believe you have explored all of your options, including those that may have been suggested to you by other people?"
505,Female,40-69,Sad,"In previous conversations, have you considered other viewpoints presented?",Other people you have communicated with may have offered a few suggestions. Were any of the suggestions made by others helpful to you?
506,Male,18-39,Sad,"In previous conversations, have you considered other viewpoints presented?","Thinking about it, have you truly considered other viewpoints and perspectives presented to you by other people in the past?"
507,Male,40-69,Sad,"In previous conversations, have you considered other viewpoints presented?","In other conversations you've had with people, have you fully considered the points they've tried to make?"
508,Male,18-39,Sad,"In previous conversations, have you considered other viewpoints presented?","In previous conversations, did you stop to listen and think about other opinions presented?"
509,Male,18-39,Sad,"In previous conversations, have you considered other viewpoints presented?","During a conversation, do you usually consider other people's point of view?"
510,Male,40-69,Sad,"In previous conversations, have you considered other viewpoints presented?","Have you taken a step back and considered all angles, looked at your situation from others' point of view?"
511,Female,18-39,Sad,"In previous conversations, have you considered other viewpoints presented?","Do you think there is another way that you can view this situation, and could other people's advice help you find it?"
512,Female,18-39,Sad,"In previous conversations, have you considered other viewpoints presented?","Thinking back to previous situations and conversations with others, have you ever stepped outside your thought process and pondered viewpoints that may challenge yours?"
513,Male,18-39,Sad,"In previous conversations, have you considered other viewpoints presented?","In the past, when conversing with others, did you put yourself in their shoes?"
514,Female,18-39,Sad,"In previous conversations, have you considered other viewpoints presented?","Have you tried to take a closer look at others' points of view, whenever these have been presented to you?"
515,Male,18-39,Sad,"In previous conversations, have you considered other viewpoints presented?",Have you fully considered the perspectives of those you have talked to in the past?
516,Male,40-69,Sad,"In previous conversations, have you considered other viewpoints presented?",Would you honestly say that you are open to others' viewpoints?
517,Male,18-39,Sad,"In previous conversations, have you considered other viewpoints presented?",Do you feel that you have given full consideration to other points of view in previous conversations?
518,Female,40-69,Sad,"In previous conversations, have you considered other viewpoints presented?",Are you usually able to put yourself in the other person's shoes?
519,Male,18-39,Sad,"In previous conversations, have you considered other viewpoints presented?",Thank you for answering that. Have you been able to consider alternate views and opinions presented to you in previous conversations?
520,Female,40-69,Sad,"In previous conversations, have you considered other viewpoints presented?","Would you say that in previous conversations you have always listened to others' points of view, taking time to carefully consider their perspective?"
521,Female,18-39,Sad,"In previous conversations, have you considered other viewpoints presented?","Thank you for your trust, please help me understand better. Would you say that, in previous conversations, you have always been willing to listen to other people's views and opinions?"
522,Male,40-69,Sad,"In previous conversations, have you considered other viewpoints presented?",Could you tell me if you feel that you are usually able to consider and learn from other people's viewpoints?
523,Male,40-69,Sad,"In previous conversations, have you considered other viewpoints presented?",Do you consider yourself an open-minded person who likes to hear others' opinions?
524,Female,40-69,Sad,"In previous conversations, have you considered other viewpoints presented?",Would you say that you are good at viewing a situation from different perspectives?
525,Female,40-69,Sad,"In previous conversations, have you considered other viewpoints presented?","Have you ever tried to look at yourself from the outside, and to look at the world around you through a wider lens, independent from any bias you may have?"
526,Female,40-69,Sad,"In previous conversations, have you considered other viewpoints presented?",Would you describe yourself as someone who finds it easy to listen to others' viewpoints and opinions?
527,Female,18-39,Sad,"In previous conversations, have you considered other viewpoints presented?","Thank you. If you don't mind, I'd like to know whether you consider yourself an open-minded person, capable of listening to others without judging."
528,Female,18-39,Sad,"In previous conversations, have you considered other viewpoints presented?","In past conversations, did you always take into account other people's opinions, even when they were far from your way of perceiving the world and yourself?"
529,Male,40-69,Sad,"In previous conversations, have you considered other viewpoints presented?","Sometimes other people may be able to help us figure out a situation and grow stronger, as long as we are able to listen. Do you consider yourself to be a good listener?"
530,Male,40-69,Sad,"In previous conversations, have you considered other viewpoints presented?","When talking with others, do you feel that you allow yourself to take in alternate views and opinions when forming your own?"
531,Female,40-69,Sad,"In previous conversations, have you considered other viewpoints presented?",Are other people's opinions valuable to you?
532,Female,18-39,Sad,Are you undergoing a personal crisis (experiencing difficulties with loved ones e.g. falling out with friends)?,"Do you think you may be undergoing a personal crisis, where you're no longer in touch with your support network?"
533,Female,40-69,Sad,Are you undergoing a personal crisis (experiencing difficulties with loved ones e.g. falling out with friends)?,Are there any major issues going on in your personal life that could be contributing to your sadness?
534,Male,18-39,Sad,Are you undergoing a personal crisis (experiencing difficulties with loved ones e.g. falling out with friends)?,Are you having difficulties with life events right now?
535,Male,18-39,Sad,Are you undergoing a personal crisis (experiencing difficulties with loved ones e.g. falling out with friends)?,Are you facing any difficulties with loved ones perhaps?
536,Male,40-69,Sad,Are you undergoing a personal crisis (experiencing difficulties with loved ones e.g. falling out with friends)?,Have you had any recent major issues with friends or family that have caused these negative feelings?
537,Female,18-39,Sad,Are you undergoing a personal crisis (experiencing difficulties with loved ones e.g. falling out with friends)?,"If I may ask, do you have any trouble in your personal matters?"
538,Female,18-39,Sad,Are you undergoing a personal crisis (experiencing difficulties with loved ones e.g. falling out with friends)?,Is there something personal you are currently going through?
539,Male,40-69,Sad,Are you undergoing a personal crisis (experiencing difficulties with loved ones e.g. falling out with friends)?,"Do you feel like you are having a personal crisis, for example, a difficult time with family or friends or other loved ones?"
540,Male,18-39,Sad,Are you undergoing a personal crisis (experiencing difficulties with loved ones e.g. falling out with friends)?,"Are you in the middle of some trauma of a personal nature, like difficulties with family members or friends?"
541,Female,40-69,Sad,Are you undergoing a personal crisis (experiencing difficulties with loved ones e.g. falling out with friends)?,"May I ask you are having troubles at home, at work or with friends?"
542,Male,18-39,Sad,Are you undergoing a personal crisis (experiencing difficulties with loved ones e.g. falling out with friends)?,Is there anything going on in your personal life that is causing you to feel this way?
543,Female,18-39,Sad,Are you undergoing a personal crisis (experiencing difficulties with loved ones e.g. falling out with friends)?,"I hope you don't mind me asking, but are you facing a difficult time?"
544,Male,18-39,Sad,Are you undergoing a personal crisis (experiencing difficulties with loved ones e.g. falling out with friends)?,Are you experiencing major difficulties or challenges in your relationships with others right now?
545,Male,18-39,Sad,Are you undergoing a personal crisis (experiencing difficulties with loved ones e.g. falling out with friends)?,I would like to know if there is anything happening right now that feels bigger than normal. Do you feel like you are facing a personal crisis?
546,Male,18-39,Sad,Are you undergoing a personal crisis (experiencing difficulties with loved ones e.g. falling out with friends)?,Thank you. Would you say that you are facing a hard time in your personal life?
547,Male,18-39,Sad,Are you undergoing a personal crisis (experiencing difficulties with loved ones e.g. falling out with friends)?,"Have you been facing personal problems with certain people, for example colleagues, friends or family members? Can't you meet your own expectations or those of others?"
548,Male,18-39,Sad,Are you undergoing a personal crisis (experiencing difficulties with loved ones e.g. falling out with friends)?,Are you worried about any personal issues between you and people close to you?
549,Female,18-39,Sad,Are you undergoing a personal crisis (experiencing difficulties with loved ones e.g. falling out with friends)?,Are you going through delicate and difficult moments with other people right now?
