emotion,base,rewriting,semantic,transformation
焦虑,您是否发现您对生活中的人有强烈的负面情绪？这些可能包括：,您是否对某人有强烈的感受或表达以下任何情绪：,5,LOW
焦虑,我们都会感受到情绪，有时会向他人表达情绪，有时这些情绪会非常强烈。您是否认为您对某人有过强烈的感受或表达过以下任何情绪：,您过去是否曾对自己或他人表达或感受到以下任何负面情绪：,5,HIGH
焦虑,您过去是否曾对自己或他人表达或感受到以下任何负面情绪：,我理解你感到焦虑。除了这种感觉，您最近是否也对某人有以下任何一种情绪：,5,LOW
焦虑,每个人一整天都会处理很多情绪，并不是所有的情绪都是积极的。我想问你，你最近有没有特别感受到以下任何一种情绪：,除了你提到的这些感受之外，你最近的经历也涉及到这些感受：,5,HIGH
焦虑,我们都会感受到情绪，有时会向他人表达情绪，有时这些情绪会非常强烈。您是否认为您对某人有过强烈的感受或表达过以下任何情绪：,谢谢你和我在一起。过去，您是否对某人有过以下任何一种情绪或行为：,5,HIGH
焦虑,您是否对某人有强烈的感受或表达以下任何情绪：,您能否与我分享您是否强烈感受到以下任何一种情绪：,5,HIGH
焦虑,对他人有强烈的情绪是很正常的，我不是来评判你的。您是否对他人感受到或表达了以下任何情绪：,为了帮助您，请您指出您是否对他人有以下任何情绪：,5,LOW
焦虑,你说你有焦虑的感觉，不知道你是否还记得你是否对另一个人有过其他强烈的情绪。您是否认为以下任何一项可能适用于您最近的感受：,请问最近几天，您是否对生活中的某个人有以下强烈的感受或表达：,5,HIGH
焦虑,请问最近几天，您是否对生活中的某个人有以下强烈的感受或表达：,您是否觉得这些焦虑感可能是由对某人的任何其他情绪引起的，例如：,5,LOW
焦虑,您是否觉得这些焦虑感可能是由对某人的任何其他情绪引起的，例如：,您是否对某人有强烈的感受或表达以下任何情绪：,5,LOW
焦虑,为了帮助您，请您指出您是否对他人有以下任何情绪：,我现在要问你一些其他的负面情绪。你能告诉我你最近是否对某人有过以下情绪：,5,HIGH
焦虑,除了你提到的这些感受之外，你最近的经历也涉及到这些感受：,您是否对某人有强烈的感受或表达以下任何情绪：,5,LOW
焦虑,我会给你一个情绪清单。我希望你考虑一下，然后告诉我你是否对其中的任何一个有强烈的感受或对某个人表达过其中的任何一个：,您是否对某人有强烈的以下任何一种情绪：,5,HIGH
焦虑,如果可能的话，我想知道您最近是否经历过任何消极和难以处理的情绪。你能告诉我，你对你认识的人是否有强烈的感受或表达过以下任何情绪：,您是否对某人有强烈的感受或表达以下任何情绪：,5,LOW
焦虑,您是否对某人有强烈的以下任何一种情绪：,您是否对某人有强烈的感受或表达以下任何情绪：,5,LOW
焦虑,我知道你说你今天一直感到焦虑，所以我想知道你是否有其他负面情绪。这些情绪中的任何一种是您过去或现在感受到的：,您是否对一个或多个人有以下任何感受：,5,LOW
焦虑,您是否对某人有强烈的感受或表达以下任何情绪：,我希望你对你的处境有很多强烈的感受。您是否感受到以下任何一种情绪，无论是在内心还是向另一个人表达：,5,HIGH
焦虑,当我们感觉不到自己时，有时我们可以将其发泄在我们周围的人身上。您是否对生活中的任何人强烈感受到或表达了以下任何情绪：,您是否对某人有强烈的感受或表达以下任何情绪：,5,LOW
焦虑,您是否对某人有强烈的感受或表达以下任何情绪：,你是否对别人有以下感觉：,5,HIGH
焦虑,您过去是否曾对自己或他人表达或感受到以下任何负面情绪：,我知道当我感到焦虑或害怕时，我有时会不假思索地做出消极的反应；我想知道你是否也遇到过同样的情况。如果我可以问，你会说你对某人有强烈的感受或表达过以下任何一种情绪吗：,5,LOW
焦虑,您是否对某人有强烈的感受或表达以下任何情绪：,你告诉我你一直感到焦虑，现在我想更广泛地询问你的情绪状态。下面的情绪怎么样，你有没有强烈地感受过这些情绪，或者向别人表达过这些情绪：,5,HIGH
焦虑,您是否对某人有强烈的感受或表达以下任何情绪：,你能告诉我你是否曾经对其他人感受到或表现出强烈的这些情绪：,5,HIGH
焦虑,您是否对他人有过以下任何负面情绪：,您是否对某人有强烈的感受或表达以下任何情绪：,5,LOW
焦虑,您是否觉得这些焦虑感可能是由对某人的任何其他情绪引起的，例如：,对他人有强烈的情绪是很正常的，我不是来评判你的。您是否对他人感受到或表达了以下任何情绪：,5,HIGH
焦虑,感到焦虑也可能与其他情绪混合在一起，我想看看您是否认出此列表中的任何一种情绪，或者您是否对它们感到熟悉。您之前是否强烈体验过以下任何一种情绪：,我知道您正在经历一个艰难的时刻，我相信深入了解这些情绪的本质将帮助我了解最好的方法，以帮助摆脱您的痛苦。您是否曾经对一个人或多个人感到或表达过以下任何情绪：,5,HIGH
焦虑,您还记得最近您是否对某人有过强烈的感受或表达过以下任何一种情绪：,您是否对某人有强烈的感受或表达以下任何情绪：,5,LOW
焦虑,您能否与我分享您是否强烈感受到以下任何一种情绪：,我希望你对你的处境有很多强烈的感受。您是否感受到以下任何一种情绪，无论是在内心还是向另一个人表达：,5,LOW
焦虑,您是否对某人有强烈的感受或表达以下任何情绪：,我们都会感受到情绪，有时会向他人表达情绪，有时这些情绪会非常强烈。您是否认为您对某人有过强烈的感受或表达过以下任何情绪：,5,HIGH
焦虑,谢谢你和我在一起。过去，您是否对某人有过以下任何一种情绪或行为：,这种情况是否让您感受到任何特别消极的情绪，例如下面列出的情绪：,5,LOW
焦虑,有时，我们会被负面情绪淹没。你对某人有过这些情绪的经历：,有时我们会向他人反映嫉妒、贪婪、嫉妒、仇恨或恶意的感觉，过去的不信任会导致报复的想法，但请放心，所有这些情绪都是完全正常的。你认为你可能会感受到以下任何一种情绪：,5,LOW
焦虑,我知道您正在经历一个艰难的时刻，我相信深入了解这些情绪的本质将帮助我了解最好的方法，以帮助摆脱您的痛苦。您是否曾经对一个人或多个人感到或表达过以下任何情绪：,您最近是否对任何人有过以下强烈的感觉或情绪：,5,LOW
焦虑,你对别人有没有经历过这些情绪：,您是否对某人有强烈的感受或表达以下任何情绪：,5,LOW
焦虑,我知道您正在经历一个艰难的时刻，我相信深入了解这些情绪的本质将帮助我了解最好的方法，以帮助摆脱您的痛苦。您是否曾经对一个人或多个人感到或表达过以下任何情绪：,您是否对一个或多个人有以下任何感受：,5,LOW
焦虑,你说你有焦虑的感觉，不知道你是否还记得你是否对另一个人有过其他强烈的情绪。您是否认为以下任何一项可能适用于您最近的感受：,您过去是否曾对自己或他人表达或感受到以下任何负面情绪：,5,HIGH
焦虑,您认为您最近是否有过以下情绪：,您最近是否对任何人有过以下强烈的感觉或情绪：,5,LOW
焦虑,您还记得最近您是否对某人有过强烈的感受或表达过以下任何一种情绪：,你是否对别人有以下感觉：,5,HIGH
焦虑,您是否对某人有强烈的感受或表达以下任何情绪：,稍后我将列出一些情绪。您是否对某人有强烈的以下任何情绪，甚至对他们采取行动：,5,HIGH
焦虑,有时，我们会被负面情绪淹没。你对某人有过这些情绪的经历：,您是否曾在任何时候对某人表达或感受到以下任何情绪：,5,LOW
焦虑,你告诉我你一直感到焦虑，现在我想更广泛地询问你的情绪状态。下面的情绪怎么样，你有没有强烈地感受过这些情绪，或者向别人表达过这些情绪：,您是否对某人有强烈的以下任何一种情绪：,5,HIGH
焦虑,我现在要问你一些其他的负面情绪。你能告诉我你最近是否对某人有过以下情绪：,我希望你对你的处境有很多强烈的感受。您是否感受到以下任何一种情绪，无论是在内心还是向另一个人表达：,5,LOW
焦虑,有时我们会向他人反映嫉妒、贪婪、嫉妒、仇恨或恶意的感觉，过去的不信任会导致报复的想法，但请放心，所有这些情绪都是完全正常的。你认为你可能会感受到以下任何一种情绪：,您是否对某人有强烈的感受或表达以下任何情绪：,5,LOW
焦虑,您是否对某人有强烈的感受或表达以下任何情绪：,很高兴您已经认识到您目前的感受，让我们看看我们是否可以识别其他一直困扰着您的负面情绪。您最近是否对任何人感到或表达过以下任何一种情况：,5,HIGH
焦虑,您是否对他人有过以下任何负面情绪：,你对别人有没有经历过这些情绪：,5,LOW
焦虑,你是否对别人有以下感觉：,有时，焦虑可能会导致对他人缺乏信任、对他人感到愤怒或想要报复。您是否觉得您的焦虑可能导致您感受到以下任何其他情绪：,5,LOW
焦虑,谢谢你和我在一起。过去，您是否对某人有过以下任何一种情绪或行为：,当我们感觉不到自己时，有时我们可以将其发泄在我们周围的人身上。您是否对生活中的任何人强烈感受到或表达了以下任何情绪：,5,LOW
焦虑,您认为您最近是否有过以下情绪：,我希望你对你的处境有很多强烈的感受。您是否感受到以下任何一种情绪，无论是在内心还是向另一个人表达：,5,LOW
焦虑,您是否对您认识的其他人强烈感受到或表达了以下任何情绪：,您是否对某人有强烈的感受或表达以下任何情绪：,5,LOW
焦虑,你最近有没有对任何人有过以下强烈的感觉：,有时，我们会被负面情绪淹没。你对某人有过这些情绪的经历：,5,HIGH
焦虑,您是否对某人有强烈的感受或表达以下任何情绪：,为了帮助您，请您指出您是否对他人有以下任何情绪：,5,HIGH
焦虑,对他人有强烈的情绪是很正常的，我不是来评判你的。您是否对他人感受到或表达了以下任何情绪：,您是否对某人有强烈的感受或表达以下任何情绪：,5,LOW
焦虑,您是否对某人有强烈的感受或表达以下任何情绪：,您是否对他人有过以下任何负面情绪：,5,HIGH
焦虑,您是否对某人有强烈的感受或表达以下任何情绪：,您过去是否曾对自己或他人表达或感受到以下任何负面情绪：,5,HIGH
焦虑,您是否会说您曾经对某人有以下任何情绪，和/或表达过它们：,您是否对某人有强烈的感受或表达以下任何情绪：,5,LOW
焦虑,你对别人有没有经历过这些情绪：,您认为您最近是否有过以下情绪：,5,HIGH
焦虑,您是否觉得这些焦虑感可能是由对某人的任何其他情绪引起的，例如：,你是否对别人有以下感觉：,5,HIGH
焦虑,我认为有时焦虑可能会带来其他强烈的情绪。你能告诉我你是否对某人有过或表达过以下任何情绪：,请问最近几天，您是否对生活中的某个人有以下强烈的感受或表达：,5,HIGH
焦虑,您是否对某人有强烈的感受或表达以下任何情绪：,这种情况是否让您感受到任何特别消极的情绪，例如下面列出的情绪：,5,HIGH
焦虑,你对别人有没有经历过这些情绪：,您是否对他人有过以下任何负面情绪：,5,HIGH
焦虑,请问您是否对某人有过或表达过以下任何情绪：,您认为您最近是否有过以下情绪：,5,HIGH
焦虑,除了你提到的这些感受之外，你最近的经历也涉及到这些感受：,您是否觉得这些焦虑感可能是由对某人的任何其他情绪引起的，例如：,5,LOW
焦虑,有时我们会感到强烈的情绪，而这些情绪并不属于我们；感受它们是可以的，但值得反思它们。您认为您最近是否可能对某人表达过以下任何负面情绪：,您认为您最近是否有过以下情绪：,5,HIGH
焦虑,您是否对某人有强烈的感受或表达以下任何情绪：,有时我们会向他人反映嫉妒、贪婪、嫉妒、仇恨或恶意的感觉，过去的不信任会导致报复的想法，但请放心，所有这些情绪都是完全正常的。你认为你可能会感受到以下任何一种情绪：,5,HIGH
焦虑,对他人有强烈的情绪是很正常的，我不是来评判你的。您是否对他人感受到或表达了以下任何情绪：,你对别人有没有经历过这些情绪：,5,LOW
焦虑,我想问你一些我们并不引以为豪的感觉，但是当我们感觉不舒服时，有时对他人的负面情绪会留在我们的脑海中。最近有任何这些情绪困扰着你：,您能否与我分享您是否强烈感受到以下任何一种情绪：,5,HIGH
焦虑,请问最近几天，您是否对生活中的某个人有以下强烈的感受或表达：,您是否对某人有强烈的感受或表达以下任何情绪：,5,LOW
焦虑,有时我们会感到强烈的情绪，而这些情绪并不属于我们；感受它们是可以的，但值得反思它们。您认为您最近是否可能对某人表达过以下任何负面情绪：,您是否对某人有强烈的感受或表达以下任何情绪：,5,LOW
焦虑,有没有向任何人表达过这种感觉：,我知道你说你今天一直感到焦虑，所以我想知道你是否有其他负面情绪。这些情绪中的任何一种是您过去或现在感受到的：,5,HIGH
焦虑,我理解你感到焦虑。除了这种感觉，您最近是否也对某人有以下任何一种情绪：,您是否对某人有强烈的感受或表达以下任何情绪：,5,LOW
焦虑,您是否对一个或多个人有以下任何感受：,您是否对某人有强烈的感受或表达以下任何情绪：,5,LOW
焦虑,我知道您正在经历一个艰难的时刻，我相信深入了解这些情绪的本质将帮助我了解最好的方法，以帮助摆脱您的痛苦。您是否曾经对一个人或多个人感到或表达过以下任何情绪：,您是否对某人有强烈的感受或表达以下任何情绪：,5,LOW
焦虑,除了你提到的这些感受之外，你最近的经历也涉及到这些感受：,您是否对一个或多个人有以下任何感受：,5,LOW
焦虑,您过去是否曾对自己或他人表达或感受到以下任何负面情绪：,您是否对某人有强烈的感受或表达以下任何情绪：,5,LOW
焦虑,您是否对某人有强烈的感受或表达以下任何情绪：,您是否会说您曾经对某人有以下任何情绪，和/或表达过它们：,5,HIGH
焦虑,最近你的焦虑是否导致你对其他人有以下不受欢迎的情绪：,您是否会说您曾经对某人有以下任何情绪，和/或表达过它们：,5,HIGH
焦虑,请问您是否对某人有过或表达过以下任何情绪：,您过去是否曾对自己或他人表达或感受到以下任何负面情绪：,5,HIGH
焦虑,您是否对某人有强烈的感受或表达以下任何情绪：,我知道您正在经历一个艰难的时刻，我相信深入了解这些情绪的本质将帮助我了解最好的方法，以帮助摆脱您的痛苦。您是否曾经对一个人或多个人感到或表达过以下任何情绪：,5,HIGH
焦虑,您是否对某人有强烈的感受或表达以下任何情绪：,最近你的焦虑是否导致你对其他人有以下不受欢迎的情绪：,5,HIGH
焦虑,您是否对某人有强烈的感受或表达以下任何情绪：,情绪往往难以识别，我认为你做得很好。重要的是我们了解我们的情绪是从哪里形成的，所以我想问你最近是否有过以下感受：,5,HIGH
焦虑,您认为您最近是否有过以下情绪：,您是否对某人有强烈的感受或表达以下任何情绪：,5,LOW
焦虑,您是否发现您对生活中的人有强烈的负面情绪？这些可能包括：,我现在要问你一些其他的负面情绪。你能告诉我你最近是否对某人有过以下情绪：,5,HIGH
焦虑,您是否对某人有强烈的感受或表达以下任何情绪：,我知道你说你今天一直感到焦虑，所以我想知道你是否有其他负面情绪。这些情绪中的任何一种是您过去或现在感受到的：,5,HIGH
焦虑,您是否对某人有强烈的感受或表达以下任何情绪：,我会给你一个情绪清单。我希望你考虑一下，然后告诉我你是否对其中的任何一个有强烈的感受或对某个人表达过其中的任何一个：,5,HIGH
焦虑,稍后我将列出一些情绪。您是否对某人有强烈的以下任何情绪，甚至对他们采取行动：,对他人有强烈的情绪是很正常的，我不是来评判你的。您是否对他人感受到或表达了以下任何情绪：,5,HIGH
焦虑,您是否对某人有强烈的以下任何一种情绪：,你对别人有没有经历过这些情绪：,5,LOW
焦虑,您是否对某人有强烈的感受或表达以下任何情绪：,除了你提到的这些感受之外，你最近的经历也涉及到这些感受：,5,HIGH
焦虑,为了帮助您，请您指出您是否对他人有以下任何情绪：,我知道你说你今天一直感到焦虑，所以我想知道你是否有其他负面情绪。这些情绪中的任何一种是您过去或现在感受到的：,5,HIGH
焦虑,这种情况是否让您感受到任何特别消极的情绪，例如下面列出的情绪：,您是否对某人有强烈的感受或表达以下任何情绪：,5,LOW
焦虑,您是否对某人有强烈的感受或表达以下任何情绪：,对他人有强烈的情绪是很正常的，我不是来评判你的。您是否对他人感受到或表达了以下任何情绪：,5,HIGH
焦虑,谢谢你和我在一起。过去，您是否对某人有过以下任何一种情绪或行为：,我完全理解你的感受，这一定很难。如果我可以问，你是否觉得你已经向某人表达了以下任何情绪：,5,LOW
焦虑,最近你的焦虑是否导致你对其他人有以下不受欢迎的情绪：,您能否与我分享您是否强烈感受到以下任何一种情绪：,5,HIGH
焦虑,你告诉我你一直感到焦虑，现在我想更广泛地询问你的情绪状态。下面的情绪怎么样，你有没有强烈地感受过这些情绪，或者向别人表达过这些情绪：,您是否对某人有强烈的感受或表达以下任何情绪：,5,LOW
焦虑,您是否会说您曾经对某人有以下任何情绪，和/或表达过它们：,有没有向任何人表达过这种感觉：,5,LOW
焦虑,您是否对某人有强烈的感受或表达以下任何情绪：,我想问你一些我们并不引以为豪的感觉，但是当我们感觉不舒服时，有时对他人的负面情绪会留在我们的脑海中。最近有任何这些情绪困扰着你：,5,HIGH
焦虑,你最近有没有对任何人有过以下强烈的感觉：,您是否对某人有强烈的感受或表达以下任何情绪：,5,LOW
焦虑,您是否对某人有强烈的感受或表达以下任何情绪：,有时我们会感到强烈的情绪，而这些情绪并不属于我们；感受它们是可以的，但值得反思它们。您认为您最近是否可能对某人表达过以下任何负面情绪：,5,HIGH
焦虑,我想问你一些我们并不引以为豪的感觉，但是当我们感觉不舒服时，有时对他人的负面情绪会留在我们的脑海中。最近有任何这些情绪困扰着你：,您是否对某人有强烈的感受或表达以下任何情绪：,5,LOW
焦虑,情绪往往难以识别，我认为你做得很好。重要的是我们了解我们的情绪是从哪里形成的，所以我想问你最近是否有过以下感受：,您是否对某人有强烈的感受或表达以下任何情绪：,5,LOW
焦虑,情绪往往难以识别，我认为你做得很好。重要的是我们了解我们的情绪是从哪里形成的，所以我想问你最近是否有过以下感受：,对他人有强烈的情绪是很正常的，我不是来评判你的。您是否对他人感受到或表达了以下任何情绪：,5,HIGH
焦虑,我现在要问你一些其他的负面情绪。你能告诉我你最近是否对某人有过以下情绪：,我认为有时焦虑可能会带来其他强烈的情绪。你能告诉我你是否对某人有过或表达过以下任何情绪：,5,LOW
焦虑,对他人有强烈的情绪是很正常的，我不是来评判你的。您是否对他人感受到或表达了以下任何情绪：,这种情况是否让您感受到任何特别消极的情绪，例如下面列出的情绪：,5,LOW
焦虑,我理解你感到焦虑。除了这种感觉，您最近是否也对某人有以下任何一种情绪：,你是否对别人有以下感觉：,5,HIGH
焦虑,您是否对一个或多个人有以下任何感受：,您过去是否曾对自己或他人表达或感受到以下任何负面情绪：,5,HIGH
焦虑,您最近是否对任何人有过以下强烈的感觉或情绪：,您是否对他人有过以下任何负面情绪：,5,HIGH
焦虑,我知道当我感到焦虑或害怕时，我有时会不假思索地做出消极的反应；我想知道你是否也遇到过同样的情况。如果我可以问，你会说你对某人有强烈的感受或表达过以下任何一种情绪吗：,有时，我们会被负面情绪淹没。你对某人有过这些情绪的经历：,5,HIGH
焦虑,我知道你说你今天一直感到焦虑，所以我想知道你是否有其他负面情绪。这些情绪中的任何一种是您过去或现在感受到的：,您是否对某人有强烈的感受或表达以下任何情绪：,5,LOW
焦虑,有没有向任何人表达过这种感觉：,您是否对某人有强烈的感受或表达以下任何情绪：,5,LOW
焦虑,您是否对某人有强烈的感受或表达以下任何情绪：,有时，焦虑可能会导致对他人缺乏信任、对他人感到愤怒或想要报复。您是否觉得您的焦虑可能导致您感受到以下任何其他情绪：,5,HIGH
焦虑,您过去是否曾对自己或他人表达或感受到以下任何负面情绪：,有时我们会感到强烈的情绪，而这些情绪并不属于我们；感受它们是可以的，但值得反思它们。您认为您最近是否可能对某人表达过以下任何负面情绪：,5,LOW
焦虑,您是否对某人有强烈的感受或表达以下任何情绪：,请问您是否对某人有过或表达过以下任何情绪：,5,HIGH
焦虑,您是否对某人有强烈的感受或表达以下任何情绪：,你最近有没有对任何人有过以下强烈的感觉：,5,HIGH
焦虑,你是否对别人有以下感觉：,您是否对某人有强烈的感受或表达以下任何情绪：,5,LOW
焦虑,你是否对别人有以下感觉：,您是否发现您对生活中的人有强烈的负面情绪？这些可能包括：,5,LOW
焦虑,有时，焦虑可能会导致对他人缺乏信任、对他人感到愤怒或想要报复。您是否觉得您的焦虑可能导致您感受到以下任何其他情绪：,您是否会说您曾经对某人有以下任何情绪，和/或表达过它们：,5,HIGH
焦虑,您是否对某人有强烈的感受或表达以下任何情绪：,您还记得最近您是否对某人有过强烈的感受或表达过以下任何一种情绪：,5,HIGH
焦虑,我现在要问你一些其他的负面情绪。你能告诉我你最近是否对某人有过以下情绪：,您是否对某人有强烈的感受或表达以下任何情绪：,5,LOW
焦虑,请问您是否对某人有过或表达过以下任何情绪：,您是否对某人有强烈的感受或表达以下任何情绪：,5,LOW
焦虑,您最近是否对任何人有过以下强烈的感觉或情绪：,谢谢你和我在一起。过去，您是否对某人有过以下任何一种情绪或行为：,5,HIGH
焦虑,谢谢你和我在一起。过去，您是否对某人有过以下任何一种情绪或行为：,您是否对某人有强烈的感受或表达以下任何情绪：,5,LOW
悲伤,您是否经常发现自己扮演了一个好撒玛利亚人的角色，您正在努力帮助甚至纠正他人为自己的利益？,你认为拯救别人是你的使命吗？,6,HIGH
悲伤,您认为您应该成为别人的救星吗？,我想更好地理解为什么你现在正在经历这种消极的感觉。你觉得你需要拯救别人吗？,6,HIGH
悲伤,您现在的心情是否取决于您无法帮助所爱的人这一事实，您是否因此而感到内疚？,你觉得你应该成为别人的救世主吗？,6,HIGH
悲伤,我想了解一下您如何看待自己在社交圈中的角色。你是否经常觉得救人是你的工作，或者别人希望你这样？,你认为拯救别人是你的使命吗？,6,HIGH
悲伤,难不成你是来救人的？,你相信你可以通过帮助别人来帮助自己吗？,6,LOW
悲伤,你相信拯救别人的生命会让你对自己感觉更好吗？,您认为您应该成为别人的救星吗？,6,LOW
悲伤,你是否觉得肩上有一份拯救他人的重担？,您认为您应该成为别人的救星吗？,6,LOW
悲伤,您是否认为您总是必须将人们从麻烦中解救出来，即使他们是自己创造的？,您认为您应该成为别人的救星吗？,6,LOW
悲伤,你相信有值得你拯救的人吗？,你认为拯救别人是你的责任吗？,6,HIGH
悲伤,您认为您应该成为别人的救星吗？,如果可以的话，您是否认为您可能正在尝试成为别人的救星？,6,HIGH
悲伤,你是否觉得你必须成为别人的救星？,你觉得你应该成为别人的救世主吗？,6,HIGH
悲伤,您认为您应该成为别人的救星吗？,你觉得你必须照顾其他人吗？,6,HIGH
悲伤,你觉得成为别人的救星是你的责任吗？,你认为拯救别人是你的责任吗？,6,HIGH
悲伤,是否有可能因为无法拯救生活中需要拯救的人而导致您的悲伤？,你觉得你应该成为别人的救世主吗？,6,HIGH
悲伤,您认为您应该成为别人的救星吗？,你相信即使牺牲自己的幸福，你也能帮助别人吗？,6,HIGH
悲伤,你觉得你被期望去拯救别人吗？,你觉得你应该成为别人的救世主吗？,6,HIGH
悲伤,您认为您应该成为别人的救星吗？,你觉得有人需要你的帮助吗？,6,HIGH
悲伤,你觉得你必须拯救别人吗？,你觉得你应该成为别人的救世主吗？,6,HIGH
悲伤,在回答以下问题之前，请尝试仔细考虑您最近的过去。最近，您是否觉得自己有责任拯救周围的人，以牺牲自己为代价来帮助他们克服问题？,您认为您应该成为别人的救星吗？,6,LOW
悲伤,你相信你可以通过帮助别人来帮助自己吗？,你认为拯救别人是你的责任吗？,6,HIGH
悲伤,你是否觉得你的行为是在试图解决问题、帮助某人或使事情对某人有利？,你认为自己是别人的救星吗？,6,HIGH
悲伤,你认为别人的问题应该是你要解决的问题吗？,你觉得你应该成为别人的救世主吗？,6,HIGH
悲伤,你认为你需要成为别人的救星吗？,你认为拯救别人是你的责任吗？,6,HIGH
悲伤,感谢您迄今为止的合作。请问您是否觉得有必要将生活中的其他人从他们自己的问题中解救出来？,你认为自己是别人的救星吗？,6,HIGH
悲伤,你觉得你需要一直陪在某个人身边吗？,您认为您应该成为别人的救星吗？,6,LOW
悲伤,请问您是否相信将他人从问题中解救出来是您自己的责任？,您认为您应该成为别人的救星吗？,6,LOW
悲伤,成为别人的救世主是否对你来说很重要，并这对你有好处吗？,难不成你是来救人的？,6,HIGH
悲伤,你有没有可能认为，也许，帮助自己也可以帮助别人？,你觉得你应该成为别人的救世主吗？,6,HIGH
悲伤,您认为您应该成为别人的救星吗？,你是否觉得肩上有一份拯救他人的重担？,6,HIGH
悲伤,您认为您应该成为别人的救星吗？,你相信有值得你拯救的人吗？,6,HIGH
悲伤,您是否觉得处于无法帮助他人的境地很困难？,您认为您应该成为别人的救星吗？,6,LOW
悲伤,您认为您应该成为别人的救星吗？,您是否认为您总是必须将人们从麻烦中解救出来，即使他们是自己创造的？,6,HIGH
悲伤,您认为您应该成为别人的救星吗？,你有没有可能认为，也许，帮助自己也可以帮助别人？,6,HIGH
悲伤,难不成你是来救人的？,你觉得你可以做些什么让别人变得更好吗？,6,LOW
悲伤,您认为您应该成为别人的救星吗？,你认为你需要成为别人的救星吗？,6,HIGH
悲伤,你是否觉得肩上有一份拯救他人的重担？,你认为拯救别人是你的使命吗？,6,HIGH
悲伤,你相信拯救别人的生命会让你对自己感觉更好吗？,难不成你是来救人的？,6,HIGH
悲伤,谢谢，现在我想问你一个简单的问题，以便我能更好地理解。拯救别人会让你快乐吗？,你认为拯救别人是你的责任吗？,6,HIGH
悲伤,我想更好地理解为什么你现在正在经历这种消极的感觉。你觉得你需要拯救别人吗？,你认为自己是别人的救星吗？,6,HIGH
悲伤,谢谢，现在我想问你一个简单的问题，以便我能更好地理解。拯救别人会让你快乐吗？,你认为拯救别人是你的使命吗？,6,HIGH
悲伤,您认为您应该成为别人的救星吗？,您是否认为您的脑海中某处正在发生某些事情，让您觉得自己应该成为生活中其他人的救世主？,6,HIGH
悲伤,您认为您应该成为别人的救星吗？,你觉得你需要一直陪在某个人身边吗？,6,HIGH
悲伤,你觉得多帮助别人可以改善你自己的情况吗？,您认为您应该成为别人的救星吗？,6,LOW
悲伤,你觉得有人需要你的帮助吗？,你认为自己是别人的救星吗？,6,HIGH
悲伤,你觉得有人需要你的帮助吗？,您认为您应该成为别人的救星吗？,6,LOW
悲伤,您认为您应该成为别人的救星吗？,您是否觉得处于无法帮助他人的境地很困难？,6,HIGH
悲伤,您是否认为您的脑海中某处正在发生某些事情，让您觉得自己应该成为生活中其他人的救世主？,你认为拯救别人是你的使命吗？,6,HIGH
悲伤,你相信有值得你拯救的人吗？,您认为您应该成为别人的救星吗？,6,LOW
悲伤,您认为您应该成为别人的救星吗？,谢谢，现在我想问你一个简单的问题，以便我能更好地理解。拯救别人会让你快乐吗？,6,HIGH
悲伤,我想更好地理解为什么你现在正在经历这种消极的感觉。你觉得你需要拯救别人吗？,您认为您应该成为别人的救星吗？,6,LOW
悲伤,您目前的担忧是否与您想要帮助的人有关？,你认为自己是别人的救星吗？,6,HIGH
悲伤,您目前的担忧是否与您想要帮助的人有关？,您认为您应该成为别人的救星吗？,6,LOW
悲伤,您认为您应该成为别人的救星吗？,你相信拯救别人的生命会让你对自己感觉更好吗？,6,HIGH
悲伤,你有没有可能认为，也许，帮助自己也可以帮助别人？,您认为您应该成为别人的救星吗？,6,LOW
悲伤,您是否觉得处于无法帮助他人的境地很困难？,你觉得你应该成为别人的救世主吗？,6,HIGH
悲伤,你认为你需要成为别人的救星吗？,难不成你是来救人的？,6,HIGH
悲伤,你认为你应该为别人牺牲自己吗？,你认为拯救别人是你的责任吗？,6,HIGH
悲伤,你会说你倾向于帮助别人，甚至可能以牺牲自己的幸福为代价吗？,你认为拯救别人是你的使命吗？,6,HIGH
悲伤,您认为您应该成为别人的救星吗？,你觉得你让某人失望了吗？,6,HIGH
悲伤,你认为你需要成为别人的救星吗？,您认为您应该成为别人的救星吗？,6,LOW
悲伤,你觉得你让某人失望了吗？,你觉得你应该成为别人的救世主吗？,6,HIGH
悲伤,您认为您应该成为别人的救星吗？,你认为你应该拯救他人吗？,6,HIGH
悲伤,你会说你倾向于帮助别人，甚至可能以牺牲自己的幸福为代价吗？,您认为您应该成为别人的救星吗？,6,LOW
悲伤,您目前的担忧是否与您想要帮助的人有关？,你认为拯救别人是你的使命吗？,6,HIGH
悲伤,你是否感到为他人的命运承担责任？,你认为拯救别人是你的使命吗？,6,HIGH
悲伤,您认为您应该成为别人的救星吗？,你认为自己是别人的救星吗？,6,HIGH
悲伤,您认为您应该成为别人的救星吗？,你有没有感觉到或想到任何让你有想要拯救别人的冲动的事情？,6,HIGH
悲伤,您认为您应该成为别人的救星吗？,成为别人的救世主是否对你来说很重要，并这对你有好处吗？,6,HIGH
悲伤,你认为别人的问题应该是你要解决的问题吗？,您认为您应该成为别人的救星吗？,6,LOW
悲伤,你是否感到为他人的命运承担责任？,您认为您应该成为别人的救星吗？,6,LOW
悲伤,难不成你是来救人的？,您认为您应该成为别人的救星吗？,6,LOW
