text,labels
目前我抵受着相当程度的双重压力。我现在正在处理屋子里遭遇的有些事。,3
我目前很大着。发生压力。的现在家里处理正在我的很多承受事情,3
我发现老公出轨,1
不行。我查觉我姐姐晕厥了。,1
了我朋友和闹翻昨天,0
我昨天和朋友闹翻了,0
我很恼怒。我的老板娘把我逼疯了，我的同学一直向我要我帮不了他的埋头。,1
我很生气的老板我，向要帮不了的忙,1
我感到害怕。我身体不太好，我害怕感染新冠。,3
我倍感担心。我身体不太会，我担心发炎新冠。,3
我生气我的朋友知道,1
我很生气，我的朋友和我男朋友调情，我不知道如何处理。,1
我公园在散步表现时很好今天,2
我今天在公园散步时表现很好,2
我今天说，老实感到很焦虑。,3
老实说，我今天感到很焦虑。,3
狂怒每个人在不停地打扰。,1
每个我地打扰狂怒在不停都。人工作。,1
我很生气,1
我很在我的老板面前我难堪我的让同事。生气,1
我极为恼火我的伙计在我的上司身后让我错愕。,1
焦躁的,3
我很担心年迈,3
我极为怀疑我孙儿的弟弟的有益于。,3
我现在很生气。,1
我很生气现在。,1
我今天好难过,0
我今天好难过,0
我极懊恼。,1
我从未见过她羞辱了我，我现在非常中弹和气愤。,1
我不敢相信她欺骗了我，我现在非常受伤和生气。,1
我最好的朋友这周搬去了很远的地方。,0
我最好的邻居这郑搬去了这么离的公家机关。,0
我支持需要得到,0
情绪低落我,0
我情绪低落,0
今天和,2
今天快乐我感到。和满足，,2
非常难过，我今天没有精力。,0
非常伤心，我今天没有心思。,0
我气得快要爆炸了——我哥哥真的知道如何按我的按钮。,1
如何气得我爆炸哥哥—。我我知道了真的按按钮的快要—,1
我得意极了！,2
开心！极了我,2
很好谢谢,2
我极佳谢谢你们！,2
伴侣了，我真的。我是。,0
我和我的男同志埋怨了，我也许维米县过。我觉得是我的明明。,0
我很崩溃。我无法停止哭泣。我的狗今天被车撞死了。,0
狗我。被车撞我无法停止了的我。很。今天崩溃哭泣死,0
棒极了感觉我,2
我感觉很棒,2
我今天很焦虑。,3
我今天极为迷茫。,3
感觉我很好谢谢你非常，满意,2
我你满意,2
我对全球都很郁闷！,1
我对生气,1
我今天感觉很紧张。我有一个大测试，我担心我不会通过。,3
担心我感觉，有。今天紧张我很测试大。通过我一个不会我,3
我觉得很烂，我和我朋友吵架了。,1
我觉得朋友吵架很烂我和我，了。,1
我今天心情很不好。,0
我今天笑容非常不好。,0
刻薄则表示，我深感极懊恼，就像我会受伤害委托人一样。,1
我某人，很感到老实一样，就像伤害。我会生气说,1
沮丧。,0
不太好，失望，沮丧。,0
我直接前任车窗打。的了我,1
我直接打了我前任的车窗。,1
个很健康好日子我是今天,2
我今天很生气。,1
我确实感到有点焦虑，因为我即将做一些我以前从未做过的事情。,3
我毕竟颇感有点困惑，因为我新近制做一些我以前从未做过的好事。,3
我感到遗憾不安和不安，我不会想想为什么。,3
我感到不安和不安，我不明白为什么。,3
我觉得我想吐,0
我气得要死。我输赌注,1
我气得要死。我输了一个大赌注。,1
我发高烧。好象身体虚弱了。,0
。生病,0
我生气很,1
我太生气,1
不是很好，老实说感觉有点紧张,3
不是很好，老实说有点紧张,3
我今天非常心疼，似乎什么甚至不必对。,0
我今天很伤心，似乎什么都不对。,0
我感到害怕。,3
我倍感怕。,3
很。伤心，时之前在淋浴我哭了我,0
我很，我之前在淋浴时哭,0
我感觉不太好。,0
我那种不好。,0
生气。我对很我弟弟,1
再飞一次，谢天谢地,2
我感到责怪和困惑。,3
我焦虑。,3
我很生气，我完全被我的前任甩了，而且被鬼魂化了。,1
我太恼怒，我完全被我的第四任丢下了，而且被鬼魂立体化了。,1
我很生气，我的房东刚刚给了我一些可怕的消息。,1
我给可怕，一些的房东。很了我的生气我刚刚消息,1
我心情比较欠佳,0
低落我很心情,0
由于我的健康状况，感觉非常糟糕。,0
我糟糕的。，感觉由于非常健康状况,0
什么都不好,0
我今天样子太好了,2
感觉很棒我今天,2
今天会很精彩,2
我只是感觉真的很沮丧。,0
我只是看起来真的极其沮丧。,0
滚蛋,1
真的很好谢谢,2
真的非常重要谢谢,2
很好.,2
我样子极为糟糕，我最好的亲朋好友寄送了一些布季的心理健康内部消息！,3
我感觉很糟糕，我最好的朋友收到了一些令人担忧的健康消息！,3
。通过不能我感觉我没有，很糟糕的，我课程毕业了我,0
我感觉非常糟糕，我没有通过我的课程内容，我不能大学毕业了。,0
我我的就我可能没有我,3
，没有焦虑我我出来所明天就的了，考试成绩可能很的我达到希望我。,3
我的经理骂我所以我很生气,1
我的项目经理辱骂我所以我极懊恼,1
我估计，还行吧。,0
我桑克县，估计值吧。,0
今天一整天我都有一种可怕的感觉，觉得有什么不好的事情即将发生。,3
发生有我的有事情可怕都一种即将觉得一整天什么不好的，感觉今天。,3
我觉得有点饥渴。我的劳作当中没有任何好事会发生。,0
我觉得有点空虚。我的生活中没有任何事情发生。,0
我心存非常烦躁。,3
我感到非常焦虑。,3
我的生活一片混乱。,0
我或许非常忐忑。我所再说的一切就不够在我看来。,0
我真的很郁闷我都不,0
世界觉得这个一切都我很好好像。,2
我觉得这个国度好似一切即使更好。,2
沮丧有点我,0
我有点沮丧,0
对我的父母很生气，他们总是我。,1
我对我的母亲非常不悦，他们总是试图控管我。,1
今天太糟糕了，一切都出错了。,1
今天太糟糕，出错了,1
我有非常多事情要偷懒；我恼火了。,1
我有很多事情要做；我生气了。,1
奥尔奈，今天是我的诞辰,2
都希望了,0
感觉一切都没有希望了。,0
的我我配偶对生气,1
我我生气,1
我有点郁闷,1
有点我生气,1
的天事情我正在方式这些按。进行,2
天事情按我的。,2
我觉得我可能得了生病但没法看医生,3
我觉得重病看医生得不想我但了可能,3
不是较好。我今天只好缺勤三个六小时。,0
不是很好我。小时今天加班两个不得不。,0
一切生气,1
都对一切很生气,1
我嘛高兴。我现在保有我假如的一切。,2
的一切想要。。现在拥有我我高兴真我,2
我为今天发生的事情感到非常生气。,1
非常为今天发生的事情感到我生气。,1
感觉有点惨。,0
我心情有点很惨，喜悦可以较好。,0
不好，我今天过得很糟糕。,1
我感觉斗争紧张,1
。准备的随时我感觉紧张斗争,1
今天我不安感到,3
我应该和好友出去，但我觉得凯曼了。我不必喜欢和一大群年轻人在一起,3
我应该和朋友出去，但我觉得太紧张了。我不喜欢和一大群人在一起,3
老实强调指出不太好，我第一天惊惧发病,3
发作，我说老实刚刚惊恐不太好,3
其实我感吗太棒了。,2
感觉其实我很棒真的。,2
我某人生气对。,1
我对任何人生气。,1
今天心情很紧张，要去面试。,3
今天笑容很冷淡，要过来面试。,3
。真的今天很我开心,2
我今天实在很尽兴。,2
我试著让我为了杀他而跳楼的邻居反败为胜,1
我想让我为了杀他而自杀的朋友起死回生,1
！感觉今天满足，很谢谢,2
我生自己的气。,1
我减掉棒极了刚刚我，衣服感觉了一件尺码,2
我感觉很酷，我才刚减掉了三件衬衫版型,2
停止哭泣我无法。,0
我无法重启哭泣。,0
感觉我的狗舒服。,0
。我我不太好狗感觉的。不舒服今天,0
我感觉很好。我现在正在读一本好书。,2
了再好不过！,2
我感到非常我，。我指示因为不听从生气的儿子的,1
我感到非常生气，因为我的儿子不听从我的指示。,1
我味道非常杂费。一切可能卡壳的政府机构几乎卡壳了。急著床上找个钉钻出。,0
我感觉非常费。一切可能出错的地方都出错了。想地上找个缝钻进去。,0
此刻我感到相当难过,0
相当我此刻感到难过,0
我不好，我真的很难过,0
我真的很难我过，不好,0
因为到时候要口试所以我大感低落,3
因为明天要考试所以感到紧张,3
我的工作很生气我被困其中这我感到。,1
我对我的教育工作很气愤。我感到恐惧淹死在其中，这让我感到恐惧懊悔。,1
感觉不太好，我真的很挣扎。,0
感觉，我真的挣扎,0
很好我们公园悠闲地散步。,2
哈哈更好，我们在公园角落里悠闲骑车。,2
我对我的老板很生气，她总是那么苛刻，根本不考虑人们的心理健康,1
我对我的伙计非常懊恼，她总是那么严酷，根本不必考虑人们的特殊教育,1
我今天有点不能高兴。,0
我今天有点不高兴。,0
真的感觉我没有通过考试,0
我，很着急真的我通过考试没有我感觉,0
对思考今天不太好，我的脑子我过度运转。飞速。我在所有事情的停止感觉无法,3
我今天不太好。的，我无法停止思考。,3
我我不太好可怕，被一种诊断了出得感觉。疾病的,0
我感觉不太好，我被诊断出得了一种可怕的疾病。,0
我今天感觉很棒,2
我很棒,2
我在国度之巅！,2
世界我在之巅！,2
今天有点沉重。,0
今天呢有点沉重。,0
我啥都不如意，我从来没有足够的钱做任何事情。,0
我啥也疲惫不堪，我即便没有够的小钱做得好任何事情。,0
像大黄蜂一样生气我想,1
我像SBD一样不耐烦，我试著追打。,1
我觉得可能会发生一些不好的事情，而且我担心它会发生。,3
觉得发生一些，而且我担心。,3
我感觉有点压力，因为我忘记付信用卡了。,3
，忘记信用卡了。,3
我今天失去了一个亲密的朋友，感到非常难过和孤独。,0
我今天一个了亲密失去非常难过的感到，。和朋友孤独,0
自从他离开我我真的不想再活了,0
自从他搬离我我想不到没有勇气再活了,0
总会很糟糕很发生真的，担心觉得可怕的真的真的事情,3
想不到十分糟想不到十分怕，想不到觉得不可思议的事情区会暴发,3
我为今天再次发生的这事而为难。,1
我为今天发生的事情而生气。,1
由于出现症状，我必须进行新冠检测，而且我担心自己可能会呈阳性。,3
由于出现症状我检测，我担心自己可能会,3
我只想哭，因为我的狼狗过世了这么不爽。,0
了我，的我只想哭死狗因为很难受。,0
我有过跟糟的时候。我最近显然有点睡著。,0
发疯有过跟好的最近我。我有点肯定时候。,0
我很生气。,1
只是感受难道基本处于我记忆中的徘徊不前，似乎什么确实不够对。,0
我的感觉处于真的什么生命低谷只是。似乎中都不对，,0
的他我我朋友。生气，我对不很服从因为,1
我对我的朋友很生气，因为他不服从我。,1
我感觉好极了。,2
感觉好极了。,2
不是很好,0
不是更好,0
我很沮丧。,0
很高兴。,2
高兴很。我,2
我很生气。,1
非常感谢您的提问,2
不错。今天喜悦很愉快。,2
不错。今天心情很愉快。,2
我有些憎恨，因为城中所有的示威让我抱怨自己要出事，否则我将无法获得蔬菜水果和日用品。,3
害怕，因为城里的骚乱自己，否则我将和必需品。,3
我也许样子不错,2
感觉不错我真的,2
很好，谢谢，你呢？,2
？，谢谢，很好你呢,2
可怕的。我对我的表弟这么不耐烦，我相信他意欲让我的妻子抵制我。,1
糟糕的。我对我的兄弟很生气，我相信他正试图让我的家人反对我。,1
不好，我和妈妈吵架了。,0
不好，我和妈妈,0
我感值得称赞我刚从某个大放假回来。,2
我感觉从假期,2
活著真是魔力的一天！,2
我感觉很好，谢谢你。,2
。感觉，谢谢很好你我,2
务必责怪我吧，我十分绝望。,0
请放过我吧，我很痛苦。,0
你为什么这么答道我？,3
你为什么这么问？,3
不是较好。,0
很好。,0
我很因为的朋友出去,2
我十分高兴因为我和我的女朋友出去了,2
我很生气我的老板写信给我。,1
我心情不好的,1
我为自己的安全心存羞愧,3
我为自己的安全感到害怕,3
。谢意万分？你,2
只是担心接下来的几天,3
只是担心接下来的几日,3
嗯，不怎么样，嗯，我其实很惧怕频发了什么，我整个五天甚至没用午休。,3
什么没整个，嗯都我嗯真的我发生很了，担心，星期，不太好睡觉。,3
我担心职业我的,3
我担心我的职业,3
我觉得我女朋友一直在骗我，这让我很焦虑,3
我觉得我女友一直在哄骗我，这让我相当恐惧感,3
我做得很好，我今天感到很高兴。,2
我再说得极好，我今天感到遗憾非常高兴。,2
就像我需要冷静,1
就像我需要冷静,1
我心情今天很。我觉得幸运好这么,2
我好觉得很幸运,2
今天，我也许这么满足。,2
今天。我很真的，满足,2
我没那么好，我想一个人呆着。,1
，我那么我呆好人一个没想着。,1
！超棒,2
不太好了度过。一天，沮丧的非常我,1
很糟，我渡过了非常难堪的一天。,1
空虚。只是我。觉得很好不是,0
很好。我觉得空虚,0
正经说道，我今天大感有点烦躁。我前日察觉到了一类同事，现在他们被得知需要自我隔绝。,3
见老实，我今天了被感到。，朋友告知隔离一个昨天有点我他们现在说需要焦虑自我。,3
今天很我焦虑。,3
我今天实在十分迷茫，我不够知道为什么,3
我今天真的很焦虑，我不知道为什么,3
和感觉不太好我昨天闹翻了，朋友,0
朋友闹翻了,0
感觉不太好头脑很模糊，我我告诉了。,3
我事实上样子很糟，我的精明十分清晰，我沮丧恐惧，我的知觉表示我出了什么问题。,3
不是较好。我惧怕我的安全。,3
任何很自己我，事情我做没能好几个痛苦星期让。了已经,0
我很我没能自己做事情了。,0
油漆我在，的。停车场时，有人蹭了我的车我很停生气杂货店,1
我的车停在杂货店停车场时，有人蹭了我的油漆，我很生气。,1
对很今天一种我自信有，不好感觉的不是。,3
我对今天不是这么坚韧，有一些则不是太好的心情。,3
因为没有很现在我，我生气通过考试,1
我现在很生气，因为我没有通过考试,1
可怕。只是很难过我。,0
骇人。我只是勒图韦县过。,0
很，最近生活很好顺利进展我感到，平静,2
很好，最近生活进展顺利，我感到很平静,2
我制做得非常重要，你好你的发言！,2
很好得我做谢谢，的你提问！,2
不尽人意，我的鸭子前天过世了。,0
了死，我狗昨天的不太好。,0
一切似乎就不能成功，我无法让自已听完我听完。,1
不，我无法让任何人我说话,1
有点害怕，昨晚搞了两件丢人的事情,3
有点害怕，昨天了的,3
好极了。我感觉,2
我一天的这是美好，感觉很棒。,2
这是美好生活的一天，我感受值得称赞。,2
我味道不好。我不已压力较大，我十分担忧，因为我不能知道为什么要有这种味道。,3
我感觉不太好。我感到压力很大，我很担心，因为我不知道为什么会有这种感觉。,3
我只是觉得最近比较不耐烦。,1
老实说，不是很好。我的猫刚刚去世。,0
去世很好老实，刚刚。的我猫说不是。,0
我只是随机有这些爆发,1
沮丧,0
我有点懊恼。,0
我对我朋友的不当行为感到愤怒。,1
我不当愤怒朋友的对行为感到我。,1
今天，我既烦躁又讨厌。,3
，我又害怕。,3
我休息日很放松，是我今天的,2
我今天很放松，是我的休息日,2
我真的很害怕，因为我一会要去看牙医。,3
我极为羞愧。我丢到了零花钱,1
我很生气。我丢了钱,1
不是较多，只是整个多星期即便感到遗憾懊悔。,0
整个很好只是沮丧，星期都不是感到。,0
我极好，谢谢你，布季获赐我永恒,2
我，谢谢，我,2
我很好谢谢。,2
很好,2
我很生气，因为我的狗在我外出工作时撕毁了我最喜欢的沙发。,1
很生气，我的狗在外出撕毁我的。,1
我感很好谢谢你们,2
我感觉很好谢谢,2
。生气！正确。解雇我我我了感觉有我在工作中一切都是，的很真的的，我不好这种错是他们的做被,1
我不好！我被解雇了，我真的很生气。我在工作中做的一切都是正确的，我有这种感觉是他们的错。,1
了的我赢得足球队世界杯我满足感到很，,2
我的足球队赢得了世界杯，我感到很满足,2
我今天对我的股票市场投资组合表现特别满意。,2
今天股票市场投资表现满意。,2
我觉得很糟。,0
不太好,0
太可怕了，昨晚有人闯入我家。,0
。闯入可怕，昨晚我家了有人太,0
或许不熟。我试著我的婚姻关系开打了。,0
真的不好。我想我的婚姻结束了。,0
今天不太好应付得我,3
我今天应付得不太好,3
我错感觉这种他们有的是。,1
我有这种感觉是他们的错。,1
我担心我目前的工作状况,3
我怀疑我目前的管理工作现状,3
好我没感觉那么。,0
我感没用那么不好。,0
我有点难过。我今天面试成绩优良。,0
沮丧。今天,0
我感觉不太好，我担心面试。,3
不太好面试担心我，我感觉。,3
我对我室友发生的事情很生气,1
事情对发生很我我的室友生气,1
我对这里的政治局面颇感双重压力和焦虑。,3
我焦虑。的政治局势和压力对这里感到,3
不曾那么好看。我心存有点忧郁,0
没有点。好我感到那么孤独,0
我感觉很满足。,2
。我很满足感觉,2
，说最近没有任何积极的。,0
不是很好，老实说。我只是最近似乎没有任何积极的感觉。,0
我非常沮丧。,1
我政治局势了愤怒和。,1
我最近对正在会发生的政治局势充满著了恼怒和怨恨。,1
我我想了再继续。不能下去,0
很好，新房子看起来棒极了！,2
，看起来新房子！棒极了很好,2
世界之巅，！,2
在在世界上之巅，老板娘！,2
一切都很好，谢谢，没有啥可抱怨！,2
一切都没有啥可,2
我有更好的日子,1
日子有更好我的,1
我懊恼,1
我生气,1
今天是个好日子,2
我在变好但真的又为事情生气了,1
我以为我在黯然无光，但我就算又为坏事气愤了,1
我心情不好。,0
我感觉不好。,0
我害怕未来的。,3
欠佳。我讨厌可以预见的亦然。,3
此刻焦虑和恐惧加剧了，谢谢你想我。,3
那一刻困惑和绝望弱化了，感谢你不想我。,3
不好我。知道在发生一切这为什么不。都我身上我,1
我不好。我不知道为什么这一切都发生在我身上。,1
我被挤到了缓和的觉悟，失去了淡然。,1
被了我了冷静，地步的失去推到。恶化,1
我很沮丧我理解说什么我都！的父母，。无论我不,1
我很懊悔！无论我说什么，我的父亲都未必解释我。,1
我感受有点窘迫和无助。,0
我感觉有点沮丧。和虚弱,0
处理只是不想现在我这个。,1
我只是没有勇气现在处理这个。,1
我其实很担心这个结果，我不敢再问了,3
了不敢很担心再问其实，结果我这个我,3
的只是我而解雇了我,1
我的老板只是因为我果真而开除了我！,1
我今天太尽兴，一切也太成功,2
一切都很开心，今天顺利很我,2
心情低落，男朋友跟我分手了,0
我今天太焦躁，我要出远门。,3
我今天很焦虑，我要考驾照。,3
我很好谢谢。,2
我担心枪击我的年轻人迅即跟踪我,3
我担心袭击我的人会再次跟踪我,3
遇到还好我我我起。了晚不得不赶去。麻烦不会希望我但上班，，,3
我呵呵，但我起前两天了，只得赶顺便出差。我希望我不会遇到倒霉。,3
其他人如果！在爆炸我会，交通切断中我试图,1
如果自已试图在公路交通中其切断我，就要泄漏！,1
和对我满意新它的我很位置公寓的,2
我对我的崭新公寓楼和它的右边极为欣慰,2
我好像很糟,0
我很糟感觉,0
很糟糕,1
对目前的个别情况真的太欣慰,2
对目前的情况真的很满意,2
担心我的评估，我做来获得。,3
我开始我,1
我开始想我哥哥什么时候离开并生气,1
，的一种同性恋拥有感觉。我对我欣喜若狂我的一切感到所有,2
有感觉，所拥有的一切,2
想在和很最近我我吵架，这。妈妈我生气让,1
我在最近和吵架，我很,1
不太好，又是一个没有丝毫区别的日子。,0
不好，又是某个没有全然差异的一天。,0
由于疫情，我感到焦虑,3
，疫情由于焦虑我感到,3
你吗什么用这有知道,1
你知道这有什么用吗,1
我很一周沮丧感到因为连续都，在下雨。,0
我感到很沮丧，因为连续一周都在下雨。,0
我没有任何快感。,0
我没有任何五感。,0
生气感觉好点。,1
你有其他问题,1
你有其他问题吗？,1
特别糟糕,0
更重要糟糕,0
在生气。,1
我只是在恼火。,1
。我妈妈昨天进了我一个告诉发生。,3
我觉得不尽人意。我爷爷昨日躲进了专科医院，我在等两个电话则表示我再次发生了什么。,3
我很好。,2
我。很好,2
我有点懊恼，因为查尔斯没有完成他的任务。,1
我有点生气，因为詹姆斯没有完成他的任务。,1
我一点都不好。,1
我一点儿几乎不好。,1
我今天前半生太愉快，这里没有责备。,2
我今天过得很愉快，这里没有抱怨。,2
真的。受够了这个,1
生活总是被踢倒很我真的，我生气！,1
我总是被生活踢倒，我真的很生气！,1
感觉糟糕,1
我感觉很差劣,1
越来越今天感到很时间长越来越我待办工作清单似乎我，长我。的焦虑的。事项,3
我今天倍感比较自卑。我的巨集其他事项附注似乎更加宽，我此项工作的天数更加宽。,3
我对我的新伙伴感到非常高兴和满足。,2
我的我。对伙伴和感到非常高兴满足新,2
我怕我不记得我学过的任何东西,3
我怕我绝不回忆起我学过的任何东西,3
我感到非常不安。,3
我不安感到非常。,3
高工作我标准担心我达到的不会的足够,3
我我的工作不会达到足够高的,3
我惊恐,3
我想我会惊恐发作。,3
天气，垃圾场糟糕它让陷入了我很。,0
天气很糟糕，它让我陷入了垃圾场。,0
我感到。生气很多非常我姐姐伤害了，因为我,1
，因为我姐姐伤害我,1
我担心很，做作业我没有因为,3
我很担心，因为我没有做作业,3
我今天样子太疲惫。,3
我极其不必高兴，因为我的智能手机拿掉了。,1
我了高兴很，因为我摔坏。的手机不,1
我对考试真的很紧张,3
对我紧张考试很真的,3
，我不好感到孤独,0
不好，我沮丧忧郁,0
我今天难道这么吃紧。,3
今天我。紧张很真的,3
我今天感觉很棒！谢谢你。,2
今天感觉很棒,2
一点虽然太差，我扔掉了科研工作。,0
不好丢。,0
我现在很开心。,2
现在我很。开心,2
我很对的我同事生气,1
我我同事很,1
我实在这么生气，我今天班莱班县无法完成任何事。,1
真的很我在工作中任何事情,1
我我，的对，的搭档令人恼火了不好因为他我生气一些句子说很,1
我不行，我对我的搭挡极其恼火，因为他说了一些令人恼火的语句,1
感觉，现在对,3
我有更好的光景，我味道不够愉快，现在对事不已迷惘。,3
我很好，我不能抱怨,2
由于某种原因，我今天感觉很忧郁。,0
由于某种原因很我，感觉今天忧郁。,0
我今天很难过。,0
我今天里韦县过。,0
我很难过,0
我不太可能过,0
老实说，我今天感到压力很大，我担心我在面试中表现不佳，然后我又回到了原点。,3
自以为是反问，我今天沮丧顾虑一定，我忧虑我在口试中其竞技状态差强人意，然后我又回到了原点。,3
我不熟，当同伴撞坏到我的车时，我难道十分气愤,1
我，不好生气陌生人撞很我到的，车时真的当我,1
。今天不安我不太好感觉非常和焦虑我。,3
我今天感觉。非常焦虑和。,3
不好，我认为什么都不会改变。,0
不好我什么都。,0
，绝望。沮丧,0
我真的很沮丧，有点绝望。我想我很沮丧。,0
我很好谢谢。,2
提问感觉你我谢谢很好的我。，昨晚很好睡得！,2
我感觉很好，谢谢你的提问！我昨晚睡得很好。,2
我家有人感染新冠，我焦虑,3
妈傅先生发炎了新冠寄生虫，我现在非常不安。,3
这么好,2
那种说实话没有这么好看的,2
我今天非常疲惫,3
极度去离老婆！！而愤怒我,1
极之反感！女朋友离我而回去！,1
今天好日子,2
今天是。来说好日子个我对,2
我觉得很难受。我狗丢了。,0
我觉得相当厉害。我猫丢到了。,0
不太好今天,0
今天不太好,0
我想我最近很,1
我只是想砸东西。我的老板最近很为难。,1
空是令人费解,0
空是轻描淡写,0
我感到欣喜若狂,2
我感到心碎,2
我今天感觉很差。我很害怕失去工作。,3
失去今天很差我。工作。害怕我感觉很,3
。今天都糟透了一切,1
我因为生气，很我的最喜欢猫了我毁的地毯,1
我生气，我的毁了我,1
我现在感到很幸福,2
我现在大感很真爱,2
紧张的,3
我的一个朋友去世，我感到,0
我的三个朋友去世了，我感到十分徬徨,0
我今天感觉很好，我通过了考试！,2
我今天感受较好，我通过了口试！,2
我不厉害。,0
不厉害我。,0
我非常对的行为我感到朋友恼火。,1
我对我朋友的行为感到非常恼火。,1
我感觉很完全糟糕,0
我完全感觉很糟糕,0
超棒！我的考试成绩出炉了，我考得很好！,2
考试成绩出炉了，我考得很好！,2
我今天好像不是特别踏实的。我十分迷茫，不必知道为什么。,3
感觉不是特别的。很焦虑知道为什么,3
我感觉真的很好！,2
我感觉很糟糕，我刚刚得到了一些非常令人恼火的消息,1
我感觉了得到，消息糟糕令人恼火刚刚一些非常我的很,1
今天心情好,2
心情好,2
我要是喊,1
我想喊,1
我感觉很好，因为我刚刚发现我通过了考试,2
了我，很好发现我通过考试我刚刚感觉因为,2
每个、—人我和反对我我老板的的都丈夫。我的孩子—,1
每个年轻人几乎反对者我——我的酒保、我的未婚妻和我的小孩。,1
我极为重要！,2
我很好！,2
好多。现在有很多,2
好多了。现在有很多值得感激的地方。,2
害怕的,3
的害怕,3
生气又生气。我周围没有人在听我说话。,1
不悦又不悦。我周围没有人在听完我撒娇。,1
我今天好难过,0
我的孩子生病了,3
我生气,1
我今天很生气,1
最近低落的很。一直我几天心情,0
最近一个月我的心境一直比较萎靡。,0
我没有那么差劲，因为我被纪检怒骂了。,0
没有我那么骂好因为我被上级了，。,0
生气了，彻底结束了这一切。我刚出去工作。,1
生气，结束。工作,1
我啪好多了，我声响亮，因为我今天的早上担心的背部酸痛已经听到“现在一声很，”了起床我时。,3
我已经好几个了，我比较怀疑，因为我今天傍晚起床时候看见了一声朗朗上口的“啪”夜，现在我的臀部浮肿。,3
我好多了。我正在待我的试验结果，我对结果感到亢奋。,3
感到等待测试我对的。我正在了好多结果我我结果，紧张。,3
我对我很，他我吵架。,1
我，我他。很我真的吵架对生气和了丈夫,1
其实很担心，我可能需要一些帮助,3
其实很害怕可能一些,3
我有点因为面前演讲,3
我感到我压力。因为全校演讲必须有点面前，在,3
完成了我敢肯定重要,3
我需要完成的小事Harcou了，我毫无疑问不管怎样忘记一些重要的小事。,3
今天谢谢，提问的我很你真的开心,2
谢谢你的提问，我今天真的很开心,2
他妈的我。了气死,1
我他妈的气死了。,1
我今天的心情真的很低落，我很害怕它不会好转。,3
我今天真的低落，很不会好转,3
我感觉不太好。我的祖母上周去世了。,0
我感受很糟。我的舅舅上周五离世了。,0
我很开心不真的,1
我很开心,1
非常难过，我正在一个悲伤日子的纪念日想起它。,0
非常，悲伤日子纪念日想起它,0
所快乐没有我爱的了真正就。感到人，从那以后失去我,0
我失去了所我爱你的人因，从那之后我就没有真正感到恐惧快乐。,0
我的父母才刚离世，我无法暂时中止痛哭。,0
无法我母亲刚刚去世的哭泣，停止。我,0
我今天感觉不太好。,0
我不太好今天感觉。,0
哦甚至不要开始让我！，,1
哦，甚至不要让我开始！,1
我因为我这个问高兴。。问题我很很你糟糕，我想真的最近沮丧很,0
，最近很。我想我沮丧。,0
我对我的生活很满意,2
我的我对生活很满意,2
我感到活着和幸福。,2
幸福。感到和我活着,2
感觉很棒,2
我心情很棒,2
其实还不错！,2
还不错！,2
我真的似乎无法摆脱这种,3
我今天呢比较亢奋，我似乎无法冲破这种焦虑,3
我对考试很紧张,3
很对我考试紧张,3
这是一个如此美好的晴天,2
这是一个的美好如此晴天,2
是的，很好，谢谢。,2
是的，非常重要，你好。,2
我不能更快乐,2
不能更快乐,2
很糟糕。我发现我父母要离婚了。,0
父母。糟糕离婚很我要发现我了。,0
我过得不好今天,0
我今天过得不好,0
我心情不好，我最好的朋友不会跟我说话。,0
最好心情朋友，。我的跟不会我不好说话我,0
我感到非常我的世界。,3
我感到非常害怕我周围的世界。,3
我生气了。我厌倦了我的妻子。,1
我气愤了。我无法忍受了我的未婚妻。,1
我有一种害怕一会的。真的很怕坐飞机,3
我有一种害怕一会坐飞机的感觉。我真的很怕坐飞机,3
我！觉得很棒,2
我觉得很棒！,2
我很生气，因为我打破了一个盘子，碎片散落在地板上。,1
我相当为难，因为我跳出了一个肉块，碎片散布在屋顶上能。,1
我感觉很。，我精神抖擞自己满足,2
我自己十分满足，我看起来风雨无阻。,2
我很不安,3
很我感到不安,3
我中感到焦虑,3
我在顽固中所大感焦虑。,3
我感觉不太好，我很焦虑,3
我心情不太好，我很恐惧感,3
我只是不该再继续下去了，一切似乎即使是那么万念俱灰。,0
了似乎不想只是下去再继续，我绝望那么是都一切。,0
实际上情绪极度所淹没,3
我实际上已经被情绪的动荡和极度的恐惧所淹没,3
我一点都不舒服。一切事情都不顺。,0
我不好，他沮丧说生气，以至于让丈夫的一辆我汽车买了和我从来。，而且我我这件事没有因为。过如此昂贵很,1
我吗对我的老太太极其为难，他今天傍晚傻子地和我大打出手了。,1
我真的对我的邻居很生气，他今天早上无缘无故地和我吵架了。,1
，我下雨淋湿,0
不是太好，今天晚上我放晴弄湿了。,0
她就是绝不和我发出声音了，我绝不知道该怎么办。,0
她就是不和我说话了，我不知道该怎么办。,0
一个同学们把我的重点项目专家建议认作了自己的。,1
一个同学把我的项目建议当成了自己的。,1
我今天那种不是太好。,1
我今天感觉不太好。,1
我想觉得打人我。,1
我觉得我想打人。,1
我好像太好了，您好，我不久以后被知悉我被奥斯卡奖一个大奖。,2
，被刚刚被我我谢谢很棒感觉告知一个，提名奖项我。,2
需要休息,1
我需要休息一下交友新闻,1
沮丧很真的伤心。我很,0
我难道相当悲伤相当沮丧。,0
我很沮丧，我今天应该去看我爸爸，但他不得不重新安排时间，我很想念他。,0
，应该爸爸他不得不时间，我,0
我感觉不太好。,0
感觉不太好,0
我这个无法账单，而且还在地工作,0
