,text,labels
877,My nerves are not good.,3
878,I feel lost after a friend died.,0
880,I lost a big bet.,1
881,I don't think I can keep going.,0
882,I am thankful for where I am.,2
883,I am feeling better about something that happened at work.,1
884,I felt a dark cloud over me today.,0
885,I feel like I'm about to explode because I keep clenching my fists.,1
886,I am not as good as I used to be.,0
887,"Thank you, I'm good.",2
888,Everything is going well for me.,2
889,There is a lot to be thankful for.,2
890,I haven't felt this good in a long time.,2
891,I am home alone and bored.,0
892,"I'm not doing well, my anxiety is kicking my butt.",3
893,I feel like I'm worthless and powerless.,0
894,I have these outbursts randomly.,1
895,I want to be happy but I am not.,0
896,I'm having a great day.,2
897,"I feel good, I've been feeling unwell for a while, but I feel better now.",2
898,I have begun to feel angry again.,1
899,I am about to do something I have never done before and I am a little nervous.,3
900,I could scream.,1
901,I had to rush to work after I woke up late.,3
903,"I feel angry, like I can't think straight.",1
904,I am angry because my cats ruined my rug.,1
906,I am feeling great!,2
907,I think nothing will change.,0
910,I'm fine.,2
912,I am very upset.,0
913,I received a lot of presents for my birthday.,2
914,I started thinking about when my brother left.,1
915,I think I am depressed.,0
916,I feel like nothing makes sense anymore.,0
917,I went for a walk in the park today and am doing well.,2
918,I can't seem to have any positive feelings lately.,0
919,I've been low since X left.,0
920,I feel like I'm not very hopeful.,0
921,I'm not happy about my break up.,0
922,I feel lonely because my friends will not be at my party.,0
923,I had a bad day at work.,0
924,I'm afraid of the opposition.,3
925,"I'm ok, but I feel like something is about to happen to me.",3
926,I feel very angry.,1
927,I had a panic attack and it was not good.,3
928,I am very sad.,0
929,My family is making me crazy.,1
930,The top of the world.,2
932,I'm not very happy with myself today.,0
933,I am angry at my partner for not doing anything.,1
934,I have a dental appointment later.,3
935,I have to go to court and I am scared.,3
936,I don't see any point in life anymore.,0
937,I am mad at life because it seems like nothing ever works out for me.,1
938,Thank you for asking!,2
939,I am late on my period 3 days in a row.,3
942,I feel great today and I'm going to have a good day.,2
