text,labels
I'm feeling a bit shaky.,3
"Someone scratched up my car when it was parked in the grocery store parking lot, and I'm furious.",1
Great thanks. You?,2
I am feeling very anxious and not at all well.,3
"Pretty good, actually!",2
I am not feeling good today. I am pretty anxious and upset.,3
Doing great thanks,2
"I feel great, i'm in my happy place.",2
I am very angry today,1
"I'm good, thank you.",2
I'm down. I failed my test.,0
I keep finding myself involuntarily clenching my fists.  I feel like my nerves are shot and I'm about to explode.,1
I feel stressed,1
"Not so good, because the bank messed up my checking account.",1
I'm not happy at all,1
I'm feeling rather sad at the moment,0
"i am not good, i feel really sad",0
A classmate took my project suggestion as her own.,1
Hopeful,2
I am depressed,0
I can't handle daily tasks and I feel very overwhelmed,0
I am really mad.,1
I am so happy right now.,2
I don't feel that great today. My dog is unwell.,0
I'm feeling very anxious.,3
amazeballs,2
"Flying it again, thankfully",2
I feel very afraid of the world around me.,3
My anxiety is through the roof.,3
I have missed my assignment deadline so I am feeling very anxious.,3
"Things are good, the new house looks fantastic!",2
I'm feeling fulfilled.,2
I am angry with my  brother.,1
That is not your business,1
Feeling hum drum things did not go well at work today.,0
I am so upset.,0
Great,2
I'm worried that something bad is going to happen,3
I am feeling rather anxious about my exam today.,3
I am feeling quite good as I have just found out I passed my exam,2
I am so mad that my friend was flirting with my boyfriend and I don't know how to handle it.,1
I'm feeling great!,2
"I can't believe she cheated on me, I'm so hurt and mad right now.",1
If I'm being honest I could probably break something at the moment. I have failed one of my classes.,1
"Could be better, I'd rather the day was over already.",0
"I'm feeling fabulous, I've just dropped a dress size",2
I am feeling in control and at peace today,2
I am feeling frightened as I am not sure what career I want in the future,3
I'm feeling good to be fair,2
"I am so sad today, nothing seems to be going right.",0
I failed another class and I'm so mad at myself for it.,1
I am concerned about the direction of covid-19 in our country and recent decisions made by the government and afraid that I could catch the virus.,3
I'm not good at all. Pretty upset actually.,1
I have begun to feel really angry again,1
I am mad at my boss for embarassing me in front of my coworkers.,1
I am mad at my partner for doing nothing around the house,1
"Today, I'm feeling happy and content.",2
I want to smash someone's face in. People are such assholes these days.,1
It's such a lovely sunny day,2
I am not feeling too well. There is just too much happening in my life.,3
I'm afraid that my dog won't make it through surgery.,3
I'm angry,1
"I am feeling great today, thank you!",2
Not very well,0
I feel crappy. I've been fighting with my friend.,1
"I am feeling great, thanks for asking! I got a great sleep last night.",2
I am very afraid I might not pass my exams well,3
"I'm having a good day, no complaints here.",2
I feel on top of the world,2
I started thinking about when my partner left me and I got very angry,1
Today my heart feels like it is racing. Im not feeling good and I think I just need to be alone.,3
I'm furious.,1
I am afraid that my child is suffering. They have a fever,3
I'm feeling worried,3
"Everything feels smooth and happy, thanks!",2
I am so mad at my boss for writing me up.,1
I am totally irritated about my friend's actions.,1
"I feel awful, nothing seems to have any meaning since my dad died.",0
"Just getting by, not much energy to do anything lately",0
"I'm doing well, I feel very happy today.",2
I'm really annoyed right now. I just had an argument with someone who accused me of something I didn't do.,1
"Actually, I am mad about having to work overtime all this week.",1
"I'm feeling great thank you, perfectly content",2
"Nothing is going my way, I never have enough money for everything.",0
I am so pissed off at my boyfriend for not telling me the truth.,1
"I feel very stressed out, I am mad at my boyfriend because he is always late without letting me know in advance.",1
Terrible! my roommate stole my necklace!,1
I have a lot of stuff going on; I'm mad.,1
I'm fed up. I don't think I can manage all my bills this month and I'm working non stop.,0
"I feel good, I've got a nice feeling inside for the first time in a while",2
I am delighted.,2
Pretty bad. I found out that my parents are getting a divorce.,0
I'm feeling grand. Its a lovely day out. How are you?,2
I hate everyone I come in contact with.,1
"I'm livid, my landlord just gave me some terrible news.",1
My mood is off,1
"I'm actually not feeling to good, my mind is fuzzy, I feel anxious and my gut tells me something is wrong.",3
"I'm feeling good, thanks!",2
Today is a good day I am healthy,2
Not feeling good due to my inability to attend a family function.,0
I'm so pissed off at my co-worker for taking credit for my work.,1
I am feeling worried and terrified that my COVID test will be positive.,3
Feeling very bad because of my health condition.,0
"I slept really well last night, and I am feeling calm and rested, and in the best of spirits.",2
There's too many things I need to get done and I'm sure I'm going to forget something important.,3
I am not fine. I have too much work pressure on my head .,1
I'm really annoyed! Today has been one thing after another.,1
Not so well. My dog died last night.,0
"Pretty anxious. I am still waiting to hear back from that job interview I went to yesterday. I know I did pretty good, but I thought that last time too and didn't get offered the job.",3
My emotions are boiling over and I'm about to explode.,1
"Not great, honestly. I just can't seem to have any positive feelings lately.",0
I'm great,2
I cannot answer that right now and need to leave.,3
"Really bad - just really worried, really feel like something awful is always gonna happen",3
Pretty depressed. I was fired recently,0
I can't stop crying because I miss my mom so much.,0
optimistic,2
"Not good, I'm scared of having to go to see my doctor, I think things are serious.",3
I am angry at my friend's misconduct.,1
Things are weighing me down.,3
I feel really positive,2
Today I'm feeling pretty down. I just didn't have a good morning.,0
right now extremely tensed for my life after the robbery attack,3
"Just feeling really at a low point in my life, nothing seems to be going right.",0
I am feeling anxious today. My to-do list seems to get longer the harder and longer I work.,3
"Oh, don't even get me started!",1
I'm feeling good today.,2
"Very sad, I donÃt have energy today.",0
"I've had better days, I'm not feeling good and am anxious about things at the moment.",3
I feel a bit hopeless.,0
My heart is heavy today.,0
I am not okay. I just don't feel like getting up today.,0
Great!,2
"I'm great thanks very much, I've had a good day",2
I feel very angry because my son does not obey my instructions.,1
I'm feeling very bad,1
I have been feeling scared today.,3
So awful. I had a really scary dream and it's made me feel so anxious.,3
Really bad,0
"I am feeling rubbish today, my anxiety is trough the roof.",3
"A lot of good things have happened today, so I'm particularly happy.",2
The sun is out and I have a feeling this is going to be a great day!,2
"Quite afraid actually, I might need some help",3
"Really low, I find it hard to get out of bed most days.",0
I feel a little sad. I am worried about losing my job.,0
Do you have any use to know about this,1
"i feel very irritated, i got in a bar fight and got banned from there",1
Great! Managed to get all of my tasks checked off my list today.,2
I just feel like smashing something. My boss has been very difficult lately.,1
Very upset. I lost a loved one earlier this week.,0
I'm feeling super!,2
I feel like shit.,0
"Not very good, I have had a very frustrating day.",1
"Not great actually, feeling a bit anxious about this",3
Not too good. I just feel empty.,0
"I just want to punch someone, really. I'm so fed up with everything right now.",1
Great I've just won the lotto,2
"I wish I was feeling happier, but it's been a rough few days.",0
"I am quite relaxed today, it's my day off",2
I'm just in a pissed off mood.,1
"I'm feeling great, things are going really well at the moment",2
I am feeling well.,2
I am feeling angry. I lost my money,1
I'm feeling wonderful thank you.,2
I feel like I have achieved everything I wanted to today,2
I've been better. Feeling kind of miserable.,0
I am angry at the whole world!,1
So sad today because of lockdown,0
Today is really taking a toll on me and i'm exhausted.,1
"Not great to be honest, I've just had a panic attack",3
I don't f* know,1
I'm feeling really down.,0
"I'm feeling anxious, my exam results are out tomorrow and I may not have achieved what I'd hoped for.",3
"I'm feeling pretty good, thanks!",2
"I thought that I was getting better, but I have been really mad about things again",1
"I'm not doing to well, my anxiety is kicking my butt.",3
Things are going my way these days.,2
I am scared. I cannot find my son.,3
I am afraid that I might have cancer,3
I am mad because my cats have ruined my favourite rug,1
I am elated I just passed my exam.,2
I am feeling very blue today for some reason.,0
My mood is really low today and I'm scared It won't get better.,3
I am pretty pissed off to be honest.,1
I'm really anxious about my job interview,3
To be honest I feel mad and like I could hurt someone.,1
Great. Thank you.,2
I'm really upset. I unfairly lost out on a big promotion at work.,1
I am feeling alive and blessed.,2
Life is great!,2
Kind of nervous; I feel like my boss is unhappy with me.,3
