,emotion,base,rewriting,perplexity
220,悲伤,您觉得您在试图控制某人吗？,我想知道您的悲伤是否部分是由于缺乏控制和对它的渴望引起的。您是否感到无法但又想控制所爱的人或工作中的某个人？,21.513687
221,悲伤,您觉得您在试图控制某人吗？,当我们觉得自己的生活很少或没有时，我们可能会渴望控制。可能是你希望或试图控制你生活中的某个人？,18.648617
222,悲伤,您觉得您在试图控制某人吗？,好的，谢谢你，那我们需要去别的地方看看你为什么会有这种感觉。可能是你有控制你认识的人的言行的愿望，但这种愿望让你感到悲伤？,16.866655
223,悲伤,您觉得您在试图控制某人吗？,没关系，谢谢你让我知道。难不成你就是想控制别人的人？有时，当我们自己经历痛苦时，我们可能会这样做。,13.6931
224,悲伤,您觉得您在试图控制某人吗？,谢谢，你可以直接说“不”或“是”，因为这有助于我更清楚地了解你的感受。在你的生活中，是否有一种关系让你试图对他们进行过多的控制？,12.169331
225,悲伤,当出现问题时，您是否总是责怪和指责自己？,偶尔为我们的问题责备自己是正常的，但我们应该小心不要把它变成一种破坏性的习惯。你有没有注意到你总是为任何出错的事情责备自己？,13.569014
226,悲伤,当出现问题时，您是否总是责怪和指责自己？,我明白了，谢谢你花时间回答这个问题。请问您是否觉得自己有一种总是将问题归咎于自己的倾向？,12.171684
227,悲伤,当出现问题时，您是否总是责怪和指责自己？,感谢您分享这个。你能告诉我你是否觉得当事情出错时你总是在责备和指责自己吗？,29.317205
228,悲伤,当出现问题时，您是否总是责怪和指责自己？,谢谢你让我知道。你会不会说你很容易自责，经常因为出了问题而责备自己？,19.917345
229,悲伤,当出现问题时，您是否总是责怪和指责自己？,嗯，我明白了，谢谢你花时间回答所有这些问题，我仍在努力找出最好的帮助方式。你会说当出现问题时，你有把矛头指向自己的倾向吗？,16.691477
230,悲伤,当出现问题时，您是否总是责怪和指责自己？,我明白了，那很好，谢谢。最近，你是不是总发现事情没有按计划进行时，总是把责任推到自己身上？,15.192136
231,悲伤,当出现问题时，您是否总是责怪和指责自己？,谢谢，我想再问有关您的感受的细节。你内心有没有一个声音对你说，这实际上完全取决于你，你应该为这种感觉负责，或者出现问题是你的错？,19.902555
232,悲伤,当出现问题时，您是否总是责怪和指责自己？,没关系，谢谢。你是否总是把情况看得太个人化，以至于你觉得对失败负责，并认为这总是你的错？,23.127302
233,悲伤,当出现问题时，您是否总是责怪和指责自己？,谢谢，请注意，如果可以的话，让我们进一步探索。有时事情可能会出错或无法解决；当这种情况发生时，你是否觉得自己总是有错？,15.203997
234,悲伤,当出现问题时，您是否总是责怪和指责自己？,很抱歉，您感觉不太好，我想知道您是否为此将责任归咎于自己。你认为你总是为每一个问题责备自己吗？,19.252115
235,悲伤,当出现问题时，您是否总是责怪和指责自己？,谢谢，你的情绪和感觉是有效的，我想了解更多。您是否总是觉得生活中的任何困境或问题都应该归咎于您？,17.19773
236,悲伤,当出现问题时，您是否总是责怪和指责自己？,谢谢你，如果你同意的话，我希望我们能深入挖掘一下。当事情没有按照你想要的方式发展时，你认为你总是为此责备自己吗？,13.338388
237,悲伤,当出现问题时，您是否总是责怪和指责自己？,谢谢你。这里没有正确或错误的答案，探索事物是好的。当事情不像你想要的那样发展时，你认为你总是要负责吗？,21.164867
238,悲伤,当出现问题时，您是否总是责怪和指责自己？,当发生伤害我们的事情时责备自己是很正常的，但如果我们总是这样做，它可能会积聚成非常悲伤的情绪。你认为你总是为每一个错误都责备自己吗？,13.979381
239,悲伤,当出现问题时，您是否总是责怪和指责自己？,我明白了，谢谢你的耐心。如果可能的话，我想知道您是否认为每当发生不好的事情时，您可能总是倾向于责备自己。,12.926486
240,悲伤,当出现问题时，您是否总是责怪和指责自己？,好的，感谢您回答这个问题，还有任何内疚或有罪的感觉。每当出现问题时，您是否倾向于觉得自己有错？,18.819363
241,悲伤,当出现问题时，您是否总是责怪和指责自己？,嗯，那么也许你内心深处觉得这是你造成的。你是否总是为自己的错误或失败而责备自己，不管你对它们负有多大的责任？,16.101566
242,悲伤,当出现问题时，您是否总是责怪和指责自己？,您有没有觉得当事情出错时您应该承担责任，即使您的行为让您感到不舒服或有任何不愉快的感觉？如果是这样，也许您可能会因为这个事件而责备自己，但这不一定是你的错？,10.108974
243,悲伤,当出现问题时，您是否总是责怪和指责自己？,您有没有觉得当事情出错时您应该承担责任，而责备自己？您能够告诉我吗？谢谢。,23.07894
244,悲伤,当出现问题时，您是否总是责怪和指责自己？,您有没有觉得当事情出错时您应该承担责任，即使您的负面情绪可能是由于您过度责备而导致的？如果是这样，我想知道这是怎么回事。,11.510876
245,悲伤,当出现问题时，您是否总是责怪和指责自己？,您有没有觉得当事情出错时，比如说你做错了事，是您应该承担责任？您可能因为任何错误而责备自己？如果是这样，我想知道你的感受。,12.830162
246,悲伤,当出现问题时，您是否总是责怪和指责自己？,当事情没有按照你想要的方式发展，我想问你会不会怀有一些不好的感觉？你是不是总觉得这个事件是你的错，也不至于把你弄得那么难过。,12.730809
247,悲伤,当出现问题时，您是否总是责怪和指责自己？,当事情没有按照你想要的方式发展，你能告诉我你会不会又一些不好的感觉？,16.825117
248,悲伤,当出现问题时，您是否总是责怪和指责自己？,您有没有觉得当事情没按照你的意愿去做，或者不按计划行事时，您会因此而指责自己。,15.2295475
249,悲伤,当出现问题时，您是否总是责怪和指责自己？,您有没有觉得当事情出错时是您应该承担责任，即使出错的因素不来至于您？,30.00485
250,悲伤,在之前的对话中，您是否考虑过其他提出的观点？,谢谢你让我知道。您是否相信您已经探索了所有选项，包括其他人可能向您建议的选项？,25.954185
251,悲伤,在之前的对话中，您是否考虑过其他提出的观点？,感谢您的信任，请帮助我更好地理解。你是说，在之前的谈话中，你一直愿意听取别人的看法和意见吗？,15.176153
252,悲伤,在之前的对话中，您是否考虑过其他提出的观点？,有时，只要我们能够倾听，其他人也许能够帮助我们弄清楚情况并变得更强大。你认为自己是一个好的倾听者吗？,13.146147
253,悲伤,在之前的对话中，您是否考虑过其他提出的观点？,我很抱歉你现在正在经历这种消极情绪。如果我问，请说实话，您是否会说在向您提出这些观点时，您总是充分考虑其他人的观点？,19.055645
254,悲伤,在之前的对话中，您是否考虑过其他提出的观点？,谢谢你让我知道。你认为你已经考虑了所有的选择，你可以从每个角度来看待你当前的情况吗？,16.202984
255,悲伤,在之前的对话中，您是否考虑过其他提出的观点？,再次感谢您今天的耐心等待。我想知道您是否真的相信，您在之前的讨论中一直仔细考虑其他人的观点。,14.659241
256,悲伤,在之前的对话中，您是否考虑过其他提出的观点？,谢谢你，这有助于我更好地了解你。你相信你是一个能够听取别人建议并付诸实践的人吗？,10.48037
257,悲伤,在之前的对话中，您是否考虑过其他提出的观点？,有时，只要我们能够倾听，其他人也许能够帮助我们弄清楚情况并变得更强大。你认为自己是一个好的倾听者吗？,13.146147
258,悲伤,在之前的对话中，您是否考虑过其他提出的观点？,有时很容易被我们自己的观点所迷惑。你通常对别人的观点持开放态度吗？,13.8955765
259,悲伤,在之前的对话中，您是否考虑过其他提出的观点？,现在，我希望您回想一下您与朋友、家人或同事的对话。你觉得你善于倾听别人的意见，理解所有的观点吗？,14.82526
260,悲伤,在之前的对话中，您是否考虑过其他提出的观点？,我理解您的感受并且不想以任何方式冒犯您，但我确实需要询问您如何与其他人及其想法打交道。在之前的讨论中，您是否考虑过其他人关于这个问题和其他主题的观点？,14.622952
261,悲伤,在之前的对话中，您是否考虑过其他提出的观点？,谢谢，我很欣赏你的诚实，在我看来你是一个非常开放的人，但是有时很容易过于执着于我们的信念，这会阻止我们作为个人成长。老实说，您是否觉得自己一直能够接受其他人的观点？,11.909468
262,悲伤,在之前的对话中，您是否考虑过其他提出的观点？,我希望你仔细思考并诚实地告诉我，如果你认为你最近一直在充分听取其他人的建议，并认为值得采纳这些建议。,14.477753
263,悲伤,在之前的对话中，您是否考虑过其他提出的观点？,请回想一下之前与其他人的对话。在你之前的谈话中，你是否考虑过对方的观点，即使他们与你自己的不同？,14.672039
264,悲伤,在之前的对话中，您是否考虑过其他提出的观点？,我明白了，谢谢你，以及你如何与他人相处。你能不能坦率地说，你考虑到了别人的感受，仔细倾听了他们对你说的话？,13.14114
265,悲伤,在之前的对话中，您是否考虑过其他提出的观点？,谢谢，我很欣赏你的诚实，在我看来你是一个非常开放的人，但是有时很容易过于执着于我们的信念，这会阻止我们作为个人成长。老实说，您是否觉得自己一直能够接受其他人的观点？,11.909468
266,悲伤,在之前的对话中，您是否考虑过其他提出的观点？,我希望你仔细思考并诚实地告诉我，如果你认为你最近一直在充分听取其他人的建议，并认为值得采纳这些建议。,14.477753
267,悲伤,在之前的对话中，您是否考虑过其他提出的观点？,请回想一下之前与其他人的对话。在你之前的谈话中，你是否考虑过对方的观点，即使他们与你自己的不同？,14.672039
268,悲伤,在之前的对话中，您是否考虑过其他提出的观点？,我明白了，谢谢你，以及你如何与他人相处。你能不能坦率地说，你考虑到了别人的感受，仔细倾听了他们对你说的话？,13.14114
269,悲伤,在之前的对话中，您是否考虑过其他提出的观点？,我很抱歉你现在正在经历这种消极情绪。如果我问，请说实话，您是否会说在向您提出这些观点时，您总是充分考虑其他人的观点？,19.055645
270,悲伤,在之前的对话中，您是否考虑过其他提出的观点？,谢谢你让我知道。你认为你已经考虑了所有的选择，你可以从每个角度来看待你当前的情况吗？,16.202984
271,悲伤,在之前的对话中，您是否考虑过其他提出的观点？,再次感谢您今天的耐心等待。我想知道您是否真的相信，您在之前的讨论中一直仔细考虑其他人的观点。,14.659241
272,悲伤,在之前的对话中，您是否考虑过其他提出的观点？,我很抱歉你现在正在经历这种消极情绪。如果我问，请说实话，您是否会说在向您提出这些观点时，您总是充分考虑其他人的观点？,19.055645
273,悲伤,在之前的对话中，您是否考虑过其他提出的观点？,谢谢你让我知道。你认为你已经考虑了所有的选择，你可以从每个角度来看待你当前的情况吗？,16.202984
274,悲伤,在之前的对话中，您是否考虑过其他提出的观点？,再次感谢您今天的耐心等待。我想知道您是否真的相信，您在之前的讨论中一直仔细考虑其他人的观点。,14.659241
275,悲伤,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,您是否正在经历家庭、朋友或亲人的问题，您的感受对您的影响是否很大？,13.903977
276,悲伤,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,您是否觉得生活中正在发生重大的问题？,18.982296
277,悲伤,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,很抱歉让您感到难过，为了帮助您，我想深入挖掘一下。如果你不介意我问一下，你正在经历一场艰难的个人危机吗？,21.6213
278,悲伤,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,感谢您到目前为止的回答。请问您现在是否觉得自己正在经历个人危机，或者您是否正在与周围的人遇到难以处理的人际关系困难？,11.892454
279,悲伤,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,谢谢你。我想知道您是否因为与朋友或家人的问题而正在经历特别困难的时刻。,17.275831
280,悲伤,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,感谢您的耐心等待，我真的很感激。你能告诉我，你是否觉得在你生命中的这一刻正在经历个人危机，在工作或家庭中遇到严重的困难？,13.86372
281,悲伤,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,感谢您如此耐心和合作。如果你不介意，我希望你告诉我你是否觉得你此刻正在挣扎。,17.246008
282,悲伤,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,我知道这可能很艰难，所以感谢您如此耐心地回答所有问题。您最近是否经历过强烈的情绪压力，或者您是否感到被朋友或亲人误解？,14.302849
283,悲伤,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,我想知道你的悲伤是否可以在更广泛的问题上解决。您在生活中是否遇到任何重大问题，例如，您是否与所爱的人闹翻了？,15.058232
284,悲伤,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,您是否会将您生命中的这一刻描述为一个紧张而复杂的时刻，您、您的人际关系和情感都受到了强烈挑战？,18.560255
285,悲伤,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,感谢您的答复。如果你不介意我问一下，你现在正在经历个人危机吗？你的人际关系或其他事情是否特别困难？,17.460964
286,悲伤,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,谢谢你对我敞开心扉，我想帮助你放下消极的想法。是否因为与家人或亲人的问题，您现在正在经历一段特殊的痛苦？,17.986637
287,悲伤,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,我知道这对你来说不是一个好时机，也许还有更重要的事情发生。您是否正在经历个人危机，面临涉及生活中其他人的无法处理的问题？,14.463672
288,悲伤,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,为了让我能够帮助您，我需要知道您的生活中是否正在发生重大事件。你觉得你现在过得特别困难，无论是在工作中，在家里还是和朋友在一起？,13.2317705
289,悲伤,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,感谢您耐心回答这些问题，我想专注于您现在的真实情况。这种悲伤真的比我们所说的更糟糕吗，你真的因为生活中正在发生的事情而痛苦吗？,13.701777
290,悲伤,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,看起来你可能过得很艰难，请知道你可以和我谈谈。你的生活中有什么特别令人痛苦的事情吗？,13.44592
291,悲伤,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,请问您目前在生活中是否遇到了特别的困难或困难，可能会导致您过度担心或痛苦？,13.127765
292,悲伤,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,谢谢你对我敞开心扉，我真的很感激。请问您是否遇到与亲人或朋友的一些问题，或者您是否处理过任何其他重大的痛苦事件？,14.599003
293,悲伤,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,请记住这是一个安全的空间，我在这里帮助您感觉更好。如果我问，您是否觉得您现在正在经历个人危机（例如与亲人相处困难或与朋友闹翻）？,17.92031
294,悲伤,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,感谢您迄今为止分享的一切。如果我问您，您是否觉得自己正在经历特别困难的情况，无论是与家人、朋友还是亲人？,13.042748
295,悲伤,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,很抱歉听到你感到伤心，我希望您知道我总是在这里提供帮助。您现在是否在与任何亲人相处时遇到困难？,23.069212
296,悲伤,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,很抱歉听到您感到伤心，我想知道这是否由更大事情而导致的。您最近生活中是否发生了其他重大困难？,28.735357
297,悲伤,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,也许你的压力源于你个人正在经历的一些困难。您在与亲人或朋友相处时遇到任何困难吗？,16.499577
298,悲伤,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,你现在一定很困难，所以我想知道有没有什么大事发生。在你的生活中，有没有什么事情感觉比平常更重要？,11.735653
299,悲伤,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,我想知道你的悲哀是否会被隐藏在表面之下的更大的东西触发。您最近在个人生活或职业生活中是否遇到了非凡的困难？,24.145803
300,愤怒,这是由特别事件引起的吗？,是不是有什么特定的事情让你有这种感觉，我想知道。你能告诉我具体原因，以便我能更清楚地了解这件事。这样我才能做出正确的判断。,7.995563
301,愤怒,这是由特别事件引起的吗？,如果你不介意我问这个，我想知道是什么让你有这样的感觉。你能告诉我是否有特定的原因导致这种情况吗？比如说是不是因为某件事情，你可能会感到不舒服。,9.09405
302,愤怒,这是由特别事件引起的吗？,如果你不介意我问这个，我想知道是什么让你有这样的感觉。你能告诉我具体原因，以便我能更清楚地了解这件事。是不是因为特定的事情，导致这种情况？,9.505849
303,愤怒,这是由特别事件引起的吗？,是不是有什么特定的事情让你有这样的感觉，我想知道。你能告诉我具体原因，以便我能更清楚地了解你的情绪。,9.524992
304,愤怒,这是由特别事件引起的吗？,是不是有什么特定的事情让你有这种感觉？如果是这样，你能告诉我具体原因，以便我进一步了解情况吗？,8.625583
305,愤怒,这是由特别事件引起的吗？,是不是有什么特定的事情让你有这样的感觉，我想知道是怎么回事。你能告诉我具体原因，以便我能更清楚地了解你的情绪状态。,8.203595
306,愤怒,这是由特别事件引起的吗？,是不是有什么特定的事情让你有这样的感觉，我想知道。你能告诉我具体原因，以便我能更清楚地了解你的情绪。,9.524992
307,愤怒,这是由特别事件引起的吗？,是不是有什么特定的事情让你有这种感觉，我想知道。你能告诉我具体原因，以便我能更清楚地了解你的情绪。这样我才能做出准确的判断让您感到不安的原因。,10.100665
308,愤怒,这是由特别事件引起的吗？,是不是有什么特定的事情让你有这种感觉，我想知道。你能告诉我具体原因吗？也许是因为这件事而导致这些情况。,11.055776
309,愤怒,这是由特别事件引起的吗？,是不是有什么特定的事情让你有这样的感觉，我想知道。你能告诉我具体原因，以便我能更清楚地了解你的情绪。您是否能够提供更多关于这件事的详细情节，还有其他可能导致这种情况的东西？,9.3567705
310,愤怒,这是由特别事件引起的吗？,是不是经历过这什么特定的事情让你有这样的感觉，我想知道。你能告诉我具体原因，以便我能更清楚地了解你的情绪。,12.783799
311,愤怒,这是由特别事件引起的吗？,是不是有什么特定的事情让你有这样的感觉，我想知道。你能告诉我具体原因，以便我能更清楚地了解你的情绪。您是否有意识到自己或他人有可能是导致这种情况的因素，比如他们的行为、动作，或者其他不舒服的记忆。,8.866379
312,愤怒,这是由特别事件引起的吗？,是不是有什么特定的事情让你有这样的感觉，我想知道。你能告诉我具体原因，以便我能更清楚地了解这件事。如果你不介意我继续说下去，还有其他更深层次的问题吗？,8.435963
313,愤怒,这是由特别事件引起的吗？,是不是有什么特定的事情让你有这样的感觉，我想知道。你能告诉我具体原因，以便我能更清楚地了解你的情绪。您是否有意识到自己或他人的行为导致了这种情况吗？,9.304093
314,愤怒,这是由特别事件引起的吗？,是不是有什么特定的事情让你有这样的感觉，我想知道。你能告诉我具体原因，以便我能更清楚地了解你的情绪。,9.524992
315,愤怒,这是由特别事件引起的吗？,如果你不介意我继续说下去，是不是有什么特定的事情让你有这种感觉，我想知道。你能告诉我具体原因，以便我能更清楚地了解这件事而帮您做出正确的判断吗？,10.900108
316,愤怒,这是由特别事件引起的吗？,是不是有什么特定的事情让你有这样的感觉，我想知道。你能告诉我具体原因，以便我能更清楚地了解你的情绪状态。,9.267235
317,愤怒,这是由特别事件引起的吗？,有没有发生什么让你有这样的感觉的事情。是不是有特定的原因导致这种情况，你能告诉我吗？,14.35195
318,愤怒,这是由特别事件引起的吗？,是不是有什么特定的事情让你有这样的感觉。你能告诉我具体原因吗？我想知道这种情况是怎么回事，以便我能够更清楚地了解这件事。,8.1863785
319,愤怒,这是由特别事件引起的吗？,是不是有什么特定的事情让你有这样的感觉，我想知道。你能告诉我具体原因，以便我能更清楚地了解你的情绪。,9.524992
320,愤怒,这是由特别事件引起的吗？,是不是有什么特定的事情让你有这样的感觉。你能告诉我具体原因，以便我更清楚地了解这件事。,10.493241
321,愤怒,这是由特别事件引起的吗？,你能告诉我是不是有什么特定的事情让你有这样的感觉吗？我想知道，以便我能更清楚地了解你的情绪。,9.882664
322,愤怒,这是由特别事件引起的吗？,如果你不介意我继续说下去，是不是有什么特定的事情让你有这种感觉？你能告诉我具体原因，以便我能更清楚地了解这件事。,9.468216
323,愤怒,这是由特别事件引起的吗？,是否有什么特定的事情让你有这样的感觉，我想知道。你能告诉我具体原因吗，以便我能更清楚地了解你的情绪。,10.281035
324,愤怒,这是由特别事件引起的吗？,您能否指出这个情况的原因？是不是有什么特定的事情让你有这种感觉，我想知道。你能告诉我更多关于这件事的具体细节，以便我做出正确的判断。,9.470558
325,愤怒,这是由最近或遥远的事件（或多个事件）引起的吗？,感谢您的意见，很抱歉您必须处理这个问题。你能告诉我这是由最近还是遥远的事情引起的吗？,21.654642
326,愤怒,这是由最近或遥远的事件（或多个事件）引起的吗？,我很抱歉听到这个。这是最近发生的，还是前一段时间发生的？,16.680027
327,愤怒,这是由最近或遥远的事件（或多个事件）引起的吗？,我完全理解你为什么会有这种感觉。为了帮助您，我需要知道这是最近发生的还是前一段时间发生的。,11.18173
328,愤怒,这是由最近或遥远的事件（或多个事件）引起的吗？,谢谢你的回复，我真的很想帮忙。你能告诉我这是由最近的事件还是由遥远的事件引起的吗？,16.01479
329,愤怒,这是由最近或遥远的事件（或多个事件）引起的吗？,谢谢你的回答，我可以联系。你会说这件事或让你感到愤怒的事件发生在最近或遥远的过去吗？,26.194105
330,愤怒,这是由最近或遥远的事件（或多个事件）引起的吗？,很抱歉听到这个。是最近发生的还是更远的事件导致了这种情况？,31.251589
331,愤怒,这是由最近或遥远的事件（或多个事件）引起的吗？,我明白了，谢谢你告诉我。请问，这件事引起你的愤怒是遥远的还是最近的？,20.48395
332,愤怒,这是由最近或遥远的事件（或多个事件）引起的吗？,谢谢，我明白了。你能告诉我这是最近发生的事情还是前一阵子发生的事情吗？我希望你没有因为这次事件而受到太多伤害。,8.809096
333,愤怒,这是由最近或遥远的事件（或多个事件）引起的吗？,你现在一定很痛。你能分享一下这个事件是最近发生的还是更久以前？,29.798471
334,愤怒,这是由最近或遥远的事件（或多个事件）引起的吗？,了解您处理此问题的时间很重要。请问这是最近发生的事件还是遥远的事件？,25.552021
335,愤怒,这是由最近或遥远的事件（或多个事件）引起的吗？,谢谢，我想知道您认为您生活中的什么事件引发了这种感觉。这是最近发生的事件还是更遥远的过去？,19.86653
336,愤怒,这是由最近或遥远的事件（或多个事件）引起的吗？,对不起，那一定很难。是最近发生的事情还是很久以前发生的事情？,13.810996
337,愤怒,这是由最近或遥远的事件（或多个事件）引起的吗？,明白了，谢谢分享。你会说这是最近发生的还是遥远的事件，这样我才能得到更好的画面？,25.375732
338,愤怒,这是由最近或遥远的事件（或多个事件）引起的吗？,我很抱歉听到这个。是否有一些最近发生的事件可以作为造成这种情况的原因，或者是不久前发生的事件？,13.883553
339,愤怒,这是由最近或遥远的事件（或多个事件）引起的吗？,我很遗憾听到这个消息。这是最近发生的还是不久前发生的？,16.93208
340,愤怒,这是由最近或遥远的事件（或多个事件）引起的吗？,我很抱歉听到这个。我也可以问一下是不是由最近或遥远的事件（或事件）引起的？,26.129055
341,愤怒,这是由最近或遥远的事件（或多个事件）引起的吗？,非常感谢你让我知道。你会说是最近或遥远的事件（或事件）引起了这种情绪吗？,30.084465
342,愤怒,这是由最近或遥远的事件（或多个事件）引起的吗？,我明白了，谢谢。这个事件是最近的还是更远的？不管怎样，我希望这对你来说没有太大的创伤。,17.935413
343,愤怒,这是由最近或遥远的事件（或多个事件）引起的吗？,这个问题可能很难回答，但我想问这事是最近或很久以前发生的，以便我更清楚地了解这件事发生的具体时刻。,12.084162
344,愤怒,这是由最近或遥远的事件（或多个事件）引起的吗？,我想知道更多关于这件事发生的具体时刻。请问这事是最近或很久以前发生的？,15.794856
345,愤怒,这是由最近或遥远的事件（或多个事件）引起的吗？,你能告诉我更多关于这件事发生的时间吗，以便我能确定一些具体的情况。它是否是最近或很久以前发生的一件事？,12.749143
346,愤怒,这是由最近或遥远的事件（或多个事件）引起的吗？,我想问你一些问题，如果你不介意我问这个。你能告诉我更多关于这件事的具体时间，以便我进一步了解是否发生了什么。,10.460132
347,愤怒,这是由最近或遥远的事件（或多个事件）引起的吗？,这个问题可能很难回答，我想知道更多关于这件事发生的具体时刻。你能告诉我是否是最近或很久以前发生的一件事？,11.033974
348,愤怒,这是由最近或遥远的事件（或多个事件）引起的吗？,你能告诉我更多关于这件事发生的具体时刻，以便我们进一步了解情况。如果你不介意，请问这事是最近或很久以前发生的？,13.339699
349,愤怒,这是由最近或遥远的事件（或多个事件）引起的吗？,你能告诉我更多关于这件事发生的时间，以便我们进一步了解是什么原因造成这种感觉。,10.770701
350,愤怒,您最近是否尝试过协议6，并发现由于旧事件而重新点燃了无法控制的情绪？,如果你能和我分享以下信息，那对我会有很大帮助。您最近是否尝试过协议6，如果是这样，是否让您感到难以管理情绪？,21.179735
351,愤怒,您最近是否尝试过协议6，并发现由于旧事件而重新点燃了无法控制的情绪？,我知道有时回想过去会让人不舒服。你有没有试过通过协议6工作？如果是这样，您是否感到无法处理出现的情绪？,30.767109
352,愤怒,您最近是否尝试过协议6，并发现由于旧事件而重新点燃了无法控制的情绪？,这真的很有帮助，谢谢。请问执行协议6是否让您感到生气或不安吗？,40.758232
353,愤怒,您最近是否尝试过协议6，并发现由于旧事件而重新点燃了无法控制的情绪？,协议6是难度更大的练习之一，并不适合所有情况；我正在尝试确定它是否适合您。您是否尝试过协议6并发现它太难了？,20.031975
354,愤怒,您最近是否尝试过协议6，并发现由于旧事件而重新点燃了无法控制的情绪？,明白了，非常感谢您对我分享这一切。请问您最近是否尝试过协议6而导致了您感到的愤怒？,56.074993
355,愤怒,您最近是否尝试过协议6，并发现由于旧事件而重新点燃了无法控制的情绪？,我理解您的情况。您最近是否尝试过协议6并发现由于旧事件而重新点燃了无法控制的情绪？,41.90969
356,愤怒,您最近是否尝试过协议6，并发现由于旧事件而重新点燃了无法控制的情绪？,谢谢你帮助我更好地理解。我想知道您最近是否尝试过协议6，如果是，您是否发现它弊大于利？,23.39883
357,愤怒,您最近是否尝试过协议6，并发现由于旧事件而重新点燃了无法控制的情绪？,我想了解协议6是否适合您，因为它可能非常激烈。请问您最近是否尝试过协议6，并发现这会带回过去的负面情绪？,28.633274
358,愤怒,您最近是否尝试过协议6，并发现由于旧事件而重新点燃了无法控制的情绪？,谢谢你；我认为协议6可以帮助你处理这个事件，但是有些人报告说这个协议可能相当激烈。你是否已经尝试过协议6，如果是这样，它是否激起了困难或创伤性的情绪？,23.167788
359,愤怒,您最近是否尝试过协议6，并发现由于旧事件而重新点燃了无法控制的情绪？,我想知道，您是否认为尝试使用协议6来重温事件，如果您这样做了，可能会导致这种感觉吗？,26.966015
360,愤怒,您最近是否尝试过协议6，并发现由于旧事件而重新点燃了无法控制的情绪？,我知道这件事让你很痛苦。你最近有没有重温这个事件，试图找到它的结局，但它所做的只是把你在事件中无法忍受的情绪带回来？,20.576412
361,愤怒,您最近是否尝试过协议6，并发现由于旧事件而重新点燃了无法控制的情绪？,您可能知道，协议6可用于检查此类事件。您有使用协议6的经验吗？而且，如果是这样，您是否发现它使与过去事件相关的困难情绪浮出水面？,24.725733
362,愤怒,您最近是否尝试过协议6，并发现由于旧事件而重新点燃了无法控制的情绪？,有时它可以帮助通过协议6解决与过去的创伤事件相关的愤怒。你是否已经尝试过协议6，如果是的话，你是否真的发现它带来的情绪过于强烈？,21.222588
363,愤怒,您最近是否尝试过协议6，并发现由于旧事件而重新点燃了无法控制的情绪？,在某些情况下，协议6可用于回顾特别创伤性事件，但这有时会引发麻烦的情绪反应。你之前有没有使用过协议6，它有没有让你有任何无法控制的情绪？,20.341345
364,愤怒,您最近是否尝试过协议6，并发现由于旧事件而重新点燃了无法控制的情绪？,我想知道现在是否有什么东西重新点燃了这种感觉。您是否尝试过记住或重温此事件并因此感到愤怒？,22.339252
365,愤怒,您最近是否尝试过协议6，并发现由于旧事件而重新点燃了无法控制的情绪？,通过尝试协议6来重温创伤性事件会带来消极和无法控制的情绪。您是否尝试通过执行协议6重新审视该事件并因此感到不舒服？,31.89469
366,愤怒,您最近是否尝试过协议6，并发现由于旧事件而重新点燃了无法控制的情绪？,有时不好的感觉可能会回来，因为发生了一些事情让它们再次出现。您最近是否尝试过协议6，并且无法将自己与过去所产生的负面情绪疏远？,28.007284
367,愤怒,您最近是否尝试过协议6，并发现由于旧事件而重新点燃了无法控制的情绪？,首先，您的感受对我很重要，所以我需要询问您之前与协议的互动情况。你最近有没有尝试过协议6，如果是这样，它是否会因为你想起这件事而引发困难的情绪？,20.841906
